,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
17,Oklahoma State,13,38.6,22.7,35.8,63.4,323.9,2.2,37.8,171.0,4.5,2.5,73.5,494.9,6.7,13.4,8.9,1.4,23.7,5.3,49.5,0.8,0.3,1.1
18,Washington State,13,38.2,35.9,51.1,70.3,362.5,3.1,27.7,121.2,4.4,1.8,78.8,483.7,6.1,17.3,6.5,2.4,26.2,7.9,68.9,0.4,0.9,1.3
19,Toledo,13,38.0,22.4,32.5,68.8,322.8,3.5,39.4,195.0,5.0,1.3,71.9,517.8,7.2,12.9,9.4,1.9,24.2,7.0,61.2,0.4,0.7,1.1
20,Navy,14,37.9,6.6,11.3,58.9,128.1,0.6,52.8,311.1,5.9,4.4,64.1,439.2,6.9,4.6,15.1,1.1,20.9,2.8,24.4,0.6,0.5,1.1
21,Penn State,14,37.6,16.1,27.9,57.8,260.7,2.1,38.3,174.9,4.6,2.4,66.2,435.6,6.6,9.6,8.7,2.1,20.4,4.8,44.1,0.9,0.6,1.4
22,California,12,37.1,31.9,51.8,61.7,358.8,3.1,34.5,154.3,4.5,1.3,86.3,513.2,5.9,16.4,8.6,2.9,27.9,7.4,75.8,0.3,1.0,1.3
23,New Mexico,13,36.7,7.4,13.8,53.6,106.8,0.8,52.9,350.0,6.6,3.6,66.7,456.8,6.9,4.6,15.4,0.8,20.8,6.3,56.7,0.6,0.5,1.1
24,Tennessee,13,36.4,18.3,29.2,62.8,238.5,2.2,39.8,205.2,5.2,2.4,68.9,443.7,6.4,10.5,9.7,1.4,21.5,6.2,56.5,1.1,0.9,2.0
25,Wyoming,14,35.9,15.0,27.0,55.6,229.1,2.1,44.6,207.0,4.6,2.2,71.6,436.1,6.1,10.1,10.4,1.7,22.2,4.7,43.9,0.6,1.1,1.7
26,Houston,13,35.8,27.1,40.2,67.3,296.3,1.8,43.2,147.1,3.4,2.2,83.4,443.4,5.3,13.7,9.3,1.2,24.2,4.5,42.6,0.8,1.2,1.9
27,Oregon,12,35.4,21.4,33.3,64.4,265.3,2.3,41.1,226.4,5.5,2.4,74.3,491.7,6.6,11.2,10.2,2.0,23.3,8.3,75.8,0.8,0.5,1.3
28,Colorado State,13,35.3,16.7,27.7,60.3,244.5,2.2,41.5,218.0,5.2,2.3,69.2,462.5,6.7,10.0,11.1,1.4,22.5,6.0,53.8,0.6,0.5,1.2
29,Air Force,13,35.2,5.2,11.5,45.3,134.8,1.1,63.2,318.2,5.0,3.0,74.8,452.9,6.1,4.3,17.7,1.2,23.2,5.2,51.2,0.7,0.6,1.3
30,San Diego State,14,35.2,11.1,18.3,60.5,144.5,1.4,45.4,262.9,5.8,2.4,63.6,407.4,6.4,6.7,11.8,1.4,19.9,7.0,60.2,0.6,0.4,1.1
31,Florida State,13,35.1,18.8,32.4,58.0,264.1,1.8,39.8,202.3,5.1,2.5,72.2,466.4,6.5,11.0,11.5,2.2,24.7,7.7,72.9,0.9,0.6,1.5
32,Old Dominion,13,35.1,16.9,28.8,58.8,234.0,2.4,38.5,196.8,5.1,2.1,67.2,430.8,6.4,10.2,8.7,2.2,21.0,5.1,44.0,0.3,0.5,0.8
33,Virginia Tech,14,35.0,19.9,32.1,62.1,261.9,2.2,45.4,183.9,4.1,1.9,77.4,445.7,5.8,12.3,9.6,1.7,23.6,5.1,47.6,1.3,0.6,1.9
34,Texas A&M,13,34.8,19.6,36.1,54.4,255.2,1.9,37.2,211.8,5.7,2.2,73.3,467.0,6.4,10.9,9.5,1.2,21.6,6.2,52.7,0.9,0.7,1.6
35,Baylor,13,34.6,20.7,36.9,56.0,280.9,2.5,48.3,241.8,5.0,1.9,85.2,522.7,6.1,10.8,13.4,1.1,25.3,9.9,82.2,0.9,1.2,2.1
36,USC,13,34.4,23.4,35.6,65.7,276.4,2.5,38.6,201.1,5.2,1.4,74.2,477.5,6.4,12.6,10.4,1.8,24.8,7.6,67.2,0.7,0.8,1.5
37,Miami (FL),13,34.3,20.2,32.8,61.7,274.2,2.1,33.5,151.8,4.5,1.8,66.2,425.9,6.4,11.4,7.3,1.4,20.1,7.3,67.4,0.2,0.5,0.8
38,Boise State,13,33.8,19.5,31.2,62.3,298.3,2.2,37.9,174.5,4.6,2.2,69.2,472.8,6.8,12.8,8.8,1.4,23.1,4.3,37.8,0.8,0.6,1.4
39,Troy,13,33.7,24.2,37.8,64.0,260.5,1.9,37.3,169.2,4.5,2.2,75.2,429.6,5.7,11.8,9.2,2.1,23.1,6.8,61.8,0.6,1.0,1.6
40,Arizona State,12,33.3,21.4,35.4,60.5,259.3,1.3,39.5,131.8,3.3,2.3,74.9,391.1,5.2,11.2,7.3,1.8,20.3,5.5,52.0,0.6,1.2,1.8
41,Southern Mississippi,13,32.8,21.9,36.8,59.6,298.2,2.0,41.5,177.7,4.3,2.0,78.3,475.9,6.1,12.1,9.3,2.2,23.6,7.5,64.5,1.2,1.2,2.5
42,Ole Miss,12,32.6,24.1,40.3,59.8,314.9,2.3,35.2,149.4,4.2,1.4,75.4,464.3,6.2,14.8,8.3,1.8,24.8,4.9,43.3,0.4,1.2,1.6
43,Temple,14,32.4,16.6,28.8,57.6,237.4,1.6,40.1,176.4,4.4,2.2,68.9,413.8,6.0,9.7,9.9,1.6,21.3,5.4,43.1,0.4,0.9,1.4
44,North Carolina,13,32.3,24.1,35.3,68.2,293.2,2.3,30.8,145.8,4.7,1.6,66.2,439.0,6.6,12.9,7.4,1.5,21.8,7.6,61.3,0.8,0.5,1.2
45,Kansas State,13,32.2,13.6,23.8,57.3,157.0,0.8,43.8,232.2,5.3,3.0,67.6,389.2,5.8,7.3,12.2,1.9,21.4,6.8,56.6,0.5,0.4,0.9
46,Texas,12,31.9,20.1,33.5,60.0,252.0,1.8,49.6,240.2,4.8,2.3,83.1,492.2,5.9,10.2,13.1,1.8,25.2,7.1,64.1,0.9,1.0,1.9
47,UNLV,12,31.6,11.5,24.5,46.9,162.9,1.3,43.4,241.5,5.6,2.3,67.9,404.4,6.0,7.1,11.7,0.9,19.7,5.6,51.2,0.3,0.8,1.1
48,Missouri,12,31.4,20.8,37.3,55.6,295.4,2.1,41.7,205.1,4.9,2.0,79.0,500.5,6.3,10.8,12.0,1.5,24.3,6.7,58.0,1.1,0.8,1.9
49,Auburn,13,31.2,13.7,22.1,62.0,169.5,0.9,49.6,271.3,5.5,2.5,71.7,440.8,6.1,7.5,13.2,1.2,21.9,4.7,36.5,0.6,0.5,1.1
50,West Virginia,13,31.2,19.2,31.5,60.9,257.2,2.0,44.2,228.4,5.2,1.8,75.6,485.5,6.4,11.7,10.4,2.1,24.2,6.5,63.3,0.8,0.8,1.6
51,Colorado,14,31.1,20.6,33.5,61.6,254.5,1.5,45.0,183.9,4.1,2.1,78.5,438.4,5.6,10.6,10.6,2.1,23.4,5.4,47.2,0.6,0.8,1.4
52,Texas Christian,13,31.0,22.7,38.7,58.6,268.2,1.4,37.5,195.0,5.2,2.3,76.2,463.2,6.1,11.5,9.6,1.6,22.8,6.8,61.3,0.5,1.1,1.5
53,Notre Dame,12,30.9,18.7,32.3,57.7,254.3,2.3,36.5,163.3,4.5,1.5,68.8,417.6,6.1,11.0,8.9,1.3,21.2,6.5,53.2,0.8,0.8,1.5
54,Idaho,13,30.8,20.4,33.2,61.3,249.2,1.5,37.5,147.8,3.9,1.8,70.8,397.0,5.6,12.2,7.5,1.9,21.6,5.6,55.8,0.5,0.8,1.3
55,Northern Illinois,12,30.5,19.3,33.3,58.0,224.0,1.7,45.8,239.8,5.2,2.3,79.1,463.8,5.9,10.1,11.6,2.1,23.5,7.0,70.0,0.3,1.1,1.4
56,Mississippi State,13,30.4,17.7,31.6,56.0,209.7,1.8,40.6,231.2,5.7,1.8,72.2,440.8,6.1,9.5,10.9,1.6,22.0,5.2,47.5,0.5,0.8,1.2
57,Arkansas,13,30.3,19.0,31.2,60.8,264.2,2.0,39.7,164.4,4.1,1.6,70.9,428.5,6.0,11.5,8.9,1.7,22.3,6.2,51.9,0.8,1.2,1.9
58,Kentucky,13,30.0,13.1,24.0,54.5,186.1,1.3,43.1,234.2,5.4,2.3,67.1,420.2,6.3,7.4,11.2,1.5,20.0,5.1,46.5,1.2,0.9,2.2
59,Army,13,29.9,4.2,9.5,43.9,74.4,0.5,60.5,339.6,5.6,3.5,70.0,414.0,5.9,2.9,17.8,1.1,21.8,4.8,42.2,1.1,0.8,1.9
60,Utah,13,29.8,16.3,30.7,53.1,216.7,1.2,43.8,214.0,4.9,1.9,74.5,430.7,5.8,9.1,11.1,1.8,21.9,6.9,60.4,1.3,0.6,1.9
61,Eastern Michigan,13,29.6,23.8,39.9,59.5,296.1,1.9,36.9,159.1,4.3,1.6,76.8,455.2,5.9,12.8,8.8,1.6,23.3,5.8,57.0,0.5,1.3,1.8
62,Brigham Young,13,29.5,18.8,31.5,59.8,197.9,1.2,41.8,201.2,4.8,2.2,73.3,399.2,5.4,10.0,10.8,2.2,23.0,6.4,60.2,0.5,0.9,1.4
63,Minnesota,13,29.3,13.9,25.2,55.2,173.6,0.7,42.9,183.6,4.3,2.6,68.2,357.2,5.2,8.2,9.7,1.3,19.2,6.8,57.2,0.4,0.9,1.3
64,Appalachian State,13,29.2,15.6,25.7,60.8,179.0,1.2,43.5,256.9,5.9,2.2,69.2,435.9,6.3,8.8,12.0,1.6,22.4,6.1,58.0,0.4,0.6,1.0
65,UTSA,13,29.2,16.6,29.5,56.4,213.6,2.0,40.2,161.9,4.0,1.7,69.7,375.5,5.4,9.5,8.8,1.3,19.6,7.1,59.8,0.5,0.6,1.2
66,UCF,13,28.8,18.8,34.5,54.5,209.7,1.1,40.5,141.2,3.5,1.9,75.0,350.8,4.7,8.7,8.2,2.2,19.2,7.0,56.1,1.2,0.7,1.9
67,Wisconsin,14,28.4,14.4,23.1,62.5,179.1,1.0,47.0,203.1,4.3,2.2,70.1,382.1,5.5,9.3,10.1,0.9,20.3,3.4,32.5,0.4,0.7,1.1
68,Hawaii,14,28.3,18.4,31.3,58.7,227.5,1.8,34.1,163.8,4.8,1.8,65.4,391.3,6.0,9.8,7.6,1.4,18.8,8.3,71.6,0.7,1.1,1.8
69,LSU,12,28.3,14.5,24.8,58.4,190.1,1.0,38.2,233.1,6.1,2.5,63.0,423.2,6.7,8.3,10.0,1.3,19.6,4.8,41.0,0.8,0.6,1.4
70,Georgia Tech,13,28.2,6.4,12.2,52.2,129.2,0.7,47.0,258.1,5.5,2.6,59.2,387.2,6.5,4.4,12.3,1.1,17.8,4.4,38.5,0.8,0.3,1.2
71,Iowa State,12,27.7,19.6,33.2,59.0,258.8,1.8,38.2,162.8,4.3,1.5,71.3,421.6,5.9,11.1,8.6,1.4,21.1,6.3,56.8,0.7,0.7,1.3
72,SMU,12,27.7,20.7,38.0,54.4,264.0,1.8,39.8,163.3,4.1,1.2,77.8,427.3,5.5,12.1,7.7,2.1,21.8,5.8,52.0,0.6,1.4,2.0
73,Akron,12,27.4,18.1,33.0,54.8,255.3,2.1,31.7,132.2,4.2,1.1,64.7,387.4,6.0,10.5,6.9,2.1,19.5,7.6,67.3,0.7,1.2,1.8
74,Arkansas State,13,27.3,17.8,30.9,57.5,242.2,1.6,39.8,137.2,3.5,1.5,70.7,379.4,5.4,10.3,8.3,1.2,19.8,8.2,64.2,0.6,0.7,1.3
75,Ball State,12,27.0,21.9,36.3,60.3,229.2,1.2,43.3,220.0,5.1,2.1,79.6,449.2,5.6,11.6,11.8,1.2,24.5,4.0,35.5,0.8,1.3,2.0
76,East Carolina,12,27.0,29.9,46.2,64.8,334.7,2.2,33.7,132.4,3.9,1.1,79.8,467.1,5.9,14.8,7.7,1.5,23.9,5.0,43.4,1.0,1.0,2.0
77,North Carolina State,13,27.0,20.2,33.7,60.0,260.5,1.5,38.8,156.2,4.0,1.8,72.5,416.7,5.8,11.8,8.5,1.5,21.8,6.0,62.3,0.6,0.9,1.5
78,Georgia Southern,12,26.6,12.3,22.0,55.7,155.7,1.1,50.2,224.8,4.5,2.0,72.2,380.4,5.3,7.3,11.6,1.8,20.7,7.6,64.8,0.8,0.8,1.5
79,Nebraska,13,26.5,15.5,30.8,50.3,211.7,1.4,40.2,169.2,4.2,1.8,70.9,380.9,5.4,10.2,8.6,1.7,20.5,5.8,53.5,0.4,0.7,1.1
80,Florida Atlantic,12,26.4,17.9,30.5,58.7,210.1,0.8,39.2,188.5,4.8,2.6,69.7,398.6,5.7,9.1,10.3,1.2,20.6,5.3,48.1,0.6,1.1,1.7
81,Marshall,12,26.4,22.0,36.5,60.3,241.8,2.3,33.0,108.2,3.3,1.0,69.5,350.0,5.0,10.4,7.1,2.6,20.1,7.5,76.8,0.3,1.0,1.3
82,Central Michigan,13,26.3,21.5,36.2,59.4,276.1,1.8,31.3,115.9,3.7,1.4,67.5,392.0,5.8,11.8,6.6,1.5,19.8,4.8,49.9,0.6,1.2,1.8
83,Ohio,14,26.3,17.9,32.7,54.6,224.4,1.6,38.9,168.0,4.3,1.2,71.6,392.4,5.5,9.4,9.1,2.4,20.9,5.6,55.1,0.9,0.9,1.8
84,Stanford,13,26.3,13.8,23.5,58.7,158.2,1.2,40.2,208.9,5.2,1.5,63.6,367.1,5.8,7.5,9.4,1.2,18.1,6.5,54.4,0.7,0.7,1.4
85,UTEP,12,26.3,16.3,27.3,59.6,183.7,1.8,34.1,185.5,5.4,1.7,61.3,369.2,6.0,8.6,8.0,1.7,18.3,5.7,47.3,0.7,0.7,1.3
86,Oregon State,12,26.2,16.1,29.4,54.7,173.8,1.1,36.7,192.2,5.2,2.0,66.1,366.0,5.5,7.5,9.1,1.6,18.2,8.0,71.8,0.7,0.9,1.6
87,Northwestern,13,26.0,21.7,37.2,58.4,245.1,1.7,38.5,153.2,4.0,1.7,75.7,398.2,5.3,12.0,8.0,1.6,21.6,3.6,29.9,0.5,0.7,1.2
88,Indiana,13,25.8,20.2,35.1,57.7,273.8,1.6,41.1,152.2,3.7,1.4,76.2,426.0,5.6,11.7,8.1,1.7,21.5,6.1,52.8,0.8,1.4,2.2
89,Maryland,13,25.8,15.1,26.3,57.3,178.2,1.2,41.0,199.5,4.9,2.0,67.3,377.8,5.6,7.8,9.5,0.8,18.2,6.8,60.7,0.8,0.7,1.5
90,Syracuse,12,25.7,27.7,43.5,63.6,321.3,2.0,37.3,119.7,3.2,1.3,80.8,440.9,5.5,13.6,6.6,2.2,22.3,8.0,60.8,0.6,1.1,1.7
91,Nevada,12,25.4,17.5,29.5,59.3,208.2,1.4,39.5,174.0,4.4,1.7,69.0,382.2,5.5,9.2,11.1,1.6,21.8,4.3,40.2,0.2,0.8,0.9
92,South Alabama,13,25.4,17.9,31.9,56.1,243.8,1.2,36.1,145.6,4.0,1.9,68.0,389.4,5.7,10.6,7.7,1.0,19.3,7.6,65.5,0.6,1.1,1.7
93,Rice,12,25.3,20.1,34.3,58.5,215.2,1.3,40.2,169.9,4.2,1.9,74.5,385.1,5.2,9.3,10.3,2.1,21.7,5.8,47.2,0.7,0.8,1.5
94,Charlotte,12,25.2,17.8,34.4,51.8,192.8,1.4,40.3,176.8,4.4,1.5,74.8,369.5,4.9,8.5,8.8,2.4,19.8,7.3,68.2,0.8,0.5,1.3
95,Iowa,13,24.9,13.5,23.8,56.5,153.2,1.3,38.6,171.8,4.5,1.8,62.5,325.0,5.2,6.5,9.0,1.2,16.7,5.0,41.3,0.2,0.8,0.9
96,UCLA,12,24.9,22.8,41.2,55.3,295.6,1.8,28.8,84.3,2.9,1.1,69.9,379.8,5.4,12.7,4.9,2.2,19.8,6.6,59.7,0.8,1.3,2.1
97,Arizona,12,24.8,13.1,25.5,51.3,178.1,1.1,42.4,235.0,5.5,2.2,67.9,413.1,6.1,7.1,10.8,2.7,20.5,6.3,64.0,0.8,1.0,1.8
98,Bowling Green State,12,24.8,20.3,37.4,54.1,226.1,1.6,41.8,181.0,4.3,1.5,79.3,407.1,5.1,11.5,9.7,2.3,23.3,5.8,58.0,0.7,2.1,2.8
99,New Mexico State,12,24.8,21.1,38.4,54.9,244.9,1.8,37.7,169.3,4.5,1.0,76.1,414.3,5.4,10.0,9.9,2.3,22.2,6.3,55.5,0.6,1.3,1.8
100,North Texas,13,24.8,20.1,34.5,58.1,208.3,1.2,32.8,133.5,4.1,1.8,67.3,341.8,5.1,9.3,7.2,1.9,18.5,7.5,68.5,0.6,1.0,1.6
101,Purdue,12,24.6,26.0,46.4,56.0,294.9,2.1,30.0,96.3,3.2,1.0,76.4,391.3,5.1,12.7,6.5,2.0,21.2,4.3,37.3,0.7,2.1,2.8
102,Georgia,13,24.5,16.3,29.7,54.9,193.5,1.2,40.8,191.5,4.7,1.4,70.5,384.9,5.5,9.0,9.7,1.4,20.1,5.7,43.0,0.8,0.7,1.5
103,San Jose State,12,24.4,17.8,30.8,57.8,222.1,1.5,39.8,155.1,3.9,1.3,70.7,377.2,5.3,10.3,9.1,1.7,21.0,4.3,36.6,0.4,1.3,1.7
104,Michigan State,12,24.1,17.6,30.8,57.0,222.3,1.6,39.3,172.7,4.4,1.2,70.1,395.0,5.6,10.4,9.1,1.0,20.5,6.4,60.3,0.6,0.9,1.5
105,Tulane,12,24.1,9.1,21.5,42.2,113.3,0.8,49.2,228.3,4.6,2.1,70.7,341.6,4.8,4.9,10.9,1.5,17.3,6.4,55.1,0.8,0.7,1.5
106,Florida International,12,24.0,19.8,33.9,58.5,226.7,1.6,35.3,148.6,4.2,1.3,69.2,375.3,5.4,10.8,7.6,1.5,19.8,5.3,48.7,0.5,1.4,1.9
107,Florida,13,23.9,18.5,31.5,58.8,215.8,1.4,34.8,128.2,3.7,0.8,66.3,344.0,5.2,9.6,7.3,1.2,18.1,6.8,58.3,0.5,1.2,1.7
108,Utah State,12,23.9,18.4,31.9,57.7,206.2,0.8,34.1,170.8,5.0,2.1,66.0,377.0,5.7,8.8,7.7,2.5,18.9,7.2,59.1,0.5,0.8,1.3
109,Louisiana,13,23.6,15.7,26.4,59.5,178.2,0.9,44.9,179.4,4.0,1.6,71.3,357.6,5.0,7.6,10.3,1.7,19.6,7.2,58.2,0.3,1.0,1.3
110,Duke,12,23.3,23.1,36.9,62.5,239.8,1.5,39.5,153.6,3.9,1.6,76.4,393.3,5.1,11.9,7.9,1.7,21.5,5.2,40.4,1.2,0.8,1.9
111,Louisiana-Monroe,12,23.3,16.5,30.3,54.4,192.0,1.3,42.7,181.3,4.3,1.8,73.0,373.3,5.1,9.1,10.2,1.3,20.6,4.2,42.3,0.7,1.3,2.0
112,Massachusetts,12,23.3,21.1,36.3,58.0,256.7,2.3,30.3,99.5,3.3,0.8,66.7,356.2,5.3,11.5,6.3,1.4,19.2,7.8,65.3,0.8,1.3,2.1
113,Vanderbilt,13,23.0,16.2,30.3,53.3,191.2,0.7,38.2,164.5,4.3,2.0,68.5,355.7,5.2,9.9,8.1,1.5,19.5,5.2,44.2,0.3,0.8,1.2
114,Miami (OH),13,22.8,16.3,27.5,59.2,230.6,2.1,37.0,136.8,3.7,0.7,64.5,367.4,5.7,9.9,8.0,1.6,19.5,6.8,55.8,1.0,0.5,1.5
115,Virginia,12,22.5,22.2,40.6,54.6,239.3,1.9,32.0,113.6,3.5,1.1,72.6,352.9,4.9,11.0,7.2,1.7,19.8,6.3,57.9,0.8,1.3,2.2
116,South Carolina,13,20.8,19.1,30.9,61.7,213.2,0.9,36.5,134.4,3.7,1.5,67.5,347.5,5.2,9.8,7.2,1.6,18.5,5.0,46.6,1.0,0.5,1.5
117,Kent State,12,20.6,12.3,24.3,50.3,141.7,0.9,39.4,167.5,4.2,1.3,63.8,309.2,4.8,6.1,7.8,1.0,14.8,5.3,44.9,0.4,0.7,1.1
118,Boston College,13,20.4,11.5,22.8,50.7,143.8,1.1,43.5,149.1,3.4,1.2,66.3,292.8,4.4,6.7,6.8,1.1,14.5,6.9,57.4,0.9,0.6,1.5
119,Wake Forest,13,20.4,14.6,27.2,53.8,165.7,0.7,41.0,145.8,3.6,1.3,68.2,311.5,4.6,7.2,8.5,1.5,17.3,4.7,38.5,0.5,1.0,1.5
120,Kansas,12,20.3,23.2,38.8,59.8,240.4,1.3,33.8,119.1,3.5,0.9,72.5,359.5,5.0,8.8,7.4,1.5,17.8,5.9,54.5,1.2,1.8,3.0
121,Georgia State,12,19.9,19.3,34.9,55.1,246.3,1.4,28.0,87.7,3.1,0.8,62.9,333.9,5.3,10.0,5.3,1.5,16.8,6.1,48.4,0.7,1.3,1.9
122,Illinois,12,19.7,15.3,29.8,51.1,174.6,1.1,29.4,140.5,4.8,1.2,59.3,315.1,5.3,7.6,6.1,1.3,15.0,6.3,53.3,0.9,0.8,1.7
123,Cincinnati,12,19.3,21.6,37.8,57.2,255.9,1.6,33.0,118.3,3.6,0.7,70.8,374.3,5.3,11.9,6.3,1.1,19.3,4.6,45.3,0.7,1.3,1.9
124,Texas State,12,18.6,21.4,34.6,61.9,219.9,1.2,35.5,82.4,2.3,1.1,70.1,302.3,4.3,10.8,5.5,1.5,17.7,6.8,57.3,0.7,1.4,2.1
125,Fresno State,12,17.7,17.5,33.8,51.9,213.1,1.1,36.7,116.2,3.2,0.9,70.4,329.3,4.7,8.5,6.9,1.8,17.2,6.3,55.8,0.4,1.1,1.5
126,Buffalo,12,16.5,17.7,33.1,53.4,200.5,0.9,35.5,153.3,4.3,1.0,68.6,353.8,5.2,9.3,8.0,1.0,18.3,5.3,43.1,0.7,0.9,1.6
127,Rutgers,12,15.7,13.3,27.7,47.9,138.3,0.9,40.7,145.3,3.6,0.7,68.3,283.5,4.1,6.8,8.0,0.8,15.5,5.3,43.0,1.0,0.6,1.6
128,Connecticut,12,14.8,17.8,31.7,56.1,202.7,0.7,34.8,117.3,3.4,0.9,66.5,320.0,4.8,9.8,6.1,1.3,17.1,3.6,28.3,0.7,0.9,1.6
