,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
98,Miami (OH),14,21.6,23.1,35.9,64.2,253.7,1.4,31.3,98.3,3.1,1.0,67.2,352.0,5.2,11.4,6.6,1.0,19.0,5.6,45.8,0.6,1.1,1.7
99,Bowling Green State,12,21.3,22.2,38.3,58.0,231.6,1.0,30.1,62.8,2.1,1.3,68.3,294.4,4.3,10.3,5.5,1.7,17.4,6.0,53.3,1.0,1.7,2.7
100,Kent State,12,21.3,19.0,32.5,58.5,200.8,0.9,31.9,113.6,3.6,1.3,64.4,314.3,4.9,8.8,6.9,1.0,16.8,6.2,55.8,1.1,1.2,2.3
101,Louisiana-Monroe,12,20.8,20.6,33.4,61.6,226.7,1.5,39.4,120.3,3.1,1.1,72.8,347.0,4.8,10.7,7.0,0.9,18.6,8.0,65.8,0.9,1.2,2.1
102,Marshall,12,20.8,19.6,35.1,55.8,217.1,1.8,28.8,97.2,3.4,0.6,63.8,314.3,4.9,9.2,5.2,2.2,16.5,6.6,54.8,0.7,1.3,1.9
103,Rutgers,12,20.8,14.7,27.0,54.3,194.0,1.3,37.1,100.9,2.7,0.9,64.1,294.9,4.6,8.5,5.8,1.3,15.5,7.0,50.4,0.4,0.8,1.3
104,UCLA,12,20.2,13.5,26.5,50.9,141.1,0.8,40.3,175.6,4.4,1.7,66.8,316.7,4.7,7.1,9.6,1.8,18.4,6.7,60.4,1.3,1.2,2.4
105,Purdue,12,19.7,16.4,29.5,55.6,150.8,1.1,36.8,160.8,4.4,1.0,66.3,311.6,4.7,6.8,8.0,1.0,15.8,6.4,57.0,0.8,1.4,2.3
106,Washington State,12,19.6,18.9,32.0,59.1,239.2,1.6,34.8,91.0,2.6,0.9,66.8,330.2,4.9,10.2,5.8,1.7,17.7,6.3,59.5,0.9,1.0,1.9
107,Wyoming,12,19.2,14.5,24.1,60.2,166.0,1.0,33.5,119.5,3.6,1.4,57.6,285.5,5.0,6.4,6.3,1.8,14.4,5.4,46.8,0.8,0.8,1.5
108,Eastern Michigan,12,19.0,12.5,23.5,53.2,160.1,1.2,42.6,173.3,4.1,1.4,66.1,333.4,5.0,6.8,8.5,1.7,17.0,5.6,53.3,0.8,1.2,2.0
109,Boston College,13,18.5,13.8,27.0,51.3,171.2,1.0,35.7,127.9,3.6,0.8,62.7,299.1,4.8,7.3,6.1,1.6,15.0,5.7,50.8,0.5,1.5,1.9
110,UNLV,13,18.4,14.7,27.1,54.3,170.9,1.4,34.8,103.3,3.0,0.7,61.9,274.2,4.4,7.5,6.3,1.9,15.7,5.9,59.0,0.5,0.9,1.5
111,Kansas,12,17.1,16.9,29.4,57.5,161.8,0.9,39.2,134.6,3.4,1.1,68.6,296.4,4.3,7.8,7.8,2.6,18.3,6.0,56.8,0.5,1.2,1.7
112,Vanderbilt,12,16.9,14.1,30.0,46.9,159.4,0.9,35.1,138.8,4.0,1.1,65.1,298.3,4.6,6.8,7.3,0.9,15.0,5.6,44.7,0.7,0.9,1.6
113,Florida Atlantic,12,16.8,16.1,28.5,56.4,208.3,1.4,33.3,94.3,2.8,0.7,61.8,302.6,4.9,8.6,5.9,1.3,15.8,7.3,57.9,1.0,1.2,2.2
114,Colorado State,12,16.5,21.1,32.8,64.4,221.8,0.9,32.7,113.0,3.5,0.8,65.4,334.8,5.1,10.1,7.0,1.0,18.1,4.5,40.5,0.8,1.1,1.8
115,San Jose State,13,16.1,19.5,33.5,58.3,236.5,1.3,27.1,78.5,2.9,0.5,60.6,315.1,5.2,10.2,4.2,1.2,15.6,6.5,50.6,0.6,1.3,1.9
116,New Mexico,12,15.8,16.0,30.4,52.6,157.7,0.9,36.7,108.0,2.9,0.8,67.1,265.7,4.0,6.8,7.2,1.8,15.7,6.6,58.4,1.3,1.3,2.6
117,New Mexico State,12,15.7,15.4,31.3,49.2,167.4,0.8,37.4,129.1,3.4,0.7,68.8,296.5,4.3,7.9,7.4,1.7,17.0,6.2,61.8,0.8,0.8,1.5
118,Akron,12,15.6,14.5,29.1,49.9,155.1,1.0,32.8,113.4,3.5,0.8,61.8,268.5,4.3,7.7,5.3,1.7,14.7,5.5,46.8,0.7,1.2,1.8
119,Memphis,12,14.4,15.6,27.9,55.8,193.4,1.2,31.9,91.6,2.9,0.4,59.8,285.0,4.8,7.8,5.5,1.0,14.3,6.3,48.7,1.1,1.1,2.2
120,Buffalo,12,14.2,15.4,34.2,45.1,184.3,1.4,36.7,113.4,3.1,0.3,70.8,297.7,4.2,9.1,6.3,1.8,17.2,5.1,48.8,0.8,1.9,2.8
