,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
63,Auburn,13,26.7,18.7,32.4,57.7,230.1,1.7,37.9,168.8,4.5,1.7,70.3,398.8,5.7,10.1,9.2,2.8,22.1,4.3,35.5,0.4,1.7,2.1
64,Boise State,14,26.8,20.0,34.9,57.4,232.9,1.3,36.9,142.6,3.9,1.7,71.7,375.4,5.2,10.6,6.4,1.4,30.2,5.4,44.4,0.6,1.6,2.2
65,Hawaii,13,26.8,18.7,32.3,57.9,245.8,2.0,41.3,172.3,4.2,1.5,73.6,418.2,5.7,9.6,9.9,1.5,21.0,6.4,53.7,0.7,0.8,1.5
66,North Carolina State,13,27.0,17.4,31.2,55.8,204.7,1.5,40.1,168.4,4.2,1.6,71.2,373.1,5.2,8.9,10.6,1.2,20.7,5.2,45.8,0.8,0.8,1.5
67,South Florida,12,27.0,20.8,30.3,68.6,219.8,1.3,40.5,184.0,4.5,1.8,70.8,403.8,5.7,10.6,9.5,1.4,21.5,5.8,52.9,1.2,0.5,1.7
68,Ball State,12,27.2,20.8,33.5,62.2,237.8,1.3,39.6,191.1,4.8,2.0,73.1,428.8,5.9,10.5,10.3,1.3,22.1,5.6,49.0,1.2,0.8,2.0
69,Cincinnati,13,27.2,21.2,34.9,60.8,255.4,1.7,38.5,183.7,4.8,1.4,73.5,439.1,6.0,10.9,10.2,1.0,22.1,5.9,57.4,1.2,0.6,1.8
70,Nevada,13,27.2,25.4,38.5,65.9,267.5,2.0,37.7,179.6,4.8,1.3,76.2,447.1,5.9,12.9,9.9,1.5,24.3,4.6,45.8,1.1,1.0,2.1
71,Navy,13,27.3,19.0,29.2,65.2,205.2,1.7,40.2,198.6,4.9,1.4,69.3,403.8,5.8,9.2,11.7,0.5,21.5,4.4,41.5,0.4,1.0,1.4
72,Brigham Young,13,27.5,24.5,42.2,57.9,269.7,1.9,37.2,121.9,3.3,1.5,79.4,391.6,4.9,12.6,6.7,2.4,21.7,6.8,60.2,0.9,1.1,2.0
73,West Virginia,13,27.6,18.5,35.0,53.0,231.2,1.4,38.6,168.2,4.4,1.5,73.6,399.4,5.4,10.4,7.6,1.8,19.8,8.3,82.5,0.2,0.9,1.1
74,Texas State,12,27.7,21.8,34.7,63.0,243.3,1.5,43.5,202.8,4.7,1.8,78.2,446.1,5.7,10.4,10.1,1.3,21.8,6.1,46.7,0.5,1.1,1.6
75,Arizona State,13,27.9,20.7,34.8,59.4,259.7,1.7,39.3,157.4,4.0,1.3,74.2,417.1,5.6,11.2,7.7,1.2,20.1,7.0,61.2,1.0,1.1,2.1
76,Texas A&M,13,28.1,18.6,33.2,56.1,234.8,1.5,43.2,216.0,5.0,1.8,76.3,450.8,5.9,10.7,10.7,1.8,23.2,5.9,48.0,0.6,0.4,1.0
77,UCLA,13,28.1,23.5,38.2,61.6,250.6,1.7,38.8,147.9,3.8,1.5,77.1,398.5,5.2,11.6,8.5,2.5,22.7,5.7,51.1,0.4,0.8,1.2
78,UTEP,13,28.1,12.8,24.7,51.7,191.2,1.5,33.8,176.8,5.2,2.0,58.5,368.1,6.3,7.3,8.1,0.8,16.2,5.5,43.8,0.8,0.8,1.6
79,Arizona,14,28.2,24.9,38.1,65.4,281.2,2.0,41.4,169.9,4.1,1.4,79.6,451.1,5.7,13.4,8.6,2.1,24.1,8.9,77.6,0.9,0.9,1.9
80,Tulane,12,28.4,18.3,31.4,58.4,229.9,1.5,37.3,157.9,4.2,1.3,68.7,387.8,5.6,9.8,8.8,1.9,20.5,6.3,58.6,0.9,1.4,2.3
81,Rice,13,28.5,17.4,31.8,54.6,233.4,2.1,35.4,152.5,4.3,1.5,67.2,385.9,5.7,9.5,8.5,1.6,19.7,4.3,38.8,0.8,0.7,1.5
82,Kent State,11,29.0,17.1,30.1,56.8,216.3,1.6,44.7,214.0,4.8,1.7,74.8,430.3,5.8,9.1,10.5,2.4,21.9,7.0,60.1,0.8,0.7,1.5
83,Notre Dame,13,29.2,19.2,31.8,60.3,233.0,1.8,40.4,171.2,4.2,1.6,72.2,404.2,5.6,10.5,9.7,1.2,21.4,6.1,53.5,0.5,1.2,1.8
84,Appalachian State,10,29.4,19.3,32.1,60.1,221.5,1.6,34.0,136.4,4.0,1.8,66.1,357.9,5.4,9.4,7.5,1.6,18.5,6.4,68.9,0.6,0.8,1.4
85,San Jose State,12,29.4,11.2,20.1,55.6,117.7,0.5,44.8,239.6,5.4,2.9,64.8,357.3,5.5,5.3,12.1,0.8,18.3,4.9,38.0,0.8,0.5,1.3
86,Connecticut,12,29.8,19.1,32.4,58.9,208.8,1.8,40.1,169.7,4.2,1.5,72.5,378.4,5.2,9.2,9.2,2.0,20.3,7.1,67.6,0.6,0.7,1.3
87,North Texas,12,29.8,17.9,30.1,59.6,207.3,1.5,37.3,161.9,4.3,1.9,67.4,369.3,5.5,8.8,8.2,1.5,18.5,5.6,54.6,0.8,1.0,1.8
88,UAB,12,29.9,17.0,32.0,53.1,231.0,2.0,39.6,174.8,4.4,1.5,71.6,405.8,5.7,9.4,9.4,1.6,20.4,5.3,46.2,0.8,0.8,1.6
89,Maryland,13,30.2,19.5,35.1,55.5,234.3,1.5,44.9,201.9,4.5,1.8,80.0,436.2,5.5,10.1,10.6,1.7,22.4,6.3,52.8,1.0,0.7,1.7
90,Rutgers,13,30.2,18.5,30.9,60.0,230.5,1.4,38.4,212.3,5.5,2.5,69.3,442.8,6.4,9.5,10.5,1.3,21.1,6.3,55.5,0.8,0.5,1.4
91,South Carolina,13,30.4,18.6,30.0,62.1,220.5,1.2,39.5,212.2,5.4,2.2,69.5,432.7,6.2,10.6,10.2,1.6,22.5,6.2,56.6,0.6,0.8,1.5
92,Arkansas State,13,30.5,18.3,31.5,58.0,216.0,1.4,43.5,205.2,4.7,2.6,75.0,421.2,5.6,8.3,11.2,1.9,21.5,7.0,61.0,0.9,1.2,2.2
93,Toledo,13,30.5,22.5,37.0,60.9,291.7,2.8,33.2,116.2,3.5,1.0,70.2,407.9,5.8,13.3,6.8,1.7,21.8,4.8,42.1,0.3,0.8,1.1
94,Oklahoma State,13,31.2,21.2,34.8,60.7,269.2,1.8,39.8,162.8,4.1,1.8,74.6,432.0,5.8,11.2,9.0,1.8,22.0,6.8,62.7,0.2,0.9,1.1
95,Kentucky,12,31.3,18.1,31.4,57.6,215.8,1.8,42.6,191.2,4.5,1.7,74.0,406.9,5.5,10.4,10.6,1.5,22.5,4.8,41.6,0.7,1.3,1.9
96,Buffalo,11,31.5,13.5,26.8,50.5,222.5,1.5,41.0,175.2,4.3,2.6,67.8,397.7,5.9,8.5,8.6,1.2,18.4,6.5,58.7,1.2,0.2,1.4
97,Middle Tennessee State,12,31.5,21.6,35.2,61.4,269.7,2.2,42.1,182.6,4.3,1.6,77.3,452.3,5.9,11.8,10.1,1.4,23.3,5.8,52.8,0.6,1.1,1.7
98,Oregon State,12,31.6,21.3,36.3,58.9,248.1,1.7,34.3,158.3,4.6,2.0,70.6,406.3,5.8,11.1,8.3,2.6,22.0,7.2,66.2,0.6,0.9,1.5
99,Purdue,12,31.7,18.3,32.3,56.8,221.9,1.5,42.3,194.1,4.6,2.3,74.5,416.0,5.6,10.8,10.0,1.5,22.3,4.3,37.4,0.8,0.8,1.6
100,Miami (OH),12,31.8,20.2,32.7,61.7,234.3,1.9,39.3,199.9,5.1,2.0,72.0,434.3,6.0,10.8,10.3,2.1,23.2,5.5,56.3,0.9,0.9,1.8
101,Fresno State,14,32.4,17.4,28.8,60.3,254.1,2.3,43.9,201.9,4.6,1.7,72.7,456.0,6.3,9.9,9.1,1.0,19.9,7.8,64.6,0.8,0.6,1.4
102,Indiana,12,32.8,22.6,36.7,61.6,251.1,2.0,37.5,182.7,4.9,1.8,74.2,433.8,5.8,11.3,9.2,1.9,22.3,4.7,41.2,0.3,1.1,1.4
103,Wyoming,12,32.8,17.8,27.1,65.8,227.8,1.8,38.8,203.0,5.2,2.0,65.8,430.8,6.5,10.2,10.0,0.8,21.0,4.7,43.3,1.1,0.3,1.3
104,Army,12,32.9,20.3,30.1,67.3,237.4,2.6,36.4,193.5,5.3,1.6,66.5,430.9,6.5,10.9,9.8,1.1,21.8,4.5,38.4,0.3,0.9,1.3
105,Massachusetts,12,33.0,22.4,36.8,60.9,255.8,2.2,41.0,191.8,4.7,1.9,77.8,447.5,5.7,11.5,9.8,2.1,23.4,7.9,75.8,0.4,1.0,1.4
106,Kansas,12,33.3,19.4,33.3,58.4,243.5,1.8,38.8,209.7,5.4,1.8,72.1,453.2,6.3,10.3,9.7,2.0,21.9,5.9,50.8,1.0,0.8,1.8
107,Vanderbilt,12,33.3,17.9,28.8,62.1,218.3,1.6,41.5,183.8,4.4,1.9,70.3,402.1,5.7,10.0,10.4,1.6,21.9,6.4,51.3,0.6,0.5,1.1
108,Bowling Green State,14,33.5,25.2,42.0,60.0,291.4,1.8,40.6,202.1,5.0,2.6,82.6,493.6,6.0,13.7,10.6,1.8,26.1,6.6,63.6,1.2,1.1,2.4
109,Illinois,13,34.0,16.5,28.5,57.8,217.2,1.5,47.5,239.2,5.0,2.4,75.9,456.4,6.0,9.0,11.8,1.8,22.5,5.4,45.8,0.9,0.5,1.5
110,Florida Atlantic,12,34.4,19.8,33.7,58.9,238.7,1.5,40.3,222.1,5.5,2.8,73.9,460.8,6.2,10.3,11.1,1.4,22.8,5.8,49.1,0.6,0.7,1.3
111,Southern Mississippi,12,35.4,19.3,30.3,63.6,235.1,1.9,40.2,216.3,5.4,2.3,70.4,451.4,6.4,11.6,9.8,1.9,23.3,6.0,54.3,0.8,0.6,1.3
112,New Mexico,12,35.9,18.0,29.8,60.3,249.1,1.5,46.4,268.4,5.8,3.3,76.3,517.5,6.8,11.1,13.0,1.5,25.6,4.9,39.8,0.7,0.9,1.6
113,Troy,12,36.2,17.0,27.7,61.4,206.0,1.6,43.2,245.1,5.7,2.9,70.8,451.1,6.4,9.2,12.5,1.6,23.3,4.5,38.5,0.6,0.9,1.5
114,Idaho,11,37.3,14.5,22.9,63.1,216.2,1.6,43.9,245.9,5.6,2.9,66.8,462.1,6.9,8.2,10.5,1.7,20.4,7.1,61.7,0.8,0.7,1.5
115,UNLV,13,38.5,14.9,25.9,57.6,219.6,1.9,52.1,293.8,5.6,2.8,78.0,513.5,6.6,8.7,13.7,1.8,24.2,6.5,62.5,0.8,0.5,1.3
116,Washington State,12,38.6,23.0,35.8,64.3,296.6,2.8,35.8,145.7,4.1,1.5,71.6,442.3,6.2,11.7,7.3,2.3,21.3,7.9,69.9,0.4,0.3,0.7
117,Iowa State,12,38.8,23.3,37.6,62.1,282.7,1.7,43.3,246.0,5.7,2.9,80.9,528.7,6.5,12.5,13.0,1.8,27.3,6.6,55.0,0.5,0.8,1.3
118,Old Dominion,11,38.9,17.9,26.2,68.4,213.5,2.1,47.8,241.9,5.1,2.6,74.0,455.5,6.2,9.7,14.1,0.8,24.6,5.3,48.2,1.0,0.4,1.4
119,Colorado,12,39.0,20.3,33.9,59.7,255.4,2.9,36.4,204.8,5.6,1.8,70.3,460.2,6.5,10.8,9.0,2.7,22.4,7.2,68.8,0.7,0.3,0.9
120,North Carolina,13,39.0,17.7,30.2,58.7,257.4,2.4,46.1,240.5,5.2,2.5,76.2,497.8,6.5,10.7,12.0,2.0,24.7,6.2,49.7,0.8,0.9,1.8
121,New Mexico State,12,39.1,15.6,24.9,62.5,174.5,1.3,49.2,308.8,6.3,3.3,74.1,483.3,6.5,7.3,15.7,1.3,24.3,5.7,47.3,0.8,0.9,1.8
122,Tulsa,12,39.3,19.3,31.2,62.0,272.1,2.4,38.9,214.7,5.5,2.5,70.1,486.8,6.9,10.3,9.6,1.9,21.8,5.9,53.6,0.6,0.7,1.3
123,California,12,39.8,29.7,45.3,65.6,366.7,3.5,36.3,145.1,4.0,1.6,81.6,511.8,6.3,16.9,7.9,2.8,27.7,8.0,79.5,0.4,1.0,1.4
124,Western Kentucky,13,39.9,20.5,32.3,63.6,289.2,2.5,44.3,220.8,5.0,2.5,76.6,509.9,6.7,13.1,11.4,1.6,26.1,6.5,57.2,0.8,1.0,1.8
125,Eastern Michigan,12,40.9,20.6,31.2,66.0,273.5,2.3,42.8,225.3,5.3,2.8,73.9,498.8,6.7,10.9,10.8,1.4,23.2,6.6,57.9,0.5,0.5,1.0
126,SMU,12,41.3,19.2,30.3,63.2,263.7,2.3,45.1,235.8,5.2,2.7,75.4,499.4,6.6,12.3,11.7,1.3,25.2,6.9,69.0,0.8,0.5,1.3
127,Texas Tech,12,41.3,19.0,32.2,59.1,253.2,2.3,49.9,260.3,5.2,3.0,82.1,513.4,6.3,10.8,13.7,2.6,27.1,5.8,53.8,0.8,0.5,1.3
128,Georgia State,12,43.3,18.5,27.2,68.1,193.7,1.9,48.5,303.4,6.3,3.4,75.7,497.1,6.6,9.6,15.2,0.8,25.6,5.5,50.5,0.4,0.3,0.7
