,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
17,Washington,13,36.2,18.5,26.8,69.0,222.2,1.5,36.4,183.2,5.0,2.8,63.2,405.5,6.4,10.3,8.9,1.6,20.8,4.2,34.2,0.5,0.4,0.8
18,Oregon,13,36.0,15.6,23.9,65.3,189.9,1.4,48.3,251.0,5.2,3.1,72.2,440.9,6.1,7.4,12.5,2.1,21.9,9.3,87.5,1.0,0.9,1.9
19,North Texas,14,35.5,23.4,37.1,63.1,291.9,2.3,36.8,164.2,4.5,2.0,73.9,456.1,6.2,13.1,9.5,1.7,24.3,4.9,43.8,0.9,1.1,1.9
20,Georgia,15,35.4,12.4,20.3,61.0,176.9,1.6,44.9,258.4,5.8,2.8,65.2,435.3,6.7,7.5,11.9,1.4,20.7,6.3,55.7,0.5,0.6,1.1
21,Wake Forest,13,35.3,20.6,32.8,62.9,276.8,2.5,41.2,189.1,4.6,1.7,73.9,465.9,6.3,11.8,9.6,1.3,22.8,5.3,41.8,0.5,0.5,1.0
22,West Virginia,13,34.5,22.6,37.0,61.1,309.3,2.8,35.5,150.2,4.2,1.4,72.5,459.5,6.3,12.2,8.7,2.3,23.2,6.1,59.7,0.9,1.1,2.0
23,Texas Tech,13,34.3,27.2,41.6,65.2,333.7,2.7,35.3,140.9,4.0,1.5,76.9,474.6,6.2,14.5,8.2,1.9,24.5,8.0,76.6,0.5,0.9,1.4
24,Notre Dame,13,34.2,14.0,27.1,51.7,178.9,1.5,43.0,269.5,6.3,2.7,70.1,448.4,6.4,8.0,11.2,1.9,21.1,5.8,48.7,0.5,0.8,1.3
25,Auburn,14,33.9,18.2,27.3,66.8,233.4,1.5,45.9,218.3,4.8,2.4,73.1,451.6,6.2,9.0,11.5,1.8,22.3,4.5,38.6,1.0,0.4,1.4
26,Louisiana-Monroe,12,33.9,20.5,33.7,60.9,288.8,1.8,38.3,170.0,4.4,2.3,71.9,458.8,6.4,11.9,8.3,1.3,21.6,5.3,43.4,0.8,0.8,1.5
27,Western Michigan,12,33.9,14.3,24.5,58.5,164.8,1.6,46.8,224.8,4.8,2.2,71.3,389.6,5.5,7.8,11.8,1.3,20.8,5.7,53.4,0.8,0.7,1.5
28,Wisconsin,14,33.8,14.6,23.2,62.8,192.1,1.8,44.7,223.2,5.0,2.0,67.9,415.3,6.1,9.1,10.6,1.4,21.1,5.4,50.2,0.6,1.1,1.7
29,Texas Christian,14,33.6,20.4,30.7,66.3,245.1,2.0,38.1,174.1,4.6,1.9,68.8,419.2,6.1,10.2,9.5,1.6,21.3,6.4,53.6,0.6,0.6,1.2
30,Appalachian State,13,33.5,16.5,27.4,60.4,216.2,2.2,40.8,223.6,5.5,2.1,68.2,439.8,6.5,8.8,10.5,1.6,20.9,7.0,63.9,0.6,0.5,1.1
31,Colorado State,13,33.4,21.8,35.3,61.9,292.6,2.2,39.8,200.6,5.0,2.0,75.2,493.2,6.6,13.4,10.3,1.8,25.5,6.2,57.0,0.5,0.8,1.2
32,Clemson,14,33.3,22.1,33.5,65.9,235.5,1.2,41.2,195.0,4.7,2.9,74.7,430.5,5.8,11.0,9.6,1.4,22.1,4.9,43.4,0.5,0.6,1.1
33,Ole Miss,12,32.8,23.4,36.2,64.7,328.4,2.3,30.8,134.1,4.4,1.6,66.9,462.5,6.9,12.6,7.2,1.5,21.3,7.6,62.4,0.4,1.1,1.5
34,Texas A&M,13,32.7,19.5,34.5,56.3,251.2,1.7,38.9,155.6,4.0,2.0,73.5,406.8,5.5,10.7,7.4,1.9,20.0,5.2,45.2,0.5,0.9,1.5
35,USC,14,32.6,22.1,35.1,62.9,299.0,1.9,38.5,186.2,4.8,2.1,73.6,485.2,6.6,13.7,9.6,1.0,24.3,7.6,69.6,1.0,0.9,1.9
36,Boise State,14,32.5,20.1,32.1,62.6,262.6,1.9,37.9,143.8,3.8,1.8,69.9,406.4,5.8,11.7,7.8,1.6,21.1,5.9,50.0,0.4,0.5,0.9
37,UCLA,13,32.5,26.0,41.2,63.1,344.5,2.4,30.2,114.0,3.8,1.5,71.5,458.5,6.4,14.1,7.6,1.8,23.5,8.2,75.2,0.9,0.8,1.7
38,Stanford,14,32.4,14.9,25.9,57.3,186.3,1.6,34.2,202.6,5.9,2.2,60.1,388.9,6.5,7.9,7.9,1.9,17.6,5.8,47.3,0.3,0.6,0.9
39,Kansas State,13,32.3,12.0,20.8,57.8,173.8,1.2,39.9,198.8,5.0,2.2,60.7,372.5,6.1,6.8,9.3,1.1,17.2,5.2,45.8,0.4,0.6,1.0
40,North Carolina State,13,32.2,24.2,37.2,65.1,275.1,1.3,38.1,177.1,4.7,2.7,75.3,452.2,6.0,12.5,9.2,1.7,23.3,6.0,55.5,0.5,0.5,1.0
41,Mississippi State,13,32.0,14.7,27.2,54.1,166.9,1.3,48.8,251.7,5.2,2.3,75.9,418.6,5.5,7.6,14.0,1.4,23.0,6.2,54.6,0.6,1.1,1.7
42,Arizona State,13,31.8,20.3,32.0,63.5,255.7,1.6,43.4,175.8,4.1,2.1,75.4,431.5,5.7,10.1,10.2,1.5,21.8,3.8,37.5,0.5,0.7,1.2
43,Troy,13,31.5,22.5,35.4,63.7,269.6,1.5,31.5,148.8,4.7,2.3,66.8,418.5,6.3,11.6,6.8,1.8,20.3,7.0,57.1,0.9,0.5,1.5
44,Air Force,12,31.4,5.8,11.9,48.3,110.1,0.8,63.6,306.3,4.8,3.2,75.5,416.3,5.5,4.3,18.3,1.6,24.2,4.0,38.8,1.2,0.5,1.7
45,San Diego State,13,30.8,11.5,19.4,59.5,147.7,1.0,44.2,252.9,5.7,2.5,63.5,400.6,6.3,7.1,10.8,1.8,19.6,6.5,59.9,0.7,0.3,1.0
46,Army,13,30.7,1.5,5.0,30.8,27.8,0.2,60.4,362.3,6.0,3.8,65.4,390.1,6.0,1.2,18.5,1.0,20.8,4.2,36.3,0.4,0.5,0.8
47,Massachusetts,12,30.6,22.7,37.3,60.9,297.5,2.2,34.8,135.5,3.9,1.6,72.1,433.0,6.0,12.8,6.8,2.0,21.7,6.6,56.6,0.9,0.5,1.4
48,Louisiana Tech,13,30.5,17.9,32.3,55.5,230.5,1.3,38.1,172.5,4.5,1.7,70.4,403.0,5.7,10.4,9.3,1.8,21.6,4.7,40.5,0.8,0.4,1.2
49,Navy,13,30.5,3.2,7.8,41.6,77.3,0.8,63.2,351.4,5.6,3.2,71.0,428.7,6.0,2.2,17.8,1.1,21.2,4.1,40.6,0.7,0.8,1.5
50,Washington State,13,30.3,37.5,54.8,68.3,366.8,2.8,23.3,67.5,2.9,0.6,78.2,434.3,5.6,16.7,4.8,1.7,23.2,5.6,51.2,0.8,1.5,2.4
51,Utah State,13,30.2,19.5,33.5,58.4,226.0,1.3,37.3,171.4,4.6,1.8,70.8,397.4,5.6,10.1,7.8,1.2,19.1,6.2,56.0,0.8,1.0,1.8
52,Texas,13,29.5,22.9,38.2,60.0,258.8,1.4,38.9,140.0,3.6,1.8,77.2,398.8,5.2,11.0,8.2,1.5,20.5,7.1,66.8,0.5,0.8,1.4
53,Utah,13,29.5,20.1,32.8,61.1,249.4,1.4,40.5,164.0,4.1,1.7,73.3,413.4,5.6,10.5,10.3,2.3,23.1,6.8,61.0,0.9,1.1,2.0
54,New Mexico State,13,29.3,30.5,49.2,62.0,340.2,2.2,27.2,110.1,4.1,1.4,76.4,450.2,5.9,14.7,6.3,1.3,22.3,6.8,54.9,0.5,1.7,2.2
55,Tulsa,12,29.3,13.0,24.3,53.4,173.1,0.5,49.3,247.3,5.0,3.0,73.7,420.3,5.7,6.4,12.8,2.5,21.7,7.0,60.0,0.4,0.7,1.1
56,Iowa State,13,29.2,23.1,36.7,62.9,272.9,2.1,32.8,113.1,3.4,1.2,69.5,386.0,5.6,12.3,5.9,2.8,21.1,4.4,39.7,0.1,0.7,0.8
57,Northwestern,13,29.2,21.2,35.4,60.0,233.8,1.3,41.3,174.2,4.2,2.3,76.7,408.0,5.3,11.5,9.6,1.7,22.8,4.9,49.0,0.5,0.9,1.4
58,Southern Mississippi,13,29.2,18.9,33.8,56.0,240.1,1.8,38.3,184.5,4.8,1.5,72.1,424.6,5.9,10.2,9.0,1.8,21.2,7.6,67.1,0.9,0.5,1.5
59,Miami (FL),13,29.1,17.5,32.8,53.3,242.5,2.0,31.8,160.8,5.1,1.5,64.5,403.4,6.3,9.8,8.2,1.3,19.3,5.2,49.3,0.3,1.1,1.4
60,Northern Illinois,13,28.9,17.8,31.2,57.0,199.9,1.9,42.5,179.8,4.2,1.4,73.6,379.8,5.2,8.8,9.7,1.8,20.3,6.2,55.5,1.0,0.8,1.8
61,Arkansas,12,28.8,16.0,28.3,56.5,205.4,1.5,38.5,168.0,4.4,2.0,66.8,373.4,5.6,9.0,9.2,1.7,19.8,4.8,42.1,0.8,0.8,1.5
62,UNLV,12,28.8,13.5,24.9,54.2,186.9,0.8,44.0,240.2,5.5,2.4,68.9,427.1,6.2,8.1,11.8,1.3,21.2,4.7,39.9,0.5,0.8,1.3
63,Buffalo,12,28.5,19.5,33.3,58.5,290.8,2.0,35.7,141.1,4.0,1.5,69.0,431.9,6.3,12.1,6.6,2.3,20.9,5.6,49.8,0.6,0.5,1.1
64,Central Michigan,13,28.5,20.2,36.1,56.1,255.7,2.1,34.6,135.0,3.9,1.5,70.7,390.7,5.5,9.8,6.2,2.2,18.3,6.4,61.8,1.1,1.3,2.4
65,Houston,12,28.3,23.4,34.3,68.4,261.3,1.3,37.2,166.8,4.5,2.1,71.4,428.2,6.0,11.6,8.1,1.3,21.0,6.0,53.8,0.9,1.0,1.9
66,Iowa,13,28.2,15.3,27.3,56.1,189.8,2.1,37.0,139.2,3.8,1.3,64.3,329.1,5.1,8.2,7.9,1.3,17.4,5.1,41.1,1.0,0.5,1.5
67,Louisiana,12,28.2,17.8,31.3,56.9,214.8,1.3,37.7,183.7,4.9,2.3,69.0,398.5,5.8,10.1,9.6,0.8,20.6,4.8,40.6,0.3,1.0,1.3
68,Nevada,12,28.2,22.5,37.6,59.9,270.4,2.5,30.2,127.2,4.2,1.0,67.8,397.6,5.9,10.5,7.0,2.3,19.8,4.9,45.9,0.5,1.3,1.8
69,Virginia Tech,13,28.2,18.8,31.5,59.8,239.5,1.6,44.8,173.4,3.9,1.5,76.4,412.8,5.4,10.9,9.7,1.5,22.2,4.6,42.2,0.4,0.7,1.1
70,Georgia Tech,11,28.1,3.9,10.7,36.4,84.3,0.9,57.5,307.4,5.3,2.7,68.2,391.6,5.7,2.9,15.3,1.3,19.5,4.0,35.8,0.9,0.5,1.4
71,California,12,27.8,23.2,39.7,58.4,258.9,1.6,34.7,125.6,3.6,1.4,74.3,384.5,5.2,11.6,8.2,2.5,22.1,6.5,54.8,0.7,1.0,1.7
72,Florida State,13,27.8,15.5,26.5,58.6,196.2,1.6,35.6,155.7,4.4,1.3,62.2,351.9,5.7,8.5,8.5,1.1,18.0,6.0,53.8,0.6,1.0,1.6
73,UAB,13,27.8,15.9,26.3,60.5,180.5,1.2,40.7,183.2,4.5,2.1,67.0,363.8,5.4,7.8,9.8,1.7,19.3,5.8,52.5,0.8,0.4,1.2
74,Tulane,12,27.5,11.3,20.1,56.4,160.0,1.0,47.9,231.5,4.8,2.6,68.0,391.5,5.8,6.5,12.8,1.6,20.8,5.8,52.1,0.4,0.5,0.9
75,Syracuse,12,27.4,26.7,45.7,58.4,294.8,1.7,39.9,161.5,4.0,1.3,85.6,456.3,5.3,13.1,9.0,2.3,24.4,6.2,49.4,0.7,1.3,2.0
76,LSU,13,27.2,13.8,23.1,59.7,203.5,1.3,43.3,207.6,4.8,1.9,66.4,411.1,6.2,8.4,10.5,1.2,20.1,5.8,50.6,0.3,0.3,0.6
77,Fresno State,14,27.1,19.1,31.2,61.3,237.9,1.4,36.6,156.0,4.3,1.6,67.8,393.9,5.8,9.4,8.8,1.1,19.3,5.3,43.6,0.4,0.5,0.9
78,Indiana,12,26.8,25.5,41.8,61.0,265.7,2.1,37.4,130.1,3.5,0.9,79.3,395.8,5.0,12.0,6.7,2.3,21.0,5.9,58.9,0.6,1.1,1.7
79,Marshall,13,26.7,20.5,34.1,60.0,239.6,1.9,34.8,140.5,4.0,1.1,68.9,380.2,5.5,10.9,7.2,2.2,20.4,6.5,59.8,0.7,1.1,1.8
80,Duke,13,26.5,20.5,36.1,56.7,213.4,1.2,42.1,171.4,4.1,1.7,78.2,384.8,4.9,10.5,10.8,1.7,23.0,4.8,41.6,0.5,0.9,1.5
81,Colorado,12,26.4,20.3,34.2,59.5,260.4,1.6,41.2,158.5,3.9,1.4,75.3,418.9,5.6,10.7,10.3,1.6,22.6,6.3,55.7,0.4,0.8,1.2
82,Eastern Michigan,12,26.1,21.4,36.3,59.1,257.3,1.8,34.9,130.5,3.7,1.2,71.2,387.8,5.4,11.7,7.0,1.6,20.3,6.2,57.5,0.6,1.3,1.8
83,North Carolina,12,26.0,18.4,33.9,54.3,225.3,1.8,35.6,144.3,4.1,1.4,69.5,369.6,5.3,10.8,7.4,1.5,19.7,7.8,72.7,0.5,1.3,1.8
84,Nebraska,12,25.8,22.1,38.3,57.7,277.5,1.8,30.7,107.5,3.5,1.1,68.9,385.0,5.6,12.1,6.1,1.4,19.6,6.3,60.7,0.2,1.4,1.6
85,Boston College,13,25.7,15.2,28.2,54.0,166.3,1.2,47.5,220.4,4.6,1.8,75.8,386.7,5.1,7.8,10.1,1.1,18.9,3.6,29.8,0.6,0.9,1.5
86,Florida International,13,25.6,19.4,30.5,63.6,233.2,1.5,38.0,159.2,4.2,1.5,68.5,392.3,5.7,11.6,7.6,1.5,20.7,6.5,64.9,0.8,0.8,1.6
87,Kentucky,13,25.5,15.1,25.4,59.4,188.2,0.8,37.5,161.7,4.3,2.1,62.9,349.8,5.6,8.6,8.1,1.9,18.6,5.5,48.2,0.6,0.5,1.2
88,Middle Tennessee State,13,25.5,21.7,36.4,59.6,251.1,1.8,32.8,143.5,4.4,1.2,69.2,394.5,5.7,11.3,8.0,2.2,21.2,6.5,63.4,0.5,1.3,1.8
89,Western Kentucky,13,25.5,29.3,44.4,66.0,335.0,2.1,30.1,60.8,2.0,1.2,74.5,395.8,5.3,14.8,5.9,1.8,22.6,5.7,48.7,1.0,0.8,1.8
90,Bowling Green State,12,25.3,18.8,34.8,54.2,235.0,1.8,35.8,155.0,4.3,1.1,70.6,390.0,5.5,9.8,7.8,1.8,19.3,7.4,68.9,1.1,1.0,2.1
91,Michigan,13,25.2,14.2,26.6,53.5,171.2,0.7,40.7,177.7,4.4,2.0,67.3,348.9,5.2,7.4,8.8,1.2,17.5,6.6,57.2,0.8,0.8,1.6
92,Purdue,13,25.2,22.5,37.8,59.5,251.5,2.1,34.4,151.5,4.4,0.9,72.2,403.1,5.6,11.1,8.8,1.8,21.7,5.9,50.6,0.5,0.8,1.3
93,Temple,13,25.1,20.2,34.8,57.8,251.8,1.6,35.5,136.4,3.8,1.2,70.3,388.2,5.5,11.7,6.8,1.8,20.3,7.8,69.4,0.5,1.2,1.7
94,East Carolina,12,24.9,25.6,45.3,56.5,317.9,2.2,32.8,108.1,3.3,0.8,78.1,426.0,5.5,14.3,6.0,2.9,23.3,6.7,58.3,0.4,1.3,1.8
95,Vanderbilt,12,24.6,19.3,33.6,57.6,243.6,2.3,29.0,107.6,3.7,1.2,62.6,351.2,5.6,11.5,5.6,1.3,18.4,5.8,50.1,0.3,0.8,1.2
96,Michigan State,13,24.5,19.0,32.6,58.3,215.2,1.5,41.8,168.4,4.0,1.4,74.5,383.6,5.2,10.7,9.0,1.9,21.6,6.5,59.1,0.9,0.6,1.5
97,Miami (OH),12,24.4,17.8,32.3,54.9,237.7,2.0,36.5,147.3,4.0,1.0,68.8,384.9,5.6,11.3,7.3,2.1,20.7,7.3,63.1,0.6,0.9,1.5
98,Baylor,12,24.3,22.4,38.5,58.2,287.7,1.9,34.5,117.3,3.4,0.8,73.0,404.9,5.5,11.4,6.7,1.8,19.9,7.3,55.9,0.9,1.2,2.1
99,South Carolina,13,24.2,18.8,30.5,61.7,214.9,1.4,31.1,123.0,4.0,1.2,61.6,337.9,5.5,9.6,7.1,1.1,17.8,4.8,38.0,0.4,0.9,1.3
100,Maryland,12,24.1,14.6,26.5,55.0,161.7,1.3,36.3,161.7,4.4,1.6,62.8,323.3,5.1,6.8,7.7,2.3,16.8,6.9,64.5,0.5,0.7,1.2
101,Pitt,12,23.9,18.7,30.2,61.9,217.7,1.0,38.3,148.5,3.9,1.8,68.5,366.2,5.3,9.7,9.2,1.1,19.7,3.8,38.2,0.7,0.7,1.3
102,Coastal Carolina,12,23.7,13.2,25.3,52.0,189.1,1.5,37.2,156.3,4.2,1.3,62.5,345.3,5.5,7.9,9.0,1.5,18.3,7.0,62.8,0.6,0.9,1.5
103,Connecticut,12,23.6,21.3,35.1,60.8,269.2,1.5,40.3,146.3,3.6,1.4,75.4,415.5,5.5,10.8,7.9,2.6,21.3,5.3,48.8,0.7,0.9,1.6
104,UTSA,11,23.5,17.4,28.1,61.8,202.8,1.4,40.5,184.5,4.6,0.9,68.5,387.4,5.7,10.4,8.9,1.8,21.1,7.2,58.3,1.0,0.6,1.6
105,Wyoming,13,23.5,15.0,26.8,56.0,177.2,1.4,34.3,108.8,3.2,1.0,61.1,286.0,4.7,8.1,5.8,1.3,15.2,4.2,40.2,0.5,0.6,1.1
106,Hawaii,12,22.8,21.7,35.3,61.5,234.5,1.6,35.0,168.2,4.8,1.3,70.3,402.7,5.7,10.0,8.4,1.4,19.8,7.8,68.8,0.5,0.7,1.2
107,Virginia,13,22.5,23.1,39.9,57.8,248.7,1.9,29.9,93.5,3.1,0.8,69.8,342.2,4.9,10.8,6.0,1.7,18.5,4.8,44.8,0.6,0.8,1.5
108,Akron,14,22.1,17.3,31.9,54.1,210.6,1.7,32.8,105.7,3.2,1.0,64.7,316.4,4.9,9.8,6.4,2.2,18.4,6.3,62.4,0.4,0.8,1.2
109,Florida,11,22.1,15.8,28.4,55.8,179.5,0.9,36.4,156.4,4.3,1.4,64.7,335.9,5.2,8.4,7.5,0.9,16.8,7.9,58.7,0.9,0.9,1.8
110,Minnesota,12,22.1,9.2,19.4,47.2,126.1,0.8,43.8,182.4,4.2,1.7,63.2,308.5,4.9,5.1,10.0,1.3,16.4,3.3,28.3,0.6,0.9,1.5
111,Cincinnati,12,20.9,20.4,36.2,56.5,216.4,1.7,30.9,135.3,4.4,0.9,67.1,351.8,5.2,10.0,7.7,2.0,19.7,7.8,73.0,0.6,0.8,1.3
112,Idaho,12,20.9,19.2,31.5,60.8,224.9,1.8,37.2,124.6,3.4,0.8,68.7,349.5,5.1,9.3,6.8,1.4,17.6,5.3,47.3,0.8,0.6,1.3
113,Georgia Southern,12,20.8,8.8,16.3,53.8,110.0,0.7,53.7,222.3,4.1,1.6,69.9,332.3,4.8,4.1,12.3,1.3,17.6,6.4,54.4,1.1,0.6,1.7
114,New Mexico,12,20.7,10.0,20.2,49.6,124.1,0.7,45.1,235.6,5.2,1.8,65.3,359.7,5.5,4.9,10.8,1.8,17.6,6.1,51.1,1.3,1.2,2.4
115,Old Dominion,12,20.7,16.1,29.1,55.3,168.4,0.8,38.4,163.9,4.3,1.4,67.5,332.3,4.9,8.2,7.3,1.7,17.1,4.0,35.8,0.5,1.2,1.7
116,Oregon State,12,20.7,17.8,30.2,59.1,196.3,0.9,34.3,137.5,4.0,1.5,64.4,333.8,5.2,8.8,7.9,2.3,19.0,7.0,68.0,1.3,1.0,2.3
117,Georgia State,12,20.3,22.1,34.4,64.2,270.7,1.3,36.3,117.8,3.2,1.0,70.8,388.5,5.5,11.3,7.2,1.4,19.9,5.2,47.4,1.0,0.8,1.8
118,South Alabama,12,19.8,18.5,34.3,54.0,237.1,1.3,31.3,97.3,3.1,0.8,65.5,334.3,5.1,10.9,5.8,1.1,17.8,6.1,56.6,0.3,1.2,1.5
119,Tennessee,12,19.8,15.0,26.6,56.4,173.7,0.9,34.3,117.9,3.4,1.2,60.9,291.6,4.8,7.9,6.4,2.1,16.4,5.6,41.4,0.7,0.8,1.5
120,Kansas,12,18.7,20.8,38.3,54.1,226.4,1.2,32.6,102.6,3.1,0.9,70.9,329.0,4.6,9.4,5.5,1.3,16.2,5.5,46.1,0.8,1.4,2.2
121,Rutgers,12,18.0,11.3,22.9,49.1,115.6,0.6,36.4,148.6,4.1,1.6,59.3,264.2,4.5,4.9,7.3,1.6,13.8,5.9,50.1,0.8,0.9,1.7
122,Ball State,12,17.9,19.0,33.8,56.3,177.2,0.9,41.2,158.7,3.9,1.3,74.9,335.8,4.5,8.9,8.7,1.2,18.8,4.1,39.9,0.6,1.2,1.8
123,Texas State,12,17.3,17.9,31.2,57.5,205.7,1.3,40.0,134.1,3.4,0.9,71.2,339.8,4.8,8.8,8.2,2.3,19.3,4.4,38.2,1.2,0.8,2.0
124,Brigham Young,13,17.1,17.5,32.2,54.5,194.6,1.0,30.9,130.7,4.2,0.9,63.1,325.3,5.2,8.9,6.7,0.9,16.5,4.5,39.2,0.6,1.5,2.1
125,Rice,12,16.3,10.2,20.5,49.6,144.8,0.5,40.5,187.0,4.6,1.7,61.0,331.8,5.4,6.3,10.0,0.8,17.2,4.4,38.3,1.1,1.3,2.4
126,San Jose State,13,15.8,17.4,31.9,54.5,198.0,1.2,37.2,120.1,3.2,0.5,69.1,318.1,4.6,8.5,7.2,1.5,17.2,6.5,53.4,1.7,1.5,3.2
127,Illinois,12,15.4,14.0,28.3,49.6,174.8,0.7,32.2,105.6,3.3,0.9,60.4,280.4,4.6,6.9,6.0,1.6,14.5,7.1,64.0,0.6,1.6,2.2
128,Charlotte,12,14.2,12.2,26.0,46.8,136.9,0.8,35.7,166.3,4.7,1.1,61.7,303.2,4.9,5.8,7.1,1.0,13.9,6.5,65.0,0.3,1.3,1.7
129,Kent State,12,12.8,9.5,19.5,48.7,122.7,0.7,43.2,152.5,3.5,0.8,62.7,275.2,4.4,4.8,8.3,1.1,14.1,7.8,74.6,0.9,1.3,2.2
130,UTEP,12,11.8,12.6,27.6,45.6,136.2,0.6,28.8,95.5,3.3,0.8,56.3,231.7,4.1,5.2,5.8,1.3,12.3,5.8,53.3,0.5,1.2,1.7
