,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
50,Vanderbilt,12,25.1,19.7,31.9,61.6,232.6,1.7,38.7,187.3,4.8,1.3,70.6,419.8,5.9,10.5,10.9,1.4,22.8,6.6,56.8,0.8,1.0,1.8
51,Middle Tennessee State,13,25.3,17.8,31.2,56.9,213.1,1.7,38.8,159.9,4.1,1.2,70.0,373.0,5.3,8.5,9.2,2.0,19.8,5.8,51.2,0.5,1.1,1.6
52,Kansas State,12,25.4,21.3,35.3,60.1,245.8,1.7,32.3,158.0,4.9,1.2,67.7,403.8,6.0,11.6,8.3,1.3,21.0,5.8,50.8,0.7,0.9,1.6
53,Miami (OH),12,25.5,17.7,30.3,58.2,208.5,1.8,39.8,159.8,4.0,1.6,70.1,368.3,5.3,9.4,9.2,2.1,20.7,6.8,64.8,0.7,0.7,1.3
54,Boston College,12,25.7,20.8,36.8,56.6,247.8,1.4,40.8,155.3,3.8,1.6,77.6,403.2,5.2,11.3,8.5,1.6,21.4,5.3,41.7,0.7,1.5,2.2
55,Ohio State,13,25.7,18.2,33.4,54.4,239.8,1.3,34.8,161.1,4.6,1.8,68.2,400.9,5.9,10.0,7.2,2.5,19.8,5.8,56.5,0.9,0.8,1.8
56,Air Force,12,25.8,16.7,27.2,61.3,244.0,1.9,33.8,116.9,3.5,1.4,61.0,360.9,5.9,10.1,6.3,1.0,17.4,5.9,51.4,0.6,0.6,1.2
57,Texas,13,26.2,21.5,35.4,60.9,265.2,1.8,35.1,135.9,3.9,1.4,70.5,401.2,5.7,11.2,7.5,1.9,20.7,6.7,69.1,0.5,0.8,1.4
58,Texas A&M,12,26.3,18.8,30.8,60.8,262.7,2.1,28.8,92.0,3.2,1.2,59.7,354.7,5.9,9.8,5.8,1.6,17.2,6.9,58.9,0.3,0.4,0.8
59,Arkansas State,12,26.4,14.6,25.3,57.6,175.9,1.8,40.3,200.5,5.0,1.7,65.7,376.4,5.7,6.8,9.3,2.0,18.1,6.3,59.0,0.7,0.8,1.5
60,West Virginia,11,26.5,20.5,32.6,63.0,254.6,1.9,36.5,151.2,4.1,1.2,69.2,405.8,5.9,11.0,9.4,1.5,21.9,6.5,57.4,0.8,1.2,2.0
61,Charlotte,12,26.6,18.3,27.7,66.0,231.7,1.7,30.6,105.4,3.4,1.4,58.3,337.1,5.8,9.7,5.3,1.4,16.4,4.5,41.8,0.6,0.8,1.3
62,Ohio,12,26.7,20.3,33.0,61.6,263.8,2.0,31.2,135.7,4.4,1.4,64.2,399.5,6.2,10.8,7.5,1.5,19.8,7.8,71.3,1.3,1.2,2.4
63,Oregon,12,27.0,19.6,34.3,57.0,247.4,2.0,37.9,145.7,3.8,1.1,72.3,393.1,5.4,11.6,7.7,1.9,21.2,5.7,43.4,0.5,1.3,1.8
64,USC,12,27.0,19.9,33.9,58.7,223.3,1.7,38.3,164.8,4.3,1.7,72.2,388.1,5.4,10.7,7.8,2.0,20.5,5.8,56.9,0.5,0.3,0.8
65,Akron,12,27.2,18.5,30.6,60.5,191.1,1.1,44.2,200.9,4.5,1.9,74.8,392.0,5.2,9.3,10.6,1.5,21.3,6.3,63.3,0.9,0.8,1.8
66,South Carolina,12,27.2,20.0,32.6,61.4,230.8,0.8,43.1,199.1,4.6,2.3,75.7,429.8,5.7,11.5,11.6,2.2,25.3,6.8,61.3,0.7,0.5,1.2
67,Central Michigan,12,27.3,14.5,25.5,56.9,150.7,0.9,46.2,204.7,4.4,2.3,71.7,355.3,5.0,7.8,10.3,2.4,20.4,5.9,58.3,1.0,0.8,1.8
68,Colorado,12,27.3,19.0,33.6,56.6,233.8,1.9,39.0,146.5,3.8,1.0,72.6,380.3,5.2,9.7,8.3,2.3,20.3,7.2,64.6,0.6,0.7,1.3
69,Purdue,12,27.3,23.8,38.3,62.0,280.8,1.4,37.3,164.6,4.4,1.8,75.6,445.3,5.9,12.8,8.8,2.0,23.6,7.8,77.5,0.3,0.9,1.2
70,Duke,12,27.4,17.0,30.9,55.0,197.1,1.3,43.1,222.3,5.2,2.1,74.0,419.4,5.7,9.1,10.9,1.1,21.1,5.6,54.3,0.7,0.3,0.9
71,Texas State,12,27.7,18.7,32.3,57.9,201.6,1.3,40.1,182.3,4.5,1.6,72.3,383.9,5.3,8.9,8.3,1.3,18.4,5.6,51.2,1.0,0.5,1.5
72,Syracuse,12,27.8,19.7,35.4,55.5,263.0,1.7,37.7,163.8,4.3,1.6,73.1,426.8,5.8,10.3,8.1,1.8,20.1,7.8,61.2,1.1,1.4,2.5
73,Tulane,12,27.8,19.0,36.0,52.8,265.3,2.0,38.7,153.9,4.0,1.5,74.7,419.2,5.6,11.7,8.4,2.3,22.4,6.8,60.2,0.5,0.9,1.4
74,Western Kentucky,12,27.8,19.0,33.8,56.2,248.8,1.4,37.8,173.7,4.6,1.6,71.7,422.4,5.9,10.6,9.3,1.8,21.7,5.9,60.9,0.5,1.0,1.5
75,Minnesota,12,27.9,21.7,33.1,65.5,223.7,1.8,32.7,170.7,5.2,1.6,65.8,394.3,6.0,9.8,7.5,1.3,18.6,5.7,54.1,0.8,0.9,1.7
76,Tennessee,12,27.9,18.4,29.2,63.1,222.9,1.8,37.3,155.2,4.2,1.7,66.4,378.1,5.7,10.3,8.6,1.3,20.3,5.7,42.9,0.5,0.8,1.3
77,Nevada,12,28.1,20.0,33.6,59.6,243.1,2.3,38.6,135.2,3.5,1.1,72.2,378.3,5.2,10.4,7.1,1.8,19.3,6.6,56.4,0.9,0.7,1.6
78,Maryland,12,28.7,15.3,28.3,54.3,206.5,1.6,42.0,183.9,4.4,1.7,70.3,390.4,5.6,8.6,10.2,2.8,21.5,4.8,42.3,0.4,1.5,1.9
79,Pitt,13,28.8,17.2,30.2,56.7,217.3,1.8,37.2,185.0,5.0,1.7,67.4,402.3,6.0,9.2,9.2,2.2,20.6,5.0,40.8,0.7,0.7,1.4
80,Georgia Tech,12,28.9,19.0,29.2,65.1,217.9,1.8,33.3,149.8,4.5,1.7,62.4,367.8,5.9,10.0,9.3,0.9,20.3,4.3,35.8,1.0,1.0,2.0
81,Tulsa,12,29.6,15.0,25.8,58.1,174.6,0.9,46.1,234.3,5.1,2.2,71.9,408.9,5.7,7.9,11.3,2.3,21.5,6.7,56.8,0.9,0.8,1.7
82,Indiana,12,29.9,18.8,30.8,61.0,240.6,2.3,39.9,183.2,4.6,1.4,70.7,423.8,6.0,10.8,9.6,2.3,22.7,6.7,66.6,1.1,1.1,2.2
83,Kansas,12,30.0,19.5,30.1,64.8,246.8,1.9,38.6,172.4,4.5,1.8,68.7,419.2,6.1,10.7,9.8,1.4,21.9,6.0,55.3,0.9,1.3,2.3
84,Toledo,12,30.2,22.1,36.5,60.5,257.8,1.6,37.8,172.3,4.6,2.3,74.3,430.1,5.8,10.6,8.8,2.3,21.8,7.8,72.7,0.7,1.0,1.7
85,Virginia Tech,12,30.7,18.2,29.9,60.7,230.3,1.4,38.8,206.5,5.3,2.4,68.7,436.8,6.4,9.3,9.1,1.7,20.1,6.0,40.9,1.0,0.5,1.5
86,Texas Tech,12,31.1,20.5,36.2,56.7,288.3,2.3,39.3,160.6,4.1,1.3,75.4,448.9,6.0,11.8,8.9,2.3,23.1,7.3,61.8,0.5,1.0,1.5
87,Baylor,12,31.2,19.1,31.0,61.6,237.6,2.0,34.5,175.0,5.1,1.8,65.5,412.6,6.3,9.8,8.8,1.8,20.4,6.4,58.8,0.2,0.6,0.8
88,UTSA,12,31.2,19.1,29.2,65.4,275.3,2.1,38.6,160.5,4.2,1.7,67.8,435.8,6.4,11.6,8.3,1.1,21.0,6.5,61.2,0.8,0.8,1.6
89,Nebraska,12,31.3,19.8,35.3,56.1,237.8,1.3,39.1,195.8,5.0,2.4,74.4,433.6,5.8,10.8,9.5,2.4,22.7,6.5,56.8,0.8,0.9,1.7
90,Rutgers,12,31.4,16.4,29.5,55.6,187.1,1.8,40.8,214.4,5.3,2.1,70.3,401.5,5.7,9.3,9.6,2.3,21.2,6.5,63.0,0.5,0.8,1.3
91,Florida State,12,31.5,20.6,37.8,54.5,267.7,2.5,41.8,149.6,3.6,1.3,79.5,417.3,5.2,11.3,8.5,2.1,21.9,5.8,50.6,0.3,1.0,1.3
92,Memphis,13,31.5,19.5,33.9,57.6,250.8,1.8,41.4,169.5,4.1,2.2,75.3,420.4,5.6,10.9,8.9,2.1,21.9,6.2,55.8,0.9,0.6,1.5
93,South Florida,12,31.5,15.4,28.3,54.6,197.3,1.3,48.7,245.4,5.0,2.6,76.9,442.7,5.8,8.8,12.3,2.1,23.2,6.1,50.0,0.8,0.9,1.8
94,Florida Atlantic,12,31.8,20.1,31.5,63.8,238.4,1.8,40.3,186.1,4.6,2.3,71.8,424.5,5.9,11.8,9.2,1.8,23.0,4.0,39.4,0.3,0.9,1.2
95,Louisiana-Monroe,12,31.8,19.9,27.8,71.8,247.1,2.1,40.3,182.7,4.5,1.6,68.1,429.8,6.3,10.8,9.7,1.9,22.3,6.7,60.2,0.5,0.4,0.9
96,Ball State,12,32.4,19.1,29.4,64.9,210.4,1.1,46.6,240.0,5.2,3.0,76.0,450.4,5.9,10.4,12.2,2.1,24.7,7.0,61.7,0.5,1.0,1.5
97,Oklahoma,13,32.4,22.3,35.4,63.0,291.4,1.8,38.9,156.7,4.0,2.4,74.3,448.1,6.0,12.7,9.4,2.1,24.2,6.1,56.1,0.4,0.5,0.8
98,Oklahoma State,12,32.4,21.3,34.5,61.8,258.3,2.0,40.0,178.8,4.5,2.1,74.5,437.1,5.9,11.8,8.3,2.8,22.8,6.2,51.0,0.6,0.4,1.0
99,Arizona,12,32.6,23.4,36.7,63.9,269.5,2.3,38.7,162.5,4.2,2.0,75.3,432.0,5.7,12.2,8.5,3.0,23.7,8.7,82.3,0.7,0.6,1.3
100,UTEP,12,32.8,16.8,26.8,62.7,198.9,1.8,39.5,195.9,5.0,1.8,66.3,394.8,6.0,8.5,10.0,1.7,20.2,5.6,51.6,0.6,0.4,1.0
101,Coastal Carolina,12,33.2,14.8,24.2,61.4,206.4,1.7,37.4,245.6,6.6,2.7,61.6,452.0,7.3,8.9,11.3,1.3,21.6,7.3,69.3,0.7,0.3,1.0
102,Wake Forest,12,33.3,24.4,38.4,63.6,273.2,2.1,39.3,191.0,4.9,2.4,77.7,464.2,6.0,11.7,9.0,1.6,22.3,6.0,52.3,0.8,0.4,1.3
103,Western Michigan,12,33.3,15.5,25.9,59.8,209.3,2.2,37.5,169.0,4.5,2.0,63.4,378.3,6.0,9.3,8.8,1.4,19.4,6.5,54.3,0.8,0.8,1.6
104,Navy,13,33.5,18.8,27.7,68.1,234.8,1.8,37.3,192.2,5.2,2.5,65.0,427.1,6.6,10.6,9.5,0.7,20.8,3.5,30.5,0.9,0.7,1.6
105,Louisiana,13,33.7,15.8,25.4,62.1,222.3,1.6,42.3,210.0,5.0,2.5,67.7,432.3,6.4,9.7,10.8,1.6,22.2,5.1,46.7,0.5,0.5,1.0
106,UCLA,12,34.1,18.8,30.9,60.9,245.5,1.6,42.9,200.1,4.7,2.6,73.8,445.6,6.0,11.3,10.1,2.1,23.4,5.4,47.5,0.6,0.9,1.5
107,Houston,12,34.4,22.9,38.8,59.0,291.4,1.5,46.3,197.5,4.3,2.8,85.2,488.9,5.7,13.3,10.7,1.8,25.7,7.3,63.8,0.7,1.2,1.8
108,North Carolina,11,34.5,17.8,31.5,56.6,228.8,1.5,43.4,218.8,5.0,2.5,74.8,447.6,6.0,10.0,10.7,1.9,22.6,5.0,40.6,0.9,0.6,1.5
109,Arkansas,12,34.8,18.3,28.9,63.4,245.3,1.8,40.0,167.8,4.2,2.1,68.9,413.2,6.0,9.9,9.7,2.0,21.6,6.2,52.7,0.9,0.4,1.3
110,SMU,12,35.3,20.0,31.8,62.8,232.3,1.9,45.3,198.7,4.4,1.8,77.2,430.9,5.6,10.8,11.0,1.6,23.3,6.8,66.6,0.9,0.9,1.8
111,Hawaii,13,35.4,17.2,27.9,61.4,231.2,2.1,41.8,207.5,5.0,2.5,69.8,438.7,6.3,10.1,10.0,1.2,21.2,7.1,68.0,0.4,0.3,0.7
112,Old Dominion,12,35.9,20.7,33.9,60.9,255.0,2.1,41.6,216.4,5.2,2.6,75.5,471.4,6.2,11.9,10.1,2.3,24.3,5.8,61.2,0.4,0.8,1.2
113,Rice,13,36.0,19.0,30.2,63.0,280.1,2.2,34.5,165.6,4.8,2.4,64.7,445.7,6.9,12.0,8.2,1.3,21.5,4.2,34.5,0.8,0.6,1.4
114,New Mexico,12,36.2,17.4,30.3,57.6,256.0,1.9,44.6,217.0,4.9,2.4,74.8,473.0,6.3,10.7,11.2,1.8,23.6,6.3,49.0,1.1,0.8,1.8
115,Ole Miss,12,36.2,20.8,32.9,63.3,261.7,2.2,43.3,220.8,5.1,2.1,76.3,482.5,6.3,10.8,12.0,2.4,25.3,6.2,55.9,0.7,0.6,1.3
116,San Jose State,12,36.6,21.0,34.8,60.3,283.9,2.6,44.7,211.3,4.7,1.9,79.5,495.3,6.2,11.2,10.8,1.8,24.1,6.3,51.8,0.6,1.1,1.7
117,Kent State,12,36.7,17.3,29.3,59.3,247.0,1.7,45.1,220.7,4.9,3.2,74.3,467.7,6.3,10.2,9.8,2.3,22.3,7.5,71.7,0.8,0.8,1.6
118,Colorado State,12,36.8,16.0,25.3,63.2,231.5,2.5,40.9,220.3,5.4,1.7,66.3,451.8,6.8,9.6,11.1,1.4,22.1,6.3,54.9,0.4,0.6,1.0
119,Liberty,12,36.8,19.5,34.4,56.7,262.9,2.2,42.4,222.5,5.2,2.3,76.8,485.4,6.3,11.3,11.8,1.2,24.1,5.4,51.0,0.8,1.0,1.8
120,East Carolina,12,37.3,19.8,32.0,61.7,270.1,2.6,39.6,169.8,4.3,1.8,71.6,439.8,6.1,10.8,8.0,1.4,20.3,7.9,71.8,0.5,0.4,0.9
121,UNLV,12,37.3,18.8,31.8,59.3,267.6,2.4,38.3,191.5,5.0,2.0,70.0,459.1,6.6,11.1,9.5,0.8,21.4,5.8,53.7,0.8,0.8,1.7
122,Georgia State,12,37.4,18.3,25.1,72.8,238.5,2.2,38.1,251.0,6.6,2.5,63.2,489.5,7.7,10.3,9.4,1.3,21.0,5.9,49.7,0.3,0.5,0.8
123,South Alabama,12,38.8,17.3,26.8,64.5,245.7,2.2,40.3,203.0,5.0,2.8,67.1,448.7,6.7,10.3,9.4,2.8,22.4,6.1,56.8,0.5,1.0,1.5
124,Illinois,12,39.4,19.7,31.0,63.4,263.1,2.5,41.1,245.3,6.0,2.6,72.1,508.4,7.1,10.9,12.3,1.9,25.1,6.0,58.8,0.4,1.3,1.7
125,Bowling Green State,12,40.0,11.4,21.8,52.5,168.8,1.8,47.6,281.7,5.9,3.4,69.3,450.5,6.5,6.6,14.7,2.2,23.4,6.6,63.4,0.7,0.5,1.2
126,New Mexico State,12,41.3,16.0,27.0,59.3,207.5,1.7,52.8,269.3,5.1,3.2,79.8,476.8,6.0,9.4,13.8,1.4,24.7,7.2,67.3,0.8,0.6,1.4
127,Massachusetts,12,42.9,14.9,23.3,63.9,210.0,2.1,46.6,275.8,5.9,3.2,69.9,485.8,6.9,8.6,13.8,1.5,23.9,4.2,36.0,0.7,1.0,1.7
128,Louisville,12,44.1,15.6,24.2,64.5,206.3,2.1,46.0,278.8,6.1,3.3,70.2,485.0,6.9,9.1,12.7,1.5,23.3,5.5,51.8,0.6,0.5,1.1
129,Oregon State,12,45.7,19.6,30.8,63.7,254.9,2.8,41.5,282.0,6.8,3.1,72.3,536.9,7.4,11.1,13.0,1.5,25.6,5.2,47.3,0.4,0.3,0.7
130,Connecticut,12,50.4,18.9,26.3,71.8,282.4,2.8,43.4,336.7,7.8,3.8,69.8,619.1,8.9,11.1,15.1,1.0,27.2,6.7,69.1,0.5,0.4,0.9
