,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
16,Wake Forest,13,18.3,15.3,29.4,52.1,172.5,1.2,35.2,124.2,3.5,0.8,64.6,296.7,4.6,7.9,7.0,1.0,15.9,5.8,51.4,1.5,1.4,2.8
17,Boston College,14,18.4,17.4,31.1,56.1,176.9,0.6,32.4,91.2,2.8,1.0,63.5,268.1,4.2,8.1,5.2,1.4,14.7,5.2,44.5,0.7,1.9,2.6
18,Rutgers,13,18.8,14.5,24.8,58.7,191.3,0.8,36.1,135.6,3.8,1.2,60.8,326.9,5.4,7.8,6.6,1.1,15.5,5.5,46.9,0.8,0.8,1.6
19,Texas,13,18.8,21.2,37.8,56.2,259.4,1.5,27.4,83.5,3.1,0.6,65.2,342.9,5.3,11.4,5.2,1.8,18.4,7.2,60.9,0.8,0.5,1.2
20,Ole Miss,13,19.0,19.8,33.6,58.8,221.7,1.4,31.6,85.5,2.7,0.7,65.2,307.2,4.7,9.0,6.6,1.5,17.1,6.1,45.8,0.5,1.2,1.8
21,Vanderbilt,13,19.6,14.8,27.8,53.3,174.9,1.2,37.8,144.7,3.8,1.0,65.6,319.6,4.9,7.8,9.2,0.5,17.6,6.1,51.5,0.8,1.5,2.3
22,Connecticut,13,19.8,15.1,28.3,53.3,168.2,0.7,32.5,109.8,3.4,1.2,60.8,278.0,4.6,7.3,5.8,1.2,14.2,5.9,49.7,0.5,1.4,1.9
23,California,13,19.9,17.2,33.2,51.6,193.0,0.9,38.1,122.2,3.2,1.2,71.3,315.2,4.4,8.8,7.3,1.5,17.6,5.8,49.8,0.8,1.8,2.6
24,South Florida,13,20.0,15.5,29.1,53.2,192.4,1.2,33.5,95.2,2.8,0.9,62.6,287.6,4.6,8.2,5.5,2.7,16.4,7.4,60.8,0.5,0.8,1.3
25,Cincinnati,14,20.1,19.1,34.1,56.1,206.9,1.3,34.4,115.0,3.3,0.9,68.5,321.9,4.7,9.6,6.1,1.8,17.6,6.1,51.9,0.4,1.2,1.6
26,Florida State,13,20.2,13.5,26.3,51.2,162.4,1.2,34.6,132.5,3.8,0.9,60.9,294.9,4.8,6.9,6.8,2.7,16.5,5.8,45.6,1.3,0.7,2.0
27,Northwestern,13,20.2,21.3,36.3,58.7,214.2,1.0,34.9,126.4,3.6,1.2,71.2,340.5,4.8,9.3,8.6,1.3,19.2,6.0,52.9,0.9,1.0,1.9
28,Georgia Tech,13,20.3,18.9,31.9,59.3,193.2,1.5,33.2,120.3,3.6,1.0,65.2,313.5,4.8,9.4,6.8,1.0,17.2,4.5,37.5,0.8,1.4,2.2
29,Ball State,14,20.5,18.6,32.4,57.3,205.2,1.2,35.5,163.0,4.6,1.1,67.9,368.2,5.4,10.1,9.2,0.6,20.0,4.9,42.9,0.5,1.1,1.6
30,East Carolina,14,21.1,18.8,31.4,59.9,197.2,1.3,35.9,135.8,3.8,1.1,67.3,333.0,4.9,8.9,6.3,1.4,16.6,4.4,34.6,0.8,1.6,2.4
31,South Carolina,13,21.1,14.5,25.2,57.6,159.2,0.7,36.6,132.7,3.6,1.8,61.8,291.9,4.7,7.3,7.5,1.6,16.5,5.3,45.1,1.0,1.1,2.1
32,North Carolina,13,21.2,22.1,35.8,61.6,226.0,1.2,37.2,139.4,3.7,1.2,73.1,365.4,5.0,10.4,8.5,1.5,20.4,5.5,46.8,0.7,1.5,2.2
33,Arizona,13,21.3,17.5,31.3,56.0,181.9,0.9,31.6,131.1,4.1,1.4,62.9,313.0,5.0,7.6,6.8,0.9,15.3,6.8,52.2,0.7,1.2,1.9
34,Troy,13,21.3,17.8,32.5,54.8,187.8,1.4,39.8,139.7,3.5,1.2,72.3,327.5,4.5,8.7,8.2,1.6,18.5,6.8,51.8,0.6,1.6,2.2
35,Kentucky,13,21.5,14.5,27.6,52.4,193.2,1.4,36.7,139.2,3.8,1.2,64.3,332.4,5.2,7.2,7.4,1.5,16.1,5.7,52.7,1.1,0.9,2.0
36,Pitt,13,21.5,16.5,30.5,54.3,193.0,1.5,34.7,124.2,3.6,1.1,65.2,317.2,4.9,7.9,7.3,1.5,16.7,5.6,48.0,0.6,1.2,1.8
37,San Jose State,12,21.6,15.6,29.7,52.5,170.3,0.8,35.4,141.4,4.0,1.5,65.1,311.7,4.8,7.6,7.7,1.4,16.7,8.7,80.0,0.9,1.3,2.3
38,Virginia,12,21.7,16.4,27.8,59.2,183.7,1.2,40.7,149.6,3.7,1.3,68.4,333.3,4.9,8.8,8.7,1.1,18.5,5.3,44.3,1.0,0.9,1.9
39,Brigham Young,13,21.9,19.2,31.5,61.1,215.6,1.3,36.4,140.3,3.9,1.4,67.8,355.9,5.2,10.6,8.0,2.1,20.7,5.9,54.2,1.6,0.7,2.3
40,Navy,13,22.0,17.5,26.2,66.6,211.8,1.3,35.9,134.8,3.8,1.5,62.2,346.7,5.6,9.5,8.4,0.5,18.4,4.8,40.3,1.1,1.2,2.3
41,Michigan State,13,22.1,17.2,32.5,53.1,213.4,1.4,34.6,142.5,4.1,1.2,67.1,355.8,5.3,9.1,6.8,1.7,17.5,6.3,54.2,0.8,1.1,1.8
42,Air Force,13,22.2,16.8,28.8,58.4,199.9,1.2,38.5,141.5,3.7,1.5,67.3,341.5,5.1,10.1,7.8,1.3,19.2,5.5,42.3,1.4,0.9,2.3
43,Notre Dame,13,22.2,17.5,32.5,54.0,195.7,1.2,33.1,134.2,4.1,1.4,65.5,329.8,5.0,9.4,7.2,1.3,17.8,7.3,64.2,0.8,1.1,1.9
44,Maryland,13,22.5,19.8,32.8,60.2,218.2,1.5,37.5,146.7,3.9,1.0,70.3,364.9,5.2,10.8,8.4,0.9,20.1,5.1,44.6,0.5,0.8,1.3
45,Arizona State,12,22.7,19.3,33.8,57.0,208.7,1.3,35.8,126.5,3.5,1.0,69.5,335.2,4.8,9.9,6.9,2.3,19.2,6.3,54.2,0.6,1.3,1.9
46,New Mexico,12,22.8,17.6,30.5,57.7,213.5,2.0,36.6,122.3,3.3,0.5,67.1,335.8,5.0,9.4,7.4,1.1,17.9,5.4,47.7,1.1,1.0,2.1
47,Oregon State,13,23.1,14.1,27.2,51.7,180.9,1.2,34.9,131.2,3.8,1.2,62.2,312.2,5.0,7.9,6.6,1.3,15.8,7.2,65.2,0.7,1.0,1.7
48,Temple,12,23.1,20.6,34.2,60.2,221.7,1.2,40.8,166.3,4.1,1.7,74.9,388.0,5.2,10.5,9.3,1.7,21.4,4.9,49.8,1.2,0.9,2.1
49,Bowling Green State,12,23.2,17.2,29.5,58.2,180.8,1.1,38.5,162.6,4.2,1.8,68.0,343.4,5.1,9.4,8.8,1.8,19.9,4.3,39.2,0.5,1.3,1.8
50,Duke,12,23.4,14.9,26.3,56.8,205.4,1.4,39.6,151.5,3.8,1.3,65.8,356.9,5.4,9.4,7.1,1.2,17.7,4.7,40.8,0.9,1.3,2.2
51,Army,12,23.7,14.7,24.2,60.7,194.4,1.1,36.2,145.1,4.0,1.2,60.3,339.5,5.6,8.3,7.8,1.2,17.3,6.2,57.3,0.8,0.6,1.3
52,Louisiana Tech,13,23.7,21.7,36.2,60.0,272.7,1.9,33.5,103.8,3.1,0.9,69.6,376.5,5.4,12.8,5.5,1.4,19.6,5.9,50.1,0.9,1.3,2.2
53,Arkansas State,12,23.8,17.3,31.7,54.7,211.3,1.2,33.4,125.2,3.7,1.7,65.1,336.5,5.2,9.6,6.8,1.4,17.8,5.3,43.8,0.8,1.3,2.0
54,Southern Mississippi,13,24.1,20.0,34.4,58.2,226.3,1.9,32.9,139.8,4.2,1.0,67.3,366.1,5.4,11.2,7.5,1.8,20.5,6.1,54.5,0.9,1.3,2.2
55,UCF,12,24.1,17.3,33.2,52.3,207.7,1.2,37.4,126.1,3.4,1.5,70.6,333.8,4.7,8.8,6.4,1.5,16.8,5.8,48.4,0.7,1.5,2.2
56,LSU,13,24.2,17.5,32.7,53.4,215.4,1.2,32.4,110.2,3.4,1.3,65.1,325.5,5.0,8.8,5.8,1.6,16.2,5.8,49.0,0.8,0.6,1.5
57,Miami (FL),13,24.2,13.2,25.8,51.2,165.6,1.2,37.9,151.8,4.0,1.6,63.8,317.5,5.0,6.3,8.4,1.8,16.5,4.8,41.3,0.8,0.3,1.2
58,Georgia,13,24.5,16.2,29.0,55.7,189.7,1.3,33.8,122.3,3.6,1.8,62.8,312.0,5.0,8.4,6.4,2.7,17.5,5.1,42.9,0.4,0.8,1.2
59,Oklahoma,14,24.5,20.9,37.6,55.4,251.5,1.6,33.5,116.2,3.5,1.4,71.1,367.7,5.2,11.0,6.8,1.6,19.4,6.6,48.1,1.1,1.4,2.4
60,Mississippi State,12,24.7,14.1,27.0,52.2,176.6,1.1,36.9,150.9,4.1,1.6,63.9,327.5,5.1,7.4,7.9,1.3,16.7,6.3,53.6,0.7,0.7,1.3
61,Minnesota,13,24.8,18.8,31.9,59.0,240.3,1.6,35.2,143.3,4.1,1.0,67.2,383.6,5.7,10.5,7.6,1.3,19.5,4.2,33.5,1.2,1.2,2.4
62,Middle Tennessee State,12,24.9,18.0,30.4,59.2,212.8,1.4,37.8,153.5,4.1,1.7,68.2,366.3,5.4,9.4,8.1,1.6,19.1,6.0,45.2,1.0,0.9,1.9
63,Western Michigan,13,24.9,19.8,34.5,57.2,254.8,1.6,36.7,140.5,3.8,1.5,71.2,395.3,5.5,12.2,6.8,1.2,20.2,6.4,59.4,0.4,1.0,1.4
64,Purdue,12,25.1,16.8,29.9,56.3,183.3,1.2,38.8,174.8,4.5,1.4,68.8,358.1,5.2,8.1,9.7,1.4,19.2,6.3,50.3,0.8,0.8,1.7
65,North Carolina State,13,26.3,21.4,34.4,62.2,248.7,1.5,34.0,142.2,4.2,1.3,68.4,390.9,5.7,11.5,8.8,1.2,21.4,4.9,45.5,0.8,1.4,2.2
66,Wisconsin,13,26.5,16.3,31.1,52.5,195.8,1.2,34.6,133.3,3.9,1.8,65.7,329.1,5.0,9.3,6.8,1.5,17.7,4.8,40.1,0.8,0.9,1.7
67,Illinois,12,26.6,16.7,28.5,58.5,197.4,1.5,38.7,152.9,4.0,1.3,67.2,350.3,5.2,9.2,8.3,1.3,18.8,3.8,33.0,1.2,0.5,1.7
68,Memphis,13,27.2,14.6,26.8,54.4,200.9,1.5,32.8,152.8,4.7,1.5,59.6,353.8,5.9,8.3,7.7,0.8,16.8,5.6,55.7,0.8,0.5,1.4
69,Missouri,14,27.2,26.7,41.6,64.2,286.6,2.1,36.4,124.9,3.4,1.4,78.1,411.5,5.3,14.2,7.9,1.3,23.4,7.0,59.1,0.6,1.0,1.6
70,Western Kentucky,12,27.2,20.3,32.3,63.0,212.8,1.5,37.3,162.4,4.4,1.5,69.6,375.3,5.4,10.3,9.0,1.7,20.9,6.4,58.9,0.6,0.9,1.5
71,Ohio,12,27.3,17.7,29.7,59.6,191.0,1.3,38.6,157.6,4.1,1.8,68.3,348.6,5.1,8.8,8.8,2.0,19.7,4.7,39.8,0.6,1.0,1.6
72,Stanford,12,27.4,20.3,32.1,63.1,226.7,1.5,35.6,152.9,4.3,1.7,67.7,379.6,5.6,10.9,8.1,2.3,21.3,6.9,59.1,1.2,0.6,1.8
73,Marshall,12,27.7,20.8,35.4,58.6,253.7,1.5,41.5,164.4,4.0,1.7,76.9,418.1,5.4,11.6,10.2,1.6,23.3,5.8,49.8,0.8,0.8,1.5
74,Texas Tech,13,27.8,21.1,33.3,63.3,242.2,1.5,35.2,140.4,4.0,1.8,68.5,382.6,5.6,11.1,9.3,1.3,21.7,6.2,49.7,0.8,1.4,2.2
75,Wyoming,12,27.8,16.7,29.9,55.7,189.5,1.5,37.8,140.2,3.7,1.1,67.7,329.7,4.9,8.4,7.1,1.7,17.2,6.7,57.0,0.4,0.8,1.2
76,Tulsa,14,27.9,18.9,32.2,58.8,249.6,2.3,33.9,129.5,3.8,0.9,66.1,379.1,5.7,10.8,7.2,1.1,19.1,5.4,50.4,1.1,0.6,1.8
77,Oklahoma State,13,28.1,25.1,40.4,62.1,267.7,2.2,31.8,137.8,4.3,1.6,72.2,405.5,5.6,14.0,7.6,1.2,22.8,5.8,49.5,1.0,0.9,1.9
78,Buffalo,14,28.2,21.9,33.2,65.8,235.2,1.3,35.4,173.0,4.9,2.2,68.6,408.2,5.9,11.4,9.4,0.9,21.6,5.4,42.1,1.8,0.6,2.4
79,Oregon,13,28.2,23.6,40.8,57.8,270.2,1.9,38.7,119.4,3.1,1.4,79.5,389.6,4.9,12.7,6.3,2.2,21.2,7.1,65.5,1.2,1.2,2.4
80,Florida International,12,28.3,20.1,34.0,59.1,212.9,1.8,39.8,156.2,3.9,1.6,73.8,369.1,5.0,9.6,9.5,1.7,20.8,6.8,61.5,0.7,1.3,1.9
81,Nebraska,13,28.5,17.1,29.6,57.7,233.4,1.5,32.2,116.5,3.6,1.8,61.8,349.8,5.7,9.0,6.4,2.2,17.5,4.9,36.7,0.4,0.9,1.3
82,Florida Atlantic,13,28.7,19.8,31.0,64.0,221.7,1.8,40.6,178.7,4.4,1.8,71.6,400.4,5.6,9.1,10.2,2.3,21.5,6.4,55.5,0.5,1.0,1.5
83,Kansas,13,28.8,24.5,40.1,61.0,273.6,2.1,31.2,123.1,3.9,1.7,71.3,396.7,5.6,12.9,7.0,1.4,21.3,5.8,45.3,0.8,1.2,1.9
84,Hawaii,14,28.9,17.1,29.2,58.7,218.8,1.9,36.8,142.1,3.9,1.3,66.0,360.9,5.5,9.0,7.6,2.1,18.8,6.1,52.8,1.1,1.1,2.1
85,Michigan,12,28.9,18.0,31.2,57.8,230.0,1.6,38.5,136.9,3.6,1.8,69.7,366.9,5.3,8.8,6.8,1.5,17.0,5.4,47.5,0.9,0.8,1.7
86,UCLA,12,29.0,14.8,27.7,53.3,167.7,1.6,38.3,169.8,4.4,1.4,66.0,337.4,5.1,8.3,8.7,1.8,18.8,7.3,62.2,0.7,0.9,1.6
87,Baylor,12,29.3,24.0,35.6,67.4,255.3,1.8,38.6,137.9,3.6,1.8,74.2,393.2,5.3,11.8,9.4,1.5,22.8,5.7,52.3,0.9,1.3,2.3
88,Colorado,12,29.3,20.4,31.7,64.5,215.3,1.3,38.0,166.3,4.4,1.8,69.7,381.6,5.5,9.7,9.7,1.4,20.8,5.6,49.3,0.7,0.8,1.4
89,Louisville,12,29.8,18.8,31.9,59.0,239.3,2.2,30.8,129.5,4.2,1.2,62.8,368.8,5.9,9.8,6.3,1.7,17.8,7.1,59.6,0.8,0.7,1.5
90,Central Michigan,13,30.2,23.0,36.5,62.9,287.2,1.9,32.9,136.5,4.1,1.8,69.5,423.8,6.1,12.5,7.3,2.3,22.1,5.2,46.4,0.6,0.6,1.2
91,Colorado State,13,30.2,19.5,30.5,63.9,220.0,1.8,36.2,190.1,5.3,1.7,66.6,410.1,6.2,10.3,9.8,1.2,21.4,6.0,55.7,0.9,0.8,1.7
92,Houston,13,30.9,19.4,32.2,60.1,238.3,2.1,42.1,175.2,4.2,1.8,74.3,413.5,5.6,10.0,10.4,1.5,21.9,7.0,58.6,0.7,1.0,1.7
93,Fresno State,13,31.1,17.2,29.5,58.3,200.8,1.5,37.7,210.0,5.6,1.8,67.2,410.8,6.1,8.8,9.9,1.3,20.1,6.2,57.6,0.6,0.4,1.0
94,Arkansas,12,31.2,15.4,28.9,53.3,204.4,1.8,38.4,170.8,4.4,1.7,67.3,375.2,5.6,9.0,9.1,1.0,19.1,5.5,46.9,0.4,0.9,1.3
95,Louisiana-Monroe,12,31.2,18.4,30.8,59.7,232.0,1.6,37.0,212.7,5.7,1.9,67.8,444.7,6.6,10.3,9.4,1.3,21.1,7.2,66.4,0.8,0.6,1.3
96,Akron,12,31.3,18.8,29.7,63.5,210.4,2.2,42.0,187.2,4.5,1.7,71.7,397.6,5.5,9.9,11.0,1.5,22.4,4.2,37.6,1.4,0.8,2.2
97,UAB,12,31.3,18.8,30.0,62.8,262.9,1.8,35.0,167.0,4.8,2.1,65.0,429.9,6.6,10.4,7.9,1.7,20.0,5.1,47.3,0.7,1.3,2.0
98,Toledo,12,31.4,18.9,28.9,65.4,203.1,2.0,40.2,178.3,4.4,1.8,69.1,381.4,5.5,11.1,9.5,2.0,22.6,5.3,47.3,0.8,0.8,1.7
99,Kent State,12,31.7,17.6,27.8,63.2,216.5,1.3,39.4,178.7,4.5,2.6,67.3,395.2,5.9,9.7,9.1,0.4,19.2,4.9,47.3,1.0,0.8,1.8
100,Nevada,13,32.3,20.8,38.9,53.6,311.6,2.4,29.0,88.6,3.1,1.3,67.9,400.2,5.9,12.4,5.2,1.5,19.2,6.8,53.8,0.7,1.2,1.9
101,UNLV,12,32.6,15.9,26.0,61.2,210.1,2.0,42.5,213.1,5.0,2.0,68.5,423.2,6.2,9.7,10.8,1.2,21.6,7.3,64.0,0.5,0.6,1.1
102,Miami (OH),12,32.7,15.4,24.8,62.3,187.2,1.8,38.3,208.3,5.4,2.4,63.0,395.5,6.3,8.0,9.7,1.0,18.7,5.1,48.6,0.8,0.5,1.3
103,Syracuse,12,32.7,20.2,32.0,63.0,225.1,2.3,37.8,189.4,5.0,1.5,69.8,414.5,5.9,11.0,10.6,0.9,22.5,5.9,54.1,0.7,0.7,1.3
104,Rice,13,33.3,20.8,36.8,56.7,269.5,2.6,35.5,182.8,5.2,1.8,72.2,452.2,6.3,12.2,10.1,1.4,23.6,5.5,48.7,1.2,1.2,2.4
105,Louisiana,12,33.7,17.3,28.9,59.9,216.3,2.0,40.4,213.3,5.3,1.9,69.3,429.6,6.2,9.7,10.7,1.7,22.0,7.3,62.8,0.9,0.8,1.7
106,New Mexico State,12,34.1,14.7,25.0,58.7,159.4,1.2,42.3,220.2,5.2,2.6,67.3,379.6,5.6,7.5,11.8,1.4,20.7,7.3,63.0,1.2,0.8,1.9
107,Tulane,12,34.5,15.3,24.0,63.9,172.8,1.5,38.6,218.4,5.7,2.5,62.6,391.3,6.3,8.5,10.2,1.8,20.5,5.4,53.9,0.7,0.8,1.4
108,Utah State,12,34.7,22.5,35.0,64.3,251.1,2.0,36.0,161.6,4.5,1.8,71.0,412.7,5.8,11.2,9.2,2.0,22.3,7.1,64.6,1.0,1.0,2.0
109,Indiana,12,35.3,20.8,33.0,63.1,260.5,1.7,41.8,171.7,4.1,2.5,74.8,432.2,5.8,12.3,10.3,1.3,23.8,4.2,41.3,1.3,0.5,1.8
110,Eastern Michigan,12,35.6,14.8,24.8,59.7,212.3,2.3,37.5,196.3,5.2,2.3,62.3,408.6,6.6,8.8,9.4,1.5,19.7,5.3,42.7,0.9,0.7,1.6
111,Iowa State,12,35.8,20.8,30.9,67.4,276.7,2.6,36.5,176.2,4.8,2.1,67.4,452.8,6.7,11.7,9.7,1.2,22.5,4.8,39.3,1.3,0.9,2.2
112,Kansas State,12,35.8,21.4,35.3,60.6,261.4,2.2,41.8,217.7,5.2,2.6,77.2,479.1,6.2,12.6,11.3,1.3,25.2,7.0,55.2,0.6,0.8,1.4
113,UTEP,12,37.0,20.3,32.5,62.6,270.3,2.8,38.7,199.5,5.2,1.8,71.2,469.8,6.6,11.4,11.1,1.7,24.2,6.0,58.1,1.1,1.2,2.3
114,San Diego State,12,37.2,17.1,25.9,65.9,213.3,1.8,48.6,247.5,5.1,2.9,74.5,460.8,6.2,9.4,13.1,0.8,23.3,5.3,47.8,0.8,0.8,1.6
115,Texas A&M,12,37.4,19.9,30.4,65.5,242.7,1.5,42.3,219.3,5.2,2.8,72.7,461.9,6.4,11.8,11.7,1.5,24.9,6.3,51.8,0.8,0.7,1.4
116,SMU,12,38.2,18.2,28.3,64.1,253.9,2.8,45.7,225.6,4.9,2.0,74.0,479.5,6.5,11.5,11.8,1.7,24.9,6.7,56.6,0.9,0.7,1.6
117,Washington,12,38.6,17.4,26.1,66.8,211.2,2.0,42.3,240.6,5.7,2.8,68.3,451.8,6.6,9.0,12.3,1.0,22.3,7.3,66.8,0.3,0.6,0.8
118,Idaho,12,42.8,22.3,33.4,66.8,262.4,2.4,37.3,209.6,5.6,2.9,70.8,472.0,6.7,11.5,11.0,1.7,24.2,6.0,56.3,0.8,0.8,1.5
119,Washington State,13,43.8,14.6,25.2,57.9,195.8,1.7,42.8,247.6,5.8,3.8,68.1,443.4,6.5,8.6,11.6,1.8,22.1,6.8,60.5,0.2,0.8,1.0
120,North Texas,12,47.6,20.0,30.8,64.9,275.5,2.8,36.8,207.1,5.6,3.1,67.6,482.6,7.1,11.9,10.0,1.3,23.2,6.8,59.3,0.5,0.8,1.3
