,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
39,Louisville,13,24.1,18.2,32.4,56.1,212.5,1.8,36.7,120.2,3.3,0.8,69.1,332.8,4.8,8.6,6.9,1.9,17.5,6.2,56.0,0.7,1.3,2.0
40,Notre Dame,13,24.1,15.9,28.8,55.3,197.8,1.4,38.2,174.8,4.6,1.6,66.9,372.7,5.6,8.4,8.3,1.9,18.6,5.2,49.8,0.4,0.7,1.1
41,LSU,12,24.3,19.7,34.9,56.3,224.3,1.8,32.2,122.9,3.8,1.2,67.1,347.2,5.2,8.9,7.0,1.3,19.5,6.1,50.8,0.6,0.8,1.4
42,North Carolina,14,24.5,16.9,31.1,54.5,188.1,1.1,48.2,247.8,5.1,1.8,79.3,435.9,5.5,9.6,13.1,1.9,24.6,7.2,63.1,0.6,1.2,1.8
43,Wake Forest,12,24.6,16.6,26.8,61.8,202.5,1.4,38.5,161.8,4.2,1.3,65.3,364.3,5.6,8.9,7.3,1.8,18.1,7.0,62.3,0.4,0.5,0.9
44,West Virginia,13,24.6,17.7,34.3,51.6,237.7,1.8,40.2,158.8,3.9,0.6,74.5,396.5,5.3,9.9,7.6,2.2,19.8,6.3,61.2,0.6,1.8,2.4
45,Minnesota,13,25.2,17.5,30.3,57.6,179.5,1.0,40.2,166.4,4.1,1.8,70.5,345.9,4.9,9.4,8.6,1.3,19.3,5.1,44.4,0.6,0.8,1.4
46,Ohio,13,25.3,19.3,32.5,59.3,209.5,1.2,33.7,168.2,5.0,1.6,66.2,377.7,5.7,10.0,9.1,1.6,19.2,7.5,65.4,0.8,0.9,1.7
47,Duke,13,25.4,17.2,31.0,55.3,240.9,1.8,42.5,153.8,3.6,1.2,73.5,394.7,5.4,9.6,9.1,1.5,20.2,6.6,53.5,0.7,0.8,1.5
48,Air Force,14,25.5,14.6,27.6,53.0,210.1,1.6,34.5,144.7,4.2,1.4,62.1,354.9,5.7,8.2,6.1,1.1,16.4,5.5,41.9,0.5,0.8,1.3
49,Southern Mississippi,14,25.6,19.4,35.1,55.1,227.6,1.5,36.1,151.9,4.2,1.1,71.3,379.5,5.3,10.4,7.4,2.0,19.8,5.7,56.2,0.8,0.9,1.7
50,USC,14,25.7,20.6,32.6,63.0,251.1,1.8,37.6,149.3,4.0,1.2,70.3,400.4,5.7,11.5,8.5,2.1,22.1,5.1,44.4,0.6,1.0,1.6
51,Georgia Tech,12,25.8,16.8,28.1,59.9,202.9,1.0,35.2,165.1,4.7,1.9,63.3,368.0,5.8,8.8,7.8,0.9,17.6,6.3,48.5,0.7,0.8,1.4
52,North Carolina State,13,25.8,16.2,29.5,54.7,203.2,1.8,34.2,147.5,4.3,1.4,63.7,350.7,5.5,8.8,7.1,2.3,18.2,4.8,41.5,0.7,1.0,1.7
53,Western Kentucky,14,25.9,18.1,33.6,53.7,239.2,2.0,37.5,164.4,4.4,1.2,71.1,403.6,5.7,9.9,8.9,1.7,20.6,5.3,46.3,1.0,1.2,2.2
54,East Carolina,12,26.0,17.0,31.3,54.3,226.4,1.3,43.2,174.5,4.0,1.7,74.5,400.9,5.4,9.8,9.8,2.1,21.6,7.1,61.0,0.7,0.7,1.3
55,UCLA,13,26.0,20.1,35.2,57.1,203.2,1.4,45.2,198.4,4.4,1.3,80.3,401.6,5.0,9.8,11.5,2.2,23.6,5.9,47.5,0.5,0.9,1.5
56,Kent State,12,26.1,16.6,30.8,53.8,208.7,1.8,41.2,143.9,3.5,1.2,72.0,352.6,4.9,9.6,7.8,2.4,19.8,6.8,64.3,0.5,1.0,1.5
57,Pitt,13,26.1,16.5,29.6,55.8,214.7,1.3,34.2,148.8,4.4,1.2,63.8,363.5,5.7,8.5,8.2,1.2,18.0,4.8,40.9,0.5,0.8,1.2
58,Virginia Tech,13,26.3,13.4,27.1,49.4,189.1,1.4,39.6,180.8,4.6,1.7,66.7,369.8,5.5,8.3,7.8,2.2,18.3,7.3,59.3,1.2,0.8,1.9
59,Middle Tennessee State,13,26.6,21.8,36.9,59.2,253.2,1.6,37.2,154.3,4.1,1.4,74.2,407.5,5.5,10.1,8.6,1.4,20.1,6.2,53.2,0.6,1.3,1.9
60,Utah State,13,26.7,14.0,26.0,53.8,180.5,1.2,42.5,152.0,3.6,2.1,68.5,332.5,4.9,7.9,8.0,1.7,17.6,6.0,50.6,0.8,0.8,1.6
61,Louisiana Tech,13,26.8,22.2,37.2,59.7,256.5,1.8,33.8,120.8,3.6,0.9,71.0,377.3,5.3,11.4,7.5,1.2,20.2,6.7,59.3,0.7,1.0,1.7
62,Nevada,13,26.8,19.9,31.3,63.6,213.1,1.3,39.4,192.2,4.9,1.4,70.7,405.3,5.7,10.2,9.8,1.5,21.5,6.2,55.4,0.6,1.0,1.6
63,Colorado State,13,27.2,13.5,24.9,54.0,177.6,0.9,42.5,212.9,5.0,2.0,67.5,390.5,5.8,7.9,9.9,1.9,19.8,6.4,56.3,0.5,0.6,1.2
64,San Jose State,13,27.2,13.5,24.5,54.9,157.8,1.2,39.5,200.8,5.1,2.1,64.0,358.5,5.6,7.2,8.8,0.8,18.5,4.6,42.5,0.2,0.7,0.9
65,Texas Christian,13,27.2,16.8,33.9,49.7,215.5,1.3,43.3,182.9,4.2,2.0,77.2,398.4,5.2,8.7,9.6,2.7,21.0,5.7,52.6,0.9,0.5,1.5
66,Memphis,13,27.3,18.6,32.2,57.8,260.2,1.6,41.5,146.5,3.5,1.8,73.8,406.7,5.5,9.6,7.9,2.5,21.8,6.0,56.5,0.8,0.9,1.7
67,Arkansas,13,27.4,21.5,33.5,64.2,275.2,1.4,31.0,116.5,3.8,1.9,64.5,391.6,6.1,12.2,6.9,1.0,20.1,4.4,33.9,0.5,0.8,1.3
68,Kentucky,12,27.4,16.3,28.6,57.1,198.1,1.0,42.5,196.1,4.6,1.8,71.1,394.2,5.5,9.3,9.9,1.6,20.8,5.7,50.8,0.8,0.9,1.7
69,Colorado,13,27.5,19.2,33.5,57.2,218.2,1.8,39.5,198.7,5.0,1.5,72.9,416.9,5.7,10.3,8.6,1.7,20.6,6.4,53.2,0.6,1.1,1.7
70,South Carolina,12,27.5,19.0,28.9,65.7,212.4,1.3,42.3,217.4,5.1,2.2,71.3,429.8,6.0,9.9,11.1,0.9,21.9,5.5,44.8,0.7,1.0,1.7
71,Buffalo,12,27.6,18.1,32.1,56.4,227.2,1.4,40.9,185.6,4.5,1.8,73.0,412.8,5.7,9.7,9.0,1.8,20.4,6.3,59.8,0.6,1.1,1.7
72,Northern Illinois,14,27.6,21.4,37.0,57.7,243.6,1.6,43.7,174.7,4.0,1.2,80.7,418.4,5.2,11.1,9.9,1.5,22.6,5.6,50.6,0.5,1.6,2.1
73,Washington State,13,27.7,20.8,32.8,63.2,223.0,1.0,39.3,193.8,4.9,1.6,72.2,416.8,5.8,10.3,10.2,0.8,21.2,7.3,60.3,0.8,1.0,1.8
74,Army,12,27.8,15.5,25.5,60.8,210.4,0.9,36.3,165.7,4.6,1.8,61.8,376.1,6.1,9.2,7.8,1.1,18.0,6.3,47.8,0.4,0.5,0.9
75,Nebraska,13,27.8,22.5,38.8,57.8,290.5,1.9,29.2,109.8,3.8,1.4,68.1,400.4,5.9,12.5,4.4,2.0,18.9,6.5,57.8,0.4,0.8,1.2
76,Auburn,13,28.2,20.1,32.7,61.4,209.8,0.9,36.5,164.2,4.5,1.5,69.2,374.0,5.4,10.2,8.8,1.6,20.6,4.3,33.6,0.3,1.0,1.3
77,Miami (FL),13,28.2,19.0,31.8,59.8,203.5,1.2,38.3,201.3,5.3,1.9,70.1,404.8,5.8,9.8,10.3,2.7,22.8,6.8,58.7,0.8,1.2,1.9
78,Baylor,13,28.3,19.6,34.0,57.7,233.5,2.2,42.5,163.1,3.8,1.1,76.5,396.5,5.2,9.7,9.2,2.2,21.1,7.8,64.2,0.9,1.1,2.0
79,Georgia State,13,28.3,20.2,34.5,58.6,222.5,1.5,42.0,183.2,4.4,1.0,76.5,405.8,5.3,10.2,10.4,2.4,23.0,7.1,67.7,0.5,1.2,1.6
80,Troy,12,28.3,16.2,27.8,58.1,200.2,1.4,46.8,191.1,4.1,1.7,74.7,391.3,5.2,8.5,11.0,1.6,21.1,6.6,62.8,1.1,0.5,1.6
81,Western Michigan,13,28.3,17.4,31.1,55.9,232.6,1.8,34.5,181.1,5.3,1.7,65.5,413.7,6.3,10.2,8.4,1.3,19.8,5.5,44.8,0.6,0.8,1.4
82,New Mexico,13,28.4,16.9,29.2,58.0,244.7,1.8,42.4,192.7,4.5,1.7,71.5,437.4,6.1,9.3,8.5,1.9,22.2,5.2,41.3,0.8,1.1,1.9
83,Florida Atlantic,12,28.8,18.1,31.1,58.2,236.7,1.9,41.8,170.3,4.1,1.4,72.9,407.0,5.6,9.6,9.9,1.9,21.4,5.8,52.7,0.8,1.2,1.9
84,Bowling Green State,14,28.9,20.7,35.1,58.9,235.4,1.4,42.4,183.0,4.3,2.0,77.5,418.4,5.4,11.4,10.0,1.9,23.4,6.4,63.7,0.5,1.4,1.9
85,Florida International,12,29.8,19.3,31.0,62.1,221.0,1.4,40.1,185.1,4.6,2.0,71.1,406.1,5.7,9.5,11.8,1.3,22.7,6.2,53.2,0.8,0.8,1.5
86,Arkansas State,13,30.2,20.5,37.9,54.0,267.8,2.0,34.9,153.0,4.4,1.5,72.8,420.8,5.8,10.2,7.1,2.4,19.6,7.2,65.3,0.6,2.0,2.6
87,Texas,12,30.3,19.1,31.8,59.9,233.4,1.9,48.6,219.2,4.5,1.8,80.4,452.6,5.6,11.4,12.3,1.8,25.5,5.9,48.2,1.0,1.1,2.1
88,Oklahoma State,13,30.5,19.3,33.3,58.0,252.2,1.5,43.9,186.9,4.3,2.0,77.2,439.1,5.7,10.6,9.8,1.7,22.2,7.7,68.1,0.8,1.3,2.2
89,California,13,30.7,18.4,30.9,59.5,243.9,1.5,43.5,209.8,4.8,1.8,74.4,453.7,6.1,10.2,10.8,1.2,22.2,6.7,63.5,0.9,1.2,2.1
90,Syracuse,12,31.0,20.8,32.3,64.6,256.0,1.5,38.3,182.5,4.8,2.0,70.6,438.5,6.2,10.8,9.8,0.9,21.5,8.2,77.2,1.0,0.9,1.9
91,Cincinnati,13,31.2,18.2,31.5,57.7,216.5,1.8,39.1,192.1,4.9,1.6,70.5,408.6,5.8,9.6,8.5,2.2,20.3,6.3,57.5,0.4,0.7,1.1
92,Massachusetts,12,31.4,21.6,34.8,62.1,254.9,1.8,44.2,192.9,4.4,1.8,78.9,447.8,5.7,12.7,9.8,1.8,24.3,7.1,69.3,0.4,1.1,1.5
93,Kansas State,13,31.5,22.3,34.7,64.3,285.5,1.9,37.8,166.7,4.4,1.9,72.5,452.2,6.2,12.8,9.1,0.6,22.5,5.8,53.5,0.8,0.4,1.2
94,Louisiana,12,31.8,15.8,30.1,52.4,237.1,2.3,40.6,183.8,4.5,1.3,70.7,420.8,6.0,9.6,9.6,2.3,21.5,6.2,57.8,0.5,0.4,0.9
95,Miami (OH),12,32.0,19.3,31.3,61.6,235.7,1.7,40.7,171.4,4.2,2.2,71.9,407.1,5.7,11.0,8.3,1.4,20.7,6.7,56.6,0.6,0.8,1.4
96,Virginia,12,32.2,19.5,31.3,62.4,254.8,1.9,34.8,156.7,4.5,1.3,66.1,411.5,6.2,10.5,8.3,1.8,20.5,6.1,54.5,0.9,0.3,1.3
97,Iowa State,12,32.7,20.6,33.7,61.1,266.8,2.3,39.9,186.6,4.7,1.7,73.6,453.4,6.2,11.3,10.0,0.9,22.3,6.1,47.3,0.7,0.4,1.1
98,UTEP,12,32.9,16.9,29.9,56.5,265.0,2.0,32.8,164.1,5.0,1.6,62.7,429.1,6.8,10.4,7.0,1.4,18.8,6.0,62.8,0.6,0.4,1.0
99,Arizona State,13,33.5,22.6,39.7,57.0,337.8,2.6,34.7,126.1,3.6,1.1,74.4,463.9,6.2,12.5,7.2,1.1,20.8,5.8,51.1,0.5,1.2,1.6
100,UNLV,12,33.7,19.8,34.9,56.8,240.4,1.5,38.6,216.7,5.6,2.7,73.5,457.1,6.2,11.3,10.0,1.8,23.1,5.2,47.6,0.7,1.1,1.8
101,UTSA,12,33.8,20.4,34.1,59.9,275.2,1.8,40.3,168.5,4.2,1.7,74.3,443.7,6.0,12.7,9.0,1.9,23.6,5.9,57.7,0.7,1.2,1.8
102,Wyoming,12,34.0,15.5,23.3,66.7,196.9,1.9,42.7,225.2,5.3,2.1,65.9,422.1,6.4,8.6,11.7,1.8,22.0,4.8,47.3,0.4,0.4,0.8
103,Maryland,12,34.4,18.5,32.1,57.7,258.4,2.3,43.4,162.8,3.7,1.7,75.5,421.2,5.6,11.2,8.5,2.2,21.8,7.3,64.3,0.8,0.8,1.5
104,Rutgers,12,34.9,19.6,30.6,64.0,275.9,1.7,36.7,186.2,5.1,2.8,67.3,462.1,6.9,12.0,7.8,1.1,20.9,4.1,36.0,0.3,1.1,1.3
105,Hawaii,13,35.6,17.2,28.0,61.5,208.9,1.6,52.8,240.2,4.5,2.5,80.8,449.1,5.6,9.7,13.2,2.4,25.2,6.8,61.8,0.6,0.2,0.8
106,Arizona,13,35.8,21.2,34.1,62.3,268.2,2.1,44.7,198.5,4.4,2.3,78.8,466.7,5.9,11.2,10.3,1.6,23.1,7.3,70.8,0.4,0.8,1.2
107,Ball State,12,35.8,24.1,34.0,70.8,292.5,1.9,42.7,225.5,5.3,2.2,76.7,518.0,6.8,12.7,10.3,1.0,24.0,7.8,69.8,0.8,0.6,1.3
108,Old Dominion,12,35.8,20.9,33.6,62.3,234.3,1.8,43.5,203.6,4.7,2.5,77.1,437.8,5.7,11.3,10.7,1.3,23.3,4.3,44.7,0.8,0.7,1.5
109,Rice,12,35.8,15.4,25.8,59.9,257.2,2.8,37.0,190.3,5.1,1.8,62.8,447.4,7.1,9.9,8.4,1.9,20.3,4.9,46.9,0.7,0.2,0.8
110,Charlotte,12,36.3,19.9,33.8,58.9,229.0,2.1,41.8,193.0,4.6,1.8,75.6,422.0,5.6,9.5,9.7,2.1,21.3,6.1,54.7,1.0,0.8,1.8
111,Tulane,12,36.3,16.9,27.8,61.0,233.4,1.7,43.2,178.8,4.1,2.3,70.9,412.3,5.8,10.6,9.5,1.3,21.3,6.6,62.3,0.7,0.7,1.3
112,Louisiana-Monroe,13,36.5,14.9,26.2,56.9,214.8,2.2,49.1,208.0,4.2,2.1,75.3,422.8,5.6,8.2,11.3,1.5,21.0,7.7,72.5,0.7,0.4,1.1
113,Purdue,12,36.5,20.4,32.8,62.3,243.4,1.8,42.0,215.6,5.1,2.3,74.8,459.0,6.1,11.8,10.2,2.3,24.3,7.0,56.8,0.8,1.0,1.8
114,Oregon State,12,37.0,21.1,30.8,68.4,254.6,2.2,43.9,226.9,5.2,2.3,74.8,481.5,6.4,11.3,12.3,1.5,25.1,6.9,62.9,0.3,0.7,1.0
115,South Alabama,12,37.3,16.9,28.1,60.2,195.0,1.4,41.1,221.0,5.4,2.8,69.2,416.0,6.0,9.4,9.1,1.3,20.6,6.3,61.2,0.8,0.8,1.7
116,Oregon,13,37.5,26.8,42.7,62.7,306.5,2.3,37.8,178.8,4.7,1.8,80.5,485.3,6.0,13.5,9.8,1.8,25.2,7.2,61.2,0.7,1.0,1.7
117,Indiana,13,37.6,25.2,42.4,59.5,313.8,2.2,37.5,195.7,5.2,2.2,79.8,509.5,6.4,14.4,8.7,2.0,25.1,6.4,59.9,0.8,0.9,1.7
118,UCF,12,37.7,19.4,29.7,65.4,264.8,2.5,41.3,199.3,4.8,1.9,71.0,464.1,6.5,10.2,10.3,1.8,22.3,7.3,65.1,0.8,0.3,1.1
119,Fresno State,12,38.1,17.2,27.6,62.2,211.5,1.6,46.9,234.7,5.0,2.6,74.5,446.2,6.0,9.8,11.6,0.9,22.3,5.6,52.2,0.9,0.8,1.7
120,Texas State,12,39.2,19.0,29.3,65.0,263.8,2.2,45.2,258.8,5.7,2.5,74.4,522.7,7.0,10.8,11.6,1.5,23.8,7.1,57.8,0.9,0.3,1.2
121,Tulsa,13,39.8,22.2,35.8,61.8,296.8,2.1,45.6,239.8,5.3,2.8,81.5,536.6,6.6,13.1,10.5,1.7,26.6,7.5,70.3,1.1,0.8,1.8
122,North Texas,12,41.3,21.3,31.1,68.6,262.7,1.8,44.2,239.8,5.4,2.7,75.3,502.4,6.7,10.7,12.9,2.3,25.8,4.7,44.2,1.2,0.3,1.5
123,Eastern Michigan,12,42.1,15.3,25.0,61.3,202.8,1.8,49.0,316.6,6.5,3.7,74.0,519.3,7.0,8.8,15.8,2.2,26.8,6.0,53.7,0.7,0.3,1.0
124,Idaho,12,42.1,16.5,26.8,61.5,214.4,1.8,43.1,273.3,6.3,2.9,69.9,487.7,7.0,9.8,12.6,1.3,23.7,7.2,66.4,0.9,0.5,1.4
125,Texas Tech,13,43.6,20.8,33.9,61.2,267.8,1.8,45.4,279.9,6.2,3.4,79.3,547.7,6.9,11.4,12.8,1.7,25.9,6.4,59.4,0.8,1.2,1.9
126,New Mexico State,12,45.0,20.8,33.4,62.3,279.8,2.5,43.5,242.4,5.6,2.9,76.9,522.3,6.8,11.9,11.3,1.7,24.8,5.6,51.3,0.8,1.0,1.8
127,SMU,12,45.7,15.3,25.8,59.0,240.7,2.3,45.3,261.5,5.8,3.1,71.1,502.2,7.1,8.9,12.8,1.4,23.1,6.6,67.1,0.4,0.8,1.3
128,Kansas,12,46.1,22.3,33.5,66.4,293.7,2.0,47.1,267.2,5.7,3.1,80.6,560.8,7.0,11.6,12.3,1.8,28.5,4.4,38.4,0.8,0.8,1.5
