,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
26,Troy,13,32.8,24.5,40.3,60.9,246.6,2.0,34.5,167.6,4.9,1.8,74.8,414.2,5.5,11.5,9.5,1.5,22.4,6.8,57.8,0.9,0.8,1.8
27,California,13,32.6,16.1,30.5,52.6,189.8,1.9,33.5,186.2,5.6,1.7,64.0,376.0,5.9,8.5,7.5,1.8,17.7,5.9,49.9,0.7,0.8,1.5
28,Ole Miss,13,32.1,14.6,26.2,55.9,221.2,2.1,40.0,186.5,4.7,1.6,66.2,407.6,6.2,9.5,9.4,0.8,19.7,5.1,48.0,0.8,1.2,1.9
29,Georgia,13,31.5,18.9,30.8,61.5,277.7,2.1,32.8,148.3,4.5,1.6,63.5,426.0,6.7,12.5,7.3,1.2,21.0,8.6,72.2,0.7,0.8,1.5
30,LSU,13,30.9,15.8,30.1,52.7,201.3,1.6,38.1,166.8,4.4,2.1,68.2,368.1,5.4,8.8,9.4,1.4,19.5,6.3,49.9,0.2,1.4,1.5
31,Southern Mississippi,13,30.6,20.2,35.2,57.3,241.1,1.8,40.8,192.5,4.7,2.2,76.0,433.5,5.7,10.5,10.2,1.3,22.1,7.6,74.8,0.5,0.7,1.2
32,Oregon State,13,30.5,20.8,34.5,60.3,249.0,1.9,37.5,158.1,4.2,1.6,71.9,407.1,5.7,10.9,9.2,1.4,21.5,6.7,56.8,0.5,1.2,1.6
33,Buffalo,14,30.3,21.9,33.7,64.8,237.6,1.8,34.7,132.7,3.8,1.9,68.4,370.3,5.4,11.1,7.3,1.6,19.9,4.7,44.9,0.6,0.4,1.0
34,Iowa,13,30.3,14.4,24.6,58.4,181.7,1.2,39.6,188.7,4.8,2.3,64.2,370.4,5.8,8.3,11.2,1.2,20.7,4.1,34.3,1.0,0.8,1.8
35,Alabama,14,30.1,13.9,23.9,58.4,171.1,0.8,40.6,184.6,4.6,2.3,64.4,355.8,5.5,8.0,9.5,1.3,18.8,4.1,37.1,0.7,0.6,1.4
36,Akron,12,30.0,19.3,33.7,57.4,231.5,1.7,36.3,165.2,4.6,1.9,69.9,396.7,5.7,11.3,8.8,1.2,21.3,5.5,46.5,0.5,1.2,1.7
37,Fresno State,13,29.6,17.0,28.6,59.4,204.9,1.4,36.8,182.3,4.9,1.8,65.5,387.2,5.9,9.8,9.2,1.7,20.7,4.9,41.8,0.9,0.9,1.8
38,Central Michigan,13,29.5,24.4,36.9,66.0,289.8,2.2,37.2,133.7,3.6,1.5,74.2,423.5,5.7,13.5,8.5,1.1,23.2,5.8,56.6,0.3,0.6,0.9
39,Rutgers,13,29.0,19.2,31.9,60.2,270.4,2.0,32.5,128.0,3.9,1.6,64.5,398.4,6.2,12.2,6.5,1.6,20.3,4.5,38.8,0.4,1.2,1.5
40,Illinois,12,28.7,18.6,32.8,56.7,269.3,1.8,38.3,169.5,4.4,1.4,71.1,438.8,6.2,11.8,8.8,0.8,21.4,5.5,51.0,0.8,1.3,2.2
41,Western Michigan,13,28.6,26.6,41.2,64.7,294.7,2.8,27.5,116.8,4.2,0.8,68.7,411.5,6.0,13.0,6.3,2.2,21.5,6.2,47.4,1.0,0.8,1.8
42,Baylor,12,28.0,14.2,24.2,58.6,180.7,1.3,40.1,195.8,4.9,2.4,64.3,376.4,5.9,7.8,10.3,1.6,19.8,6.7,54.7,0.5,0.4,0.9
43,Bowling Green State,12,27.7,22.8,34.3,66.7,225.8,2.0,33.9,134.0,4.0,1.6,68.2,359.8,5.3,10.8,8.0,1.2,20.0,6.3,53.4,1.0,0.8,1.8
44,North Carolina,13,27.7,14.0,24.6,56.9,198.8,1.6,34.7,122.6,3.5,1.4,59.3,321.4,5.4,8.4,6.8,0.6,15.8,4.8,42.3,0.8,0.9,1.8
45,Ohio State,13,27.6,12.3,20.5,59.9,150.2,1.3,41.5,192.5,4.6,1.6,62.1,342.7,5.5,6.3,10.2,1.2,17.7,5.2,43.6,0.5,0.5,1.0
46,South Florida,13,27.6,19.6,31.3,62.7,239.6,1.4,39.8,165.4,4.2,1.8,71.2,405.0,5.7,11.9,9.2,1.2,22.4,8.5,67.8,0.8,1.2,1.9
47,Wisconsin,13,27.5,13.8,25.6,54.1,188.1,0.8,43.6,211.2,4.8,2.4,69.2,399.2,5.8,8.8,10.2,0.7,19.6,5.3,47.4,1.5,0.8,2.3
48,Memphis,13,27.2,19.0,33.6,56.5,222.4,1.5,41.5,194.8,4.7,1.9,75.2,417.2,5.6,10.1,11.5,2.2,23.8,4.5,39.9,0.4,0.9,1.3
49,Navy,13,27.2,3.5,7.2,49.5,60.9,0.5,55.0,292.4,5.3,2.5,62.2,353.3,5.7,2.1,14.3,0.8,17.2,3.2,26.8,0.8,0.4,1.2
50,Miami (FL),13,27.1,18.2,31.6,57.7,196.8,1.7,32.8,129.2,3.9,1.3,64.4,326.0,5.1,9.2,6.8,0.9,16.9,5.7,46.5,0.4,1.5,1.9
51,Pitt,13,27.1,16.4,29.3,55.9,203.4,0.8,37.8,139.1,3.7,2.2,67.2,342.5,5.1,9.1,7.8,1.5,18.4,4.4,33.8,1.0,1.1,2.1
52,Arkansas State,12,27.0,13.9,25.7,54.2,195.5,1.3,40.7,203.3,5.0,1.6,66.3,398.8,6.0,7.9,10.4,1.5,19.8,7.0,65.0,0.6,0.7,1.3
53,Air Force,13,26.8,5.7,10.6,53.6,82.2,0.7,59.8,266.9,4.5,2.1,70.4,349.1,5.0,2.8,14.8,1.0,18.5,5.6,46.3,0.8,0.5,1.3
54,Stanford,12,26.3,13.5,23.9,56.4,152.2,0.9,40.8,199.6,4.9,2.2,64.8,351.8,5.4,7.2,9.8,1.8,18.8,6.9,61.9,0.8,1.3,2.1
55,Cincinnati,14,25.9,20.7,33.7,61.4,253.0,1.9,32.5,117.6,3.6,1.1,66.2,370.6,5.6,11.1,7.1,1.3,19.4,7.1,64.5,1.1,1.1,2.1
56,Eastern Michigan,12,25.8,25.7,41.6,61.7,269.3,1.4,34.8,148.2,4.3,1.9,76.4,417.5,5.5,13.5,7.6,1.9,23.0,5.4,50.0,0.4,1.1,1.5
57,Kent State,12,25.7,13.8,25.0,55.0,169.7,1.2,43.9,230.6,5.3,2.3,68.9,400.3,5.8,7.3,12.3,1.7,21.3,5.2,39.6,1.2,0.9,2.1
58,UNLV,12,25.6,18.6,32.1,57.9,223.3,1.9,33.7,121.7,3.6,1.3,65.8,345.0,5.2,10.7,6.3,1.9,18.9,5.5,43.0,0.6,0.5,1.1
59,Iowa State,12,25.3,21.8,36.5,59.6,248.4,1.4,33.6,138.4,4.1,1.5,70.1,386.8,5.5,11.3,7.3,1.5,20.1,6.4,57.4,0.9,0.9,1.8
60,Clemson,13,25.2,19.1,30.8,62.0,217.8,1.2,33.2,111.5,3.4,1.7,63.9,329.4,5.2,9.9,6.4,1.8,18.2,5.5,47.5,1.0,1.2,2.2
61,Colorado State,13,25.2,19.7,32.8,60.0,248.2,1.5,35.1,147.6,4.2,1.4,67.9,395.8,5.8,10.8,8.2,1.1,20.2,4.6,42.1,0.3,1.2,1.5
62,Florida Atlantic,13,25.1,18.7,35.2,53.2,254.8,1.9,32.0,138.8,4.3,1.2,67.2,393.5,5.9,11.8,7.4,1.2,20.5,7.4,70.4,1.1,1.2,2.2
63,Michigan State,13,25.1,16.5,30.7,53.6,213.3,0.8,39.3,130.2,3.3,1.8,70.0,343.5,4.9,9.7,7.1,2.0,18.8,5.1,46.2,0.9,0.8,1.7
64,Texas A&M,12,25.0,20.9,34.3,60.9,252.4,1.9,30.4,88.5,2.9,1.2,64.8,340.9,5.3,10.9,6.1,1.6,18.6,7.3,56.8,1.3,1.0,2.3
65,Connecticut,13,24.9,12.6,25.3,49.8,139.7,0.4,42.8,216.4,5.1,2.1,68.1,356.1,5.2,6.3,11.1,1.7,19.1,5.1,43.9,0.9,1.3,2.2
66,Boston College,14,24.7,16.6,32.0,52.0,176.5,1.2,37.0,142.9,3.9,1.3,69.0,319.4,4.6,8.1,8.6,1.4,18.2,4.3,36.7,1.1,1.2,2.4
67,Florida International,12,24.7,15.5,29.4,52.7,218.3,1.4,34.8,98.7,2.8,1.3,64.3,316.9,4.9,8.2,5.6,1.3,15.0,8.8,66.6,0.8,0.8,1.6
68,Louisville,12,24.7,18.9,32.6,58.1,212.2,1.3,37.8,164.5,4.3,1.5,70.4,376.7,5.3,9.5,8.4,2.3,20.3,6.3,56.8,1.1,1.4,2.5
69,Notre Dame,13,24.7,20.8,34.4,60.6,245.4,1.9,33.5,109.7,3.3,0.8,67.9,355.1,5.2,10.2,7.0,2.0,19.2,5.4,49.9,0.8,1.3,2.2
70,Purdue,12,24.7,24.6,41.8,58.8,249.6,1.3,32.7,124.8,3.8,1.6,74.5,374.4,5.0,11.5,7.8,1.9,21.2,5.0,40.3,0.8,1.1,1.9
71,Hawaii,14,24.6,20.7,35.0,59.2,251.3,1.7,29.4,94.5,3.2,1.3,64.4,345.8,5.4,11.1,6.1,1.6,18.7,8.7,78.4,1.1,1.6,2.6
72,Louisiana Tech,13,24.6,12.2,26.4,46.1,156.0,0.7,40.2,187.1,4.7,1.8,66.6,343.1,5.2,6.0,10.6,1.4,18.0,6.1,52.5,0.8,0.8,1.5
73,West Virginia,13,24.5,15.5,23.5,66.2,150.5,1.7,39.8,209.9,5.3,1.2,63.2,360.4,5.7,6.6,10.3,1.3,18.2,4.5,41.2,0.6,0.6,1.2
74,Georgia Tech,13,24.4,5.7,12.7,44.8,99.2,0.4,49.2,273.2,5.6,2.5,61.9,372.5,6.0,4.2,11.6,0.7,16.5,4.8,43.8,1.5,0.5,2.1
75,Northwestern,13,24.4,21.5,35.2,60.9,216.7,1.5,37.8,141.8,3.8,1.2,73.0,358.5,4.9,10.8,7.3,2.1,20.2,4.7,43.6,0.8,1.4,2.2
76,Northern Illinois,13,24.2,13.5,24.0,56.4,163.8,1.0,38.5,171.2,4.4,1.7,62.5,335.1,5.4,7.6,8.9,1.2,17.7,4.8,43.8,0.5,0.9,1.4
77,Ohio,12,24.1,19.0,32.2,59.1,232.9,1.8,32.7,128.5,3.9,0.8,64.8,361.4,5.6,10.0,7.2,1.2,18.3,6.6,59.0,1.4,1.2,2.6
78,Utah State,12,24.0,16.1,28.5,56.4,196.5,1.3,36.4,137.8,3.8,1.5,64.9,334.3,5.1,8.3,7.3,1.8,17.4,7.3,66.8,0.9,1.2,2.1
79,Louisiana-Monroe,12,23.7,16.8,28.9,57.9,184.6,1.7,35.3,152.7,4.3,1.3,64.3,337.3,5.2,8.4,6.8,1.9,17.1,6.8,59.8,0.4,0.8,1.2
80,North Carolina State,13,23.5,15.2,30.2,50.3,206.0,1.5,34.0,123.2,3.6,1.1,64.2,329.2,5.1,8.5,7.5,1.2,17.2,5.5,42.3,0.5,1.1,1.5
81,East Carolina,14,23.4,17.7,29.9,59.3,214.0,1.1,37.0,126.4,3.4,1.2,66.9,340.4,5.1,9.0,7.4,0.8,17.2,5.9,53.0,1.4,0.6,2.0
82,Temple,12,23.4,15.6,28.3,55.2,202.9,1.8,34.4,95.2,2.8,1.0,62.7,298.1,4.8,8.0,5.6,1.3,14.9,6.8,55.3,1.0,1.1,2.1
83,Minnesota,13,23.2,19.8,31.9,62.2,219.1,1.2,33.5,103.8,3.1,1.5,65.5,322.9,4.9,9.4,6.3,0.8,16.5,6.4,53.5,0.8,0.6,1.5
84,Arizona State,12,22.8,19.0,32.9,57.7,220.3,1.4,30.8,89.1,2.9,0.6,63.7,309.4,4.9,9.3,5.8,1.9,17.1,7.8,66.8,0.6,0.9,1.5
85,Middle Tennessee State,12,22.8,21.3,34.5,61.8,241.7,1.5,34.3,106.9,3.1,1.3,68.8,348.6,5.1,10.6,7.0,1.1,18.7,5.7,50.6,0.8,0.9,1.7
86,UAB,12,22.8,17.3,29.4,58.9,197.3,0.8,36.3,168.9,4.7,1.6,65.7,366.2,5.6,8.7,8.4,1.4,18.5,6.9,65.3,0.8,1.3,2.1
87,Kentucky,13,22.6,17.5,31.9,54.7,171.8,0.8,34.2,127.5,3.7,1.4,66.1,299.3,4.5,7.5,7.4,1.4,16.3,5.3,43.2,0.6,1.0,1.6
88,Toledo,12,22.4,19.1,31.8,60.1,187.8,1.1,31.3,146.3,4.7,1.5,63.0,334.1,5.3,8.8,7.7,1.3,17.8,6.3,49.5,1.0,0.7,1.7
89,New Mexico State,12,22.2,27.5,41.0,67.1,301.3,2.1,26.5,54.3,2.0,0.6,67.5,355.6,5.3,12.6,4.1,1.7,18.3,5.4,45.3,1.1,1.3,2.4
90,Virginia Tech,14,22.1,11.9,20.8,57.4,129.1,0.4,46.1,174.4,3.8,1.6,66.9,303.4,4.5,6.0,9.6,1.7,17.4,5.0,34.7,0.6,0.9,1.4
91,Arkansas,12,21.9,21.1,36.9,57.1,259.6,1.6,31.5,113.5,3.6,1.1,68.4,373.1,5.5,11.2,6.9,1.3,19.3,6.6,48.7,0.6,1.5,2.1
92,Maryland,13,21.8,17.5,30.7,56.9,206.7,1.2,33.5,144.0,4.3,1.4,64.2,350.7,5.5,9.8,6.9,1.2,17.9,4.7,41.2,0.9,1.0,1.9
93,SMU,12,21.3,22.4,39.7,56.5,272.9,2.4,18.1,41.4,2.3,0.3,57.8,314.3,5.4,11.8,3.6,1.8,17.1,6.2,48.8,0.6,2.1,2.7
94,New Mexico,12,21.1,13.3,24.1,55.0,131.3,0.3,45.0,208.3,4.6,1.9,69.1,339.6,4.9,6.4,10.7,1.3,18.3,6.8,57.8,0.7,1.2,1.8
95,Wake Forest,13,21.0,18.0,28.5,63.2,186.9,1.1,39.6,121.4,3.1,1.1,68.1,308.3,4.5,8.5,7.1,1.2,16.8,4.7,48.2,1.0,0.5,1.5
96,South Carolina,13,20.8,19.2,34.8,55.1,222.5,1.5,32.1,94.1,2.9,0.5,66.8,316.5,4.7,9.9,7.0,1.6,18.5,5.8,49.2,0.8,2.1,2.9
97,Indiana,12,20.5,16.1,29.8,53.9,181.3,0.9,37.1,166.9,4.5,1.6,66.9,348.2,5.2,7.5,8.0,1.5,17.0,5.3,49.3,0.8,0.9,1.8
98,Marshall,12,20.5,14.7,29.3,50.1,172.7,1.4,35.3,157.8,4.5,1.1,64.5,330.4,5.1,7.1,8.4,1.3,16.8,5.3,45.3,0.7,1.2,1.8
99,Michigan,12,20.3,13.8,28.2,48.8,143.2,0.9,37.8,147.6,3.9,1.4,65.9,290.8,4.4,5.8,8.2,1.5,15.5,4.8,41.7,1.5,1.0,2.5
100,Colorado,12,20.2,18.8,33.7,55.9,194.0,1.6,36.6,124.5,3.4,0.8,70.3,318.5,4.5,9.3,8.3,1.2,18.8,5.4,43.0,0.8,1.2,2.0
101,Duke,12,20.1,20.7,34.2,60.5,197.7,1.4,34.9,106.2,3.0,0.8,69.1,303.8,4.4,9.8,6.8,1.2,17.8,4.7,43.8,0.8,1.0,1.8
102,North Texas,12,20.0,26.5,42.8,61.9,235.7,1.3,30.8,127.3,4.1,1.2,73.7,363.0,4.9,10.9,8.0,1.7,20.6,6.6,54.9,1.3,1.4,2.8
103,Idaho,12,19.6,16.7,31.6,52.8,187.8,1.7,35.4,133.2,3.8,0.8,67.0,320.9,4.8,8.7,7.3,1.7,17.7,6.4,61.4,1.0,1.7,2.7
104,San Diego State,12,19.3,22.6,40.8,55.4,239.3,1.3,23.7,73.2,3.1,0.9,64.4,312.4,4.8,10.8,4.9,1.6,17.3,6.1,51.0,1.2,0.9,2.1
105,Vanderbilt,13,19.2,12.1,24.5,49.2,122.6,1.1,36.2,133.6,3.7,1.0,60.8,256.2,4.2,5.5,7.2,2.1,14.8,4.3,36.4,0.7,0.9,1.6
106,San Jose State,12,18.7,19.7,31.9,61.6,196.2,1.0,32.2,86.7,2.7,0.9,64.1,282.8,4.4,7.9,4.9,1.7,14.5,6.8,51.9,0.5,1.1,1.6
107,Miami (OH),12,18.4,22.1,38.4,57.5,217.9,0.8,31.3,108.1,3.4,0.8,69.8,326.0,4.7,11.0,6.3,1.8,19.1,5.3,42.1,1.3,1.0,2.3
108,Syracuse,12,18.1,11.8,24.9,47.2,121.5,0.9,32.7,148.7,4.6,0.9,57.6,270.2,4.7,5.3,7.3,1.0,13.7,4.5,38.3,0.8,0.7,1.4
109,UCLA,12,17.7,19.8,36.1,54.7,200.5,0.8,31.6,82.8,2.6,0.8,67.7,283.3,4.2,9.7,4.6,2.1,16.3,6.6,56.5,0.7,1.8,2.4
110,Western Kentucky,12,17.5,13.8,26.5,51.9,142.2,0.8,35.7,143.9,4.0,1.3,62.2,286.1,4.6,6.5,7.3,1.4,15.2,5.3,51.3,0.6,1.0,1.6
111,Auburn,12,17.3,15.3,28.4,54.0,165.4,0.6,39.1,137.5,3.5,1.0,67.5,302.9,4.5,6.8,8.5,1.2,16.5,6.2,47.3,1.1,1.1,2.2
112,Tennessee,12,17.3,12.8,25.8,49.5,145.8,0.7,34.1,122.9,3.6,1.2,59.8,268.8,4.5,5.8,7.2,1.3,14.3,5.5,44.9,0.8,0.8,1.5
113,Tulane,12,16.7,19.0,34.1,55.7,221.3,0.8,33.3,118.4,3.6,1.2,67.3,339.7,5.0,10.0,6.4,1.7,18.1,6.0,52.5,0.6,1.3,1.8
114,UCF,12,16.6,11.0,25.7,42.9,116.3,1.0,37.8,113.3,3.0,0.7,63.4,229.5,3.6,6.0,6.2,0.8,13.0,5.7,52.3,1.2,0.9,2.1
115,Virginia,12,16.1,22.4,36.6,61.3,203.2,0.8,28.3,96.6,3.4,1.2,64.8,299.8,4.6,10.5,5.5,1.4,17.4,4.9,42.4,0.8,1.7,2.5
116,Mississippi State,12,15.3,17.5,32.0,54.7,174.3,0.8,33.2,100.6,3.0,1.1,65.2,274.9,4.2,9.0,5.8,0.8,15.6,5.7,44.3,0.7,1.0,1.7
117,Army,12,14.8,4.8,10.7,44.5,46.3,0.3,52.9,241.4,4.6,1.4,63.6,287.7,4.5,2.7,11.2,1.7,15.5,3.8,36.4,2.0,0.5,2.5
118,Washington,12,13.3,14.4,30.5,47.3,163.8,0.5,34.9,99.3,2.8,1.1,65.4,263.2,4.0,7.8,6.8,2.1,16.7,4.7,39.8,1.0,1.3,2.3
119,Washington State,13,12.7,14.7,27.8,52.9,146.0,0.5,34.6,95.1,2.7,1.0,62.4,241.1,3.9,6.7,5.8,1.6,14.2,7.2,69.4,1.3,1.6,2.9
120,Wyoming,12,12.7,11.9,23.1,51.6,117.7,0.7,41.8,178.3,4.3,0.8,64.9,296.0,4.6,5.2,9.5,1.7,16.3,5.8,51.8,1.6,1.4,3.0
