,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
36,Hawaii,13,31.5,27.6,46.0,60.0,308.8,2.2,23.2,95.4,4.1,1.7,69.2,404.2,5.8,15.2,5.2,2.2,22.5,6.1,45.9,1.2,0.8,2.0
37,Michigan State,14,31.0,20.6,32.2,63.9,252.5,1.9,34.9,137.9,3.9,1.5,67.1,390.4,5.8,11.4,7.1,1.0,19.4,6.8,55.4,0.6,0.7,1.3
38,Arizona,12,30.8,33.2,48.1,69.0,370.8,2.4,27.6,94.5,3.4,1.4,75.7,465.3,6.1,16.9,6.5,2.3,25.8,7.9,65.5,0.5,1.3,1.8
39,Florida State,13,30.6,19.0,29.5,64.5,257.0,1.9,33.6,112.2,3.3,1.5,63.1,369.2,5.9,10.3,7.1,1.5,18.9,7.9,67.3,0.5,0.9,1.5
40,Temple,13,30.6,8.9,15.2,58.6,126.8,0.8,48.9,256.5,5.2,2.9,64.2,383.3,6.0,5.8,11.7,1.3,18.8,5.2,43.1,0.6,0.3,0.9
41,Ohio,14,30.5,19.6,30.5,64.2,249.0,2.1,42.6,200.3,4.7,1.3,73.1,449.3,6.1,10.9,11.2,1.4,23.4,6.1,59.4,1.1,0.8,1.9
42,Brigham Young,13,30.1,20.2,35.7,56.5,245.4,2.2,38.0,160.3,4.2,1.2,73.7,405.7,5.5,12.2,9.5,1.8,23.5,5.8,50.2,0.9,1.2,2.1
43,Louisiana Tech,13,30.1,21.4,36.8,58.2,248.4,1.6,39.2,146.2,3.7,1.6,75.9,394.6,5.2,10.2,8.5,1.3,20.1,6.8,61.2,0.7,0.8,1.5
44,South Carolina,13,30.1,14.7,24.4,60.3,181.5,1.5,42.5,192.1,4.5,2.2,66.9,373.5,5.6,6.9,11.2,0.9,19.1,6.3,48.7,0.9,1.2,2.1
45,San Diego State,13,29.8,18.3,34.5,53.0,242.9,1.8,37.4,184.5,4.9,2.2,71.9,427.4,5.9,11.4,8.8,1.5,21.6,4.6,41.1,0.6,0.6,1.2
46,Washington State,12,29.8,24.8,41.0,60.4,322.3,2.5,32.7,100.2,3.1,1.1,73.7,422.4,5.7,14.5,6.3,2.4,23.3,6.5,61.3,0.8,1.0,1.8
47,Navy,12,29.7,5.4,11.3,48.1,85.8,0.8,57.8,312.3,5.4,2.8,69.1,398.0,5.8,3.3,16.8,1.2,21.3,2.3,20.0,0.8,0.5,1.3
48,South Florida,12,29.3,21.1,36.2,58.3,249.6,1.3,39.7,183.2,4.6,1.8,75.8,432.8,5.7,11.8,10.7,1.8,24.3,7.1,60.1,1.1,0.9,2.0
49,Nebraska,13,29.2,12.6,22.5,56.0,162.7,1.0,47.0,217.2,4.6,2.4,69.5,379.9,5.5,7.7,11.0,1.7,20.4,6.6,52.9,0.8,0.6,1.5
50,Notre Dame,13,29.2,23.2,36.4,63.8,252.6,1.6,33.3,160.4,4.8,1.9,69.7,413.0,5.9,12.5,8.9,2.2,23.5,6.4,59.1,0.9,1.3,2.2
51,Northwestern,13,28.9,22.2,31.3,71.0,254.2,2.0,44.4,166.6,3.8,1.9,75.7,420.8,5.6,11.5,10.5,1.5,23.5,4.3,37.8,0.6,0.7,1.3
52,Fresno State,13,28.5,21.5,34.5,62.3,272.6,2.0,33.8,139.2,4.1,1.4,68.2,411.8,6.0,10.5,8.5,1.7,20.7,6.8,62.2,1.0,0.8,1.8
53,California,13,28.3,18.9,33.8,55.9,246.6,1.3,37.2,154.8,4.2,1.9,71.1,401.5,5.6,11.2,7.8,2.5,21.5,7.5,72.4,0.9,0.9,1.8
54,North Carolina State,13,28.2,22.4,35.8,62.4,240.0,2.5,34.5,104.8,3.0,0.8,70.3,344.8,4.9,10.8,5.9,1.7,18.4,4.6,33.8,1.0,0.9,1.9
55,Texas,13,28.1,15.9,27.5,58.0,189.9,1.2,45.3,202.6,4.5,1.8,72.8,392.5,5.4,7.8,11.2,1.2,20.2,6.5,55.5,0.8,1.2,2.0
56,North Carolina,13,28.0,19.2,28.5,67.1,254.4,2.0,34.0,138.8,4.1,1.7,62.5,393.2,6.3,10.9,7.2,1.1,19.2,5.4,47.9,0.9,1.1,2.0
57,Virginia Tech,14,27.9,17.4,28.9,60.0,226.1,1.5,42.1,186.9,4.4,1.9,71.1,413.0,5.8,9.5,10.4,1.2,21.1,5.9,53.2,0.6,0.7,1.3
58,Iowa,13,27.5,18.5,31.7,58.3,234.8,1.9,34.9,137.7,3.9,1.4,66.6,372.5,5.6,10.6,8.0,1.8,20.5,4.8,35.6,0.8,0.6,1.4
59,UCF,12,27.1,19.6,28.8,67.9,238.0,0.9,38.8,168.8,4.3,2.3,67.7,406.8,6.0,10.7,9.4,0.9,21.0,5.7,48.9,0.8,0.7,1.5
60,Purdue,13,26.9,17.9,30.1,59.6,195.2,1.3,41.2,181.6,4.4,1.7,71.2,376.8,5.3,9.5,9.8,1.3,20.5,7.4,60.2,0.7,0.8,1.5
61,Vanderbilt,13,26.7,13.8,26.6,51.7,174.6,1.2,38.2,164.5,4.3,2.0,64.8,339.1,5.2,6.3,9.3,1.5,17.2,6.2,50.2,0.8,1.4,2.2
62,UTEP,12,26.6,18.8,33.3,56.4,225.6,1.2,34.2,154.9,4.5,2.0,67.4,380.5,5.6,10.2,8.0,1.7,19.8,4.6,41.0,0.8,1.4,2.3
63,Bowling Green State,12,26.5,21.2,35.7,59.3,261.6,2.3,33.5,122.9,3.7,1.1,69.2,384.5,5.6,11.9,6.8,0.8,19.5,4.8,42.1,1.2,1.2,2.3
64,Miami (FL),12,26.5,18.5,28.3,65.5,232.1,1.8,33.2,145.7,4.4,1.5,61.4,377.8,6.2,9.8,7.1,1.4,18.3,5.8,42.3,0.7,0.9,1.6
65,Rutgers,13,26.4,19.7,36.5,53.9,241.2,1.6,35.5,97.8,2.8,1.1,72.0,339.0,4.7,11.4,6.2,2.2,19.7,6.8,44.7,0.9,1.2,2.2
66,East Carolina,12,26.3,29.6,43.7,67.7,286.1,2.1,33.1,109.1,3.3,1.3,76.8,395.2,5.1,14.9,6.8,0.8,22.6,4.9,45.8,1.3,1.7,2.9
67,Wyoming,13,26.1,20.0,33.1,60.5,206.8,1.6,37.3,181.6,4.9,1.5,70.4,388.5,5.5,9.5,8.7,1.4,19.5,4.8,46.4,0.6,0.8,1.5
68,Wake Forest,13,26.0,21.4,35.2,60.8,253.2,1.7,35.7,114.6,3.2,1.4,70.8,367.8,5.2,11.2,7.8,1.2,20.2,4.8,43.5,0.3,0.6,0.9
69,SMU,13,25.8,21.6,36.6,59.0,274.8,1.3,27.3,113.8,4.2,1.9,63.9,388.6,6.1,12.6,4.8,1.5,18.8,6.2,50.5,1.0,1.5,2.5
70,Auburn,13,25.7,12.6,22.5,56.2,155.5,1.3,41.2,182.3,4.4,1.5,63.7,337.8,5.3,6.6,9.9,0.9,17.5,5.8,52.0,0.6,1.0,1.6
71,Florida,13,25.5,14.0,24.6,56.9,185.7,1.0,36.1,143.0,4.0,1.3,60.7,328.7,5.4,8.2,7.3,1.6,17.1,7.7,59.5,1.0,1.0,2.0
72,Ball State,12,25.3,24.4,38.3,63.7,241.0,1.6,33.3,138.4,4.2,1.4,71.6,379.4,5.3,11.7,7.4,1.9,21.0,4.5,35.5,0.6,0.9,1.5
73,Mississippi State,13,25.3,15.2,26.8,56.7,181.8,1.5,39.5,175.3,4.4,1.5,66.3,357.2,5.4,7.8,9.5,1.3,18.5,5.5,43.6,0.5,1.0,1.5
74,Florida International,13,25.0,18.3,30.0,61.0,214.9,1.2,36.7,145.6,4.0,1.4,66.7,360.5,5.4,8.8,8.2,1.6,18.6,7.8,65.8,0.8,0.4,1.2
75,Utah,13,25.0,14.5,25.7,56.3,173.2,1.5,36.3,137.6,3.8,1.2,62.0,310.8,5.0,7.2,7.4,1.8,16.4,5.7,51.7,1.0,0.8,1.8
76,Army,12,24.8,3.1,8.1,38.1,50.4,0.4,61.7,346.5,5.6,2.9,69.8,396.9,5.7,2.3,18.2,0.8,21.2,4.1,36.3,1.8,0.3,2.2
77,North Texas,12,24.8,16.6,28.9,57.3,189.3,1.2,40.0,152.4,3.8,1.6,68.9,341.8,5.0,8.8,7.8,1.2,17.8,5.0,41.4,0.7,0.8,1.4
78,Louisiana-Monroe,12,24.6,22.8,39.4,57.9,237.6,1.3,38.8,153.0,3.9,1.8,78.3,390.6,5.0,12.3,7.6,2.1,21.9,5.7,50.0,0.7,0.8,1.5
79,New Mexico State,13,24.5,19.2,34.7,55.2,273.1,1.8,34.3,125.0,3.6,1.2,69.0,398.1,5.8,11.8,7.2,1.2,20.3,6.9,52.4,0.8,1.1,1.9
80,Ohio State,13,24.5,9.6,18.8,51.0,127.0,1.4,43.3,191.2,4.4,1.5,62.2,318.2,5.1,5.8,9.8,1.5,17.1,5.4,44.0,0.8,0.4,1.2
81,San Jose State,12,24.5,24.8,39.9,62.0,276.8,1.1,30.3,101.8,3.4,1.4,70.2,378.7,5.4,13.6,4.5,1.3,19.4,3.3,31.5,1.4,1.3,2.7
82,Connecticut,12,24.3,15.2,29.9,50.7,194.7,1.2,38.8,118.5,3.1,1.1,68.8,313.2,4.6,9.0,6.7,1.7,17.3,5.3,41.8,1.2,0.8,1.9
83,Pitt,13,24.2,20.2,32.8,61.7,209.8,0.9,39.8,140.3,3.5,1.6,72.6,350.1,4.8,11.0,7.6,1.3,19.9,5.3,39.5,0.6,1.1,1.7
84,Syracuse,12,24.2,21.8,34.8,62.4,227.8,1.9,33.0,120.4,3.6,0.8,67.8,348.2,5.1,11.1,6.6,1.3,19.0,6.6,62.8,0.8,0.8,1.6
85,Rice,12,23.3,18.5,32.0,57.8,196.8,1.3,38.9,150.9,3.9,1.1,70.9,347.7,4.9,7.8,9.1,1.3,18.2,4.8,38.4,1.0,0.6,1.6
86,Virginia,13,23.2,19.6,34.1,57.6,237.7,1.3,38.2,162.1,4.2,1.4,72.2,399.8,5.5,11.5,8.5,1.0,20.9,5.3,42.3,0.9,1.2,2.2
87,Maryland,12,23.1,19.4,36.2,53.7,210.3,1.2,35.1,169.3,4.8,1.3,71.3,379.7,5.3,10.2,8.9,1.2,20.3,4.1,36.2,0.6,1.3,1.9
88,UCLA,14,23.1,13.8,24.7,55.8,198.3,1.3,39.4,178.4,4.5,1.6,64.1,376.6,5.9,8.5,8.5,1.6,18.6,6.6,59.0,1.2,0.6,1.9
89,Western Kentucky,12,22.9,14.0,25.1,55.8,167.3,0.9,45.3,181.6,4.0,2.1,70.4,348.9,5.0,7.6,9.0,1.6,18.2,7.4,62.3,0.8,1.1,1.9
90,Iowa State,13,22.7,19.2,37.2,51.4,212.3,1.3,41.4,174.2,4.2,1.5,78.6,386.5,4.9,9.8,9.5,1.7,21.0,6.8,52.3,1.4,1.3,2.7
91,Central Michigan,12,22.6,21.5,38.2,56.3,274.2,2.1,27.8,115.8,4.2,0.6,65.9,389.9,5.9,12.1,6.5,1.1,19.7,4.7,46.7,0.4,1.5,1.9
92,Illinois,13,22.6,17.4,27.8,62.4,184.0,1.1,42.3,171.7,4.1,1.6,70.2,355.7,5.1,8.4,9.5,1.5,19.3,4.9,42.2,1.2,1.0,2.2
93,Duke,12,22.5,26.3,41.1,63.9,272.2,1.3,30.4,94.1,3.1,1.6,71.5,366.3,5.1,12.0,5.6,2.0,19.6,4.7,38.9,0.8,1.0,1.8
94,Troy,12,22.4,27.7,44.3,62.5,291.3,1.8,28.0,88.7,3.2,1.0,72.3,380.0,5.3,13.1,5.3,1.3,19.8,6.7,53.0,1.3,1.3,2.6
95,Kansas,12,22.3,15.9,25.1,63.5,167.4,1.3,45.3,159.4,3.5,1.7,70.3,326.8,4.6,7.8,9.5,1.8,19.0,5.8,45.9,0.9,1.0,1.9
96,Middle Tennessee State,12,22.3,24.9,42.4,58.7,254.3,1.8,35.8,146.8,4.1,1.2,78.2,401.1,5.1,11.7,8.7,1.3,21.7,4.8,42.6,1.1,1.3,2.3
97,Buffalo,12,22.2,19.7,35.2,55.9,210.2,1.0,36.3,155.0,4.3,1.8,71.5,365.2,5.1,9.8,8.3,1.8,19.8,5.6,54.4,0.5,0.8,1.3
98,Louisville,13,21.9,18.7,29.3,63.8,211.5,1.5,35.8,121.5,3.4,1.0,65.2,333.0,5.1,8.9,7.2,0.4,16.5,6.9,56.5,0.7,1.0,1.7
99,Marshall,13,21.8,18.9,31.3,60.4,213.3,1.7,34.3,120.1,3.5,0.7,65.6,333.4,5.1,9.1,6.3,0.8,16.2,5.5,41.8,0.9,1.2,2.1
100,Oregon State,12,21.8,26.7,41.9,63.6,286.8,1.3,26.5,86.9,3.3,1.0,68.4,373.7,5.5,13.3,4.6,1.8,19.8,7.4,68.7,1.0,1.6,2.6
101,Colorado State,12,21.4,17.3,28.7,60.5,184.6,1.0,37.7,166.8,4.4,1.4,66.3,351.4,5.3,7.4,9.2,1.8,18.3,6.8,60.8,1.0,1.2,2.2
102,Indiana,12,21.4,17.6,31.5,55.8,199.4,0.8,41.0,161.0,3.9,1.5,72.5,360.4,5.0,9.6,8.9,1.6,20.1,6.9,64.7,0.6,0.9,1.5
103,Eastern Michigan,12,21.3,9.2,16.8,54.5,126.7,1.2,47.9,218.3,4.6,1.3,64.8,345.0,5.3,5.0,11.5,1.1,17.6,7.3,61.2,0.8,0.7,1.4
104,Miami (OH),12,21.3,25.1,38.3,65.6,299.1,2.0,31.3,73.8,2.4,0.9,69.5,372.9,5.4,13.4,5.6,1.0,20.0,5.8,45.9,0.8,0.9,1.8
105,Tulane,13,21.1,19.1,35.5,53.8,214.0,1.0,33.0,126.3,3.8,1.3,68.5,340.3,5.0,9.5,6.8,1.2,17.5,5.7,49.8,0.8,1.2,2.0
106,Idaho,12,20.3,18.4,34.9,52.7,188.3,0.9,32.6,113.3,3.5,1.0,67.5,301.5,4.5,8.8,5.3,1.5,15.6,6.3,59.5,0.8,1.3,2.2
107,Tennessee,12,20.3,18.6,33.3,55.8,242.6,1.5,32.7,90.1,2.8,0.9,66.0,332.7,5.0,10.5,6.1,1.5,18.1,5.8,46.8,0.5,1.0,1.5
108,UAB,12,20.2,20.5,36.7,55.9,234.6,1.0,33.5,129.4,3.9,1.1,70.2,364.0,5.2,11.3,7.2,1.7,20.2,5.0,43.6,0.9,1.3,2.2
109,Colorado,13,19.8,19.2,34.6,55.6,237.6,1.6,30.8,108.7,3.5,0.8,65.5,346.3,5.3,10.4,6.2,1.9,18.5,7.9,66.6,0.6,0.8,1.5
110,Penn State,13,19.3,13.9,28.9,48.1,177.0,0.8,39.6,165.4,4.2,1.4,68.5,342.4,5.0,8.2,8.9,1.2,18.3,5.0,43.5,1.0,0.9,1.9
111,Minnesota,12,18.4,11.2,22.8,48.9,150.3,0.8,39.2,160.0,4.1,1.2,62.0,310.3,5.0,6.8,8.7,0.8,16.3,5.7,49.4,0.6,0.8,1.4
112,Boston College,12,18.2,14.4,27.0,53.4,167.8,1.0,36.4,130.9,3.6,1.0,63.4,298.8,4.7,8.6,6.4,0.9,15.9,4.2,34.5,0.8,0.8,1.7
113,UNLV,12,17.3,12.0,22.4,53.5,109.6,0.8,41.7,164.3,3.9,1.2,64.1,273.8,4.3,5.4,8.4,1.3,15.1,6.7,61.2,0.6,0.8,1.4
114,Kent State,12,17.1,14.3,29.0,49.4,145.4,0.9,35.9,108.1,3.0,0.9,64.9,253.5,3.9,7.0,5.2,1.4,13.6,6.3,63.7,0.8,0.8,1.6
115,Memphis,12,16.3,18.7,34.0,54.9,190.3,0.8,31.5,84.0,2.7,0.8,65.5,274.3,4.2,8.9,5.1,1.2,15.2,4.8,43.6,0.8,0.7,1.5
116,Ole Miss,12,16.1,12.9,26.1,49.5,151.7,0.8,38.3,129.6,3.4,1.0,64.4,281.3,4.4,6.6,8.1,0.8,15.5,6.7,57.7,1.0,1.1,2.1
117,Kentucky,12,15.8,14.3,28.0,50.9,135.6,1.0,35.7,124.2,3.5,0.8,63.7,259.8,4.1,5.6,7.0,1.6,14.2,4.9,40.2,1.0,1.0,2.0
118,Akron,12,14.2,14.3,31.3,45.5,163.3,1.0,34.4,114.4,3.3,0.6,65.8,277.8,4.2,7.6,6.8,1.5,15.8,5.3,43.6,1.1,0.9,2.0
119,Florida Atlantic,12,12.9,15.3,29.3,52.1,143.1,0.7,32.3,105.7,3.3,0.8,61.5,248.8,4.0,7.5,5.8,1.4,14.7,7.7,68.2,0.9,1.3,2.3
120,New Mexico,12,12.0,16.8,29.6,56.6,183.0,0.6,33.8,113.2,3.4,0.8,63.3,296.2,4.7,7.4,6.8,1.3,15.6,6.8,48.5,1.1,0.7,1.8
