,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
15,Ohio State,14,19.0,17.6,31.9,55.0,195.9,1.1,35.8,105.1,2.9,0.9,67.7,300.9,4.4,9.1,5.5,2.1,16.7,5.9,51.5,0.8,0.9,1.7
16,Texas Christian,14,19.0,16.4,31.1,52.5,227.5,1.6,34.3,103.9,3.0,0.6,65.4,331.4,5.1,9.1,5.6,1.9,16.6,4.8,42.6,0.5,0.9,1.4
17,Iowa,13,19.9,19.8,35.3,56.0,212.8,1.5,35.0,144.6,4.1,0.8,70.3,357.5,5.1,10.0,7.4,1.4,18.8,6.1,54.7,0.4,1.6,2.0
18,Marshall,13,19.9,18.5,33.2,55.6,220.5,1.4,35.8,121.2,3.4,1.0,69.0,341.7,5.0,10.4,6.8,2.1,19.2,5.5,56.1,0.7,0.5,1.2
19,Michigan State,13,20.0,18.5,32.7,56.7,201.9,1.2,28.3,95.3,3.4,0.9,61.0,297.2,4.9,9.4,4.8,1.6,15.8,4.8,45.5,0.7,1.1,1.8
20,Northwestern,13,20.1,21.8,38.1,57.2,249.5,1.4,33.1,107.8,3.3,1.0,71.2,357.4,5.0,11.5,6.4,1.3,19.2,5.2,48.9,0.6,1.3,1.9
21,Appalachian State,13,20.2,16.8,29.2,57.6,205.1,1.1,35.3,137.6,3.9,1.1,64.5,342.7,5.3,8.4,7.3,1.4,17.1,7.2,60.7,0.6,1.4,2.0
22,Duke,13,20.2,12.8,25.3,50.8,179.4,1.2,38.3,153.2,4.0,1.2,63.6,332.6,5.2,6.7,7.9,1.7,16.3,5.7,53.5,0.3,1.2,1.5
23,San Diego State,13,20.2,14.7,25.6,57.4,178.7,1.1,36.2,135.8,3.8,1.3,61.8,314.5,5.1,6.5,7.5,1.2,15.3,4.7,41.9,0.5,1.1,1.5
24,Purdue,13,20.5,19.1,33.6,56.8,242.5,1.6,37.4,133.2,3.6,0.8,71.0,375.8,5.3,10.6,6.8,1.8,19.2,6.9,59.8,0.8,0.8,1.6
25,South Carolina,13,20.7,19.9,33.8,58.9,226.0,1.1,37.2,141.1,3.8,1.2,71.1,367.1,5.2,10.7,7.8,1.8,20.4,5.5,40.5,1.1,1.1,2.2
26,Iowa State,13,20.9,21.8,32.5,67.1,238.2,1.8,35.4,128.0,3.6,0.8,67.8,366.2,5.4,11.4,7.4,1.2,19.9,7.2,67.5,0.6,0.9,1.5
27,Mississippi State,13,20.9,12.2,24.2,50.6,174.7,1.0,34.5,131.6,3.8,1.4,58.6,306.3,5.2,5.5,6.2,1.8,13.5,4.9,48.2,0.6,1.0,1.6
28,Miami (FL),13,21.0,19.7,34.4,57.3,217.1,1.5,41.5,147.1,3.5,0.8,75.9,364.2,4.8,9.9,9.2,1.6,20.8,5.7,50.4,1.1,1.3,2.4
29,Florida State,13,21.2,18.7,33.8,55.2,195.5,1.2,35.8,135.6,3.8,1.5,69.7,331.1,4.8,9.2,6.9,1.2,17.4,4.6,39.2,0.5,0.7,1.2
30,Texas,13,21.2,20.1,34.9,57.5,258.8,1.3,35.5,107.8,3.0,1.1,70.4,366.6,5.2,10.0,6.3,1.3,17.6,6.8,52.0,0.8,1.2,2.0
31,Notre Dame,13,21.5,19.4,34.2,56.6,214.7,1.8,38.9,154.5,4.0,0.7,73.2,369.2,5.0,10.2,8.5,1.5,20.1,6.5,55.2,0.8,0.8,1.5
32,Army,13,22.0,14.6,23.4,62.5,176.8,1.1,32.4,173.8,5.4,1.8,55.8,350.6,6.3,8.2,8.8,1.2,18.2,4.8,38.3,0.7,0.5,1.2
33,Northern Illinois,13,22.0,18.6,32.8,56.7,218.5,1.2,40.5,120.0,3.0,1.1,73.3,338.5,4.6,8.9,6.5,1.6,17.0,6.0,62.1,0.5,1.2,1.7
34,Florida Atlantic,14,22.7,19.7,35.3,55.9,230.7,1.3,39.8,158.9,4.0,1.6,75.1,389.6,5.2,11.6,8.3,1.9,21.9,5.0,43.2,0.4,1.4,1.9
35,Stanford,14,22.7,19.6,30.9,63.3,236.1,1.4,36.8,169.4,4.6,1.3,67.7,405.6,6.0,10.2,9.1,1.6,20.9,6.6,63.4,0.7,1.3,2.0
36,Boston College,13,22.8,16.2,31.5,51.3,191.6,0.8,39.8,191.2,4.8,2.0,71.2,382.8,5.4,8.8,8.5,0.7,18.1,4.7,37.8,0.5,1.4,1.9
37,Minnesota,12,22.8,17.5,27.7,63.3,174.5,1.3,35.2,172.2,4.9,1.6,62.8,346.7,5.5,7.9,8.4,1.0,17.3,5.3,53.3,0.8,0.7,1.5
38,Boise State,14,22.9,20.0,33.6,59.6,212.4,1.2,35.4,120.2,3.4,1.4,68.9,332.6,4.8,9.6,7.0,1.3,17.9,4.4,41.8,0.8,1.1,1.9
39,Utah,13,23.2,18.9,33.9,55.8,207.1,1.3,32.6,131.8,4.0,1.1,66.5,338.8,5.1,9.0,6.8,1.8,17.6,5.3,49.5,1.0,1.1,2.1
40,Eastern Michigan,12,23.3,16.3,28.0,58.0,190.3,1.3,40.1,173.3,4.3,1.4,68.1,363.6,5.3,8.7,8.0,1.9,18.6,7.3,64.4,0.8,0.7,1.5
41,South Florida,12,23.5,19.2,36.3,52.9,232.8,1.4,38.2,126.9,3.3,1.4,74.4,359.8,4.8,10.3,7.2,2.5,19.9,7.9,71.3,0.3,1.7,2.0
42,Houston,12,23.8,24.6,39.4,62.4,274.3,0.8,39.3,147.9,3.8,1.6,78.7,422.2,5.4,12.3,8.9,1.7,22.8,6.6,53.1,0.5,1.3,1.8
43,Miami (OH),12,24.1,16.0,30.4,52.6,200.8,1.6,37.2,167.7,4.5,1.1,67.6,368.5,5.5,8.2,8.1,2.5,18.8,5.7,55.2,0.5,0.9,1.4
44,Ohio,13,24.2,21.5,38.2,56.5,261.2,1.9,31.8,110.5,3.5,0.8,69.9,371.7,5.3,10.9,5.7,1.5,18.2,7.7,69.1,0.6,0.7,1.3
45,Southern Mississippi,13,24.5,15.2,29.0,52.5,193.5,1.2,36.8,138.5,3.8,1.6,65.8,331.9,5.0,8.2,7.3,2.0,17.6,4.9,44.4,0.7,0.7,1.4
46,Brigham Young,13,24.7,19.5,29.7,65.8,225.2,1.5,40.0,147.6,3.7,1.2,69.7,372.8,5.3,10.4,9.2,1.0,20.5,5.3,49.0,0.7,0.6,1.3
47,Middle Tennessee State,13,24.7,20.7,33.5,61.8,223.2,1.4,38.6,137.8,3.6,1.5,72.1,361.1,5.0,9.2,8.5,2.0,19.6,5.7,56.3,0.5,0.4,0.8
48,Buffalo,12,24.8,16.6,28.0,59.2,203.3,1.5,44.4,195.4,4.4,1.8,72.4,398.8,5.5,8.8,11.3,1.4,21.6,5.7,53.6,0.5,0.7,1.2
49,Georgia State,12,24.8,21.3,33.8,63.1,251.4,1.9,33.0,136.4,4.1,1.2,66.8,387.8,5.8,10.7,6.9,0.9,18.5,5.9,48.2,0.6,0.8,1.4
50,Kansas State,13,25.2,25.2,40.5,62.2,309.1,1.8,32.8,117.7,3.6,1.3,73.3,426.8,5.8,13.5,6.8,0.8,21.0,5.7,47.2,0.8,0.9,1.8
51,North Carolina State,13,25.2,20.1,35.6,56.4,253.2,1.7,33.5,131.1,3.9,1.2,69.1,384.2,5.6,10.5,7.6,1.5,19.5,5.9,49.2,0.5,1.1,1.6
52,Indiana,12,25.3,15.1,27.7,54.5,179.7,1.5,41.4,160.4,3.9,1.5,69.1,340.1,4.9,7.0,8.2,2.3,17.5,7.6,65.5,0.7,0.4,1.1
53,UCF,13,25.3,20.1,36.2,55.5,268.1,1.8,38.3,159.8,4.2,1.2,74.5,427.9,5.7,10.8,8.5,2.2,21.5,8.3,74.0,0.9,1.5,2.5
54,Louisiana Tech,13,25.4,18.3,31.3,58.5,210.1,1.3,37.6,177.4,4.7,1.6,68.9,387.5,5.6,9.2,10.7,1.0,21.2,5.3,41.2,0.7,1.5,2.2
55,UAB,13,25.6,15.5,29.8,52.1,189.7,1.4,37.8,176.5,4.7,1.5,67.6,366.2,5.4,8.7,8.5,2.3,19.5,6.9,63.2,0.4,1.1,1.5
56,Arkansas State,12,25.8,17.0,33.1,51.4,241.4,1.5,38.3,136.1,3.6,1.4,71.4,377.5,5.3,10.0,7.3,2.1,19.3,6.9,60.1,0.8,1.2,2.0
57,Idaho,12,25.8,18.9,31.0,61.0,223.2,1.3,38.6,167.6,4.3,1.6,69.6,390.8,5.6,10.1,9.3,1.0,20.4,4.8,41.3,0.8,0.8,1.5
58,Temple,13,25.8,17.0,29.8,57.1,206.8,1.6,40.8,174.9,4.3,1.4,70.5,381.8,5.4,9.0,9.2,2.4,20.5,7.1,63.0,0.6,0.8,1.4
59,Washington State,13,25.8,14.6,27.0,54.1,170.9,0.8,35.9,152.7,4.3,2.0,62.9,323.6,5.1,7.2,8.0,1.4,16.4,5.8,50.7,1.0,1.2,2.2
60,USC,14,26.1,18.4,33.9,54.3,237.0,1.6,36.4,159.3,4.4,1.4,70.3,396.3,5.6,9.3,8.7,2.1,20.1,6.7,56.0,0.6,1.1,1.8
61,Toledo,14,26.2,16.5,31.4,52.5,207.1,1.4,37.0,177.9,4.8,1.9,68.4,385.0,5.6,9.2,8.6,2.4,20.3,5.4,50.8,0.4,1.1,1.4
62,Navy,13,26.3,15.7,25.6,61.3,215.8,1.8,34.4,154.5,4.5,1.4,60.0,370.3,6.2,8.8,7.8,1.3,17.9,5.2,40.2,0.7,0.5,1.2
63,Georgia Tech,11,26.5,17.8,30.3,58.9,200.6,1.5,33.9,153.6,4.5,1.4,64.2,354.3,5.5,9.0,8.5,0.8,18.3,3.8,36.0,0.4,0.5,0.9
64,South Alabama,12,26.5,21.8,35.1,62.2,265.9,1.8,35.8,152.3,4.3,1.3,70.8,418.3,5.9,11.6,8.2,1.8,21.5,5.4,38.7,1.0,0.7,1.7
65,Pitt,12,26.6,18.0,32.6,55.2,254.2,2.0,33.7,144.7,4.3,1.2,66.3,398.8,6.0,10.8,7.6,1.4,19.8,4.8,38.4,0.6,0.8,1.3
66,Western Kentucky,13,26.8,17.5,29.8,58.5,206.8,0.8,38.5,170.3,4.4,2.1,68.3,377.2,5.5,9.7,8.5,1.0,19.2,5.8,59.0,0.4,0.8,1.2
67,Utah State,13,26.9,16.1,28.9,55.6,182.5,1.3,48.2,217.2,4.5,1.5,77.1,399.6,5.2,8.3,11.3,1.6,21.2,7.1,56.2,1.2,1.0,2.2
68,Oklahoma,14,27.1,19.1,31.8,60.0,238.4,1.6,35.8,156.4,4.4,1.7,67.6,394.9,5.8,9.5,8.4,2.5,20.4,5.3,45.1,0.7,0.6,1.3
69,Florida,11,27.3,13.5,24.5,54.8,195.4,1.5,36.4,153.9,4.2,1.5,60.9,349.3,5.7,8.4,7.5,1.6,17.5,5.8,45.5,0.3,1.3,1.5
70,Louisville,13,27.4,17.2,29.6,58.2,224.7,1.4,39.5,163.4,4.1,1.8,69.2,388.1,5.6,10.2,9.1,1.2,20.5,5.7,55.3,0.8,1.0,1.8
71,Central Michigan,13,27.5,16.9,30.9,54.7,185.5,1.2,42.8,185.2,4.3,1.8,73.8,370.8,5.0,8.3,9.0,1.9,19.2,6.9,60.9,0.9,1.5,2.4
72,Colorado State,13,27.8,18.2,32.2,56.7,244.9,1.6,36.2,188.5,5.2,1.7,68.4,433.5,6.3,10.3,9.2,1.8,21.4,5.6,48.7,0.5,0.9,1.4
73,Akron,14,28.0,20.4,32.9,62.0,237.4,1.7,40.4,205.9,5.1,1.7,73.3,443.3,6.0,10.4,10.8,2.2,23.4,6.4,62.4,0.6,1.4,1.9
74,Colorado,12,28.2,18.9,33.9,55.8,242.6,1.4,39.6,208.3,5.3,1.9,73.5,450.8,6.1,10.6,11.1,1.6,23.3,5.3,50.1,0.5,0.7,1.2
75,Kentucky,13,28.2,21.1,32.8,64.2,251.6,1.6,35.8,175.3,4.9,1.8,68.7,426.9,6.2,11.2,9.5,1.5,22.2,7.0,60.5,0.5,0.8,1.4
76,Rutgers,12,28.3,17.2,30.1,57.1,216.8,1.6,39.3,182.5,4.6,1.8,69.4,399.3,5.8,10.8,8.2,1.3,20.3,6.8,57.3,0.3,1.0,1.3
77,Wake Forest,13,28.3,22.8,40.2,56.7,271.5,1.5,42.1,185.8,4.4,1.8,82.2,457.3,5.6,12.8,10.0,1.3,24.1,4.8,43.6,0.5,1.1,1.6
78,California,12,28.4,22.3,34.4,64.6,265.8,1.5,39.6,164.1,4.1,1.8,74.0,429.9,5.8,11.2,9.7,1.4,22.4,7.6,67.9,0.8,1.2,2.0
79,Virginia,13,28.4,13.2,24.8,53.4,165.8,1.4,42.8,199.3,4.7,1.9,67.6,365.1,5.4,7.8,9.7,1.4,18.8,5.1,45.3,0.2,1.2,1.4
80,Florida International,13,28.5,21.0,32.2,65.3,243.6,1.8,36.8,172.0,4.7,1.8,68.9,415.6,6.0,11.2,9.2,2.5,22.5,5.4,46.2,0.8,0.5,1.4
81,Oregon,13,29.0,19.7,35.8,55.1,240.6,1.9,37.0,128.5,3.5,1.5,72.8,369.2,5.1,10.2,7.2,3.5,20.7,5.3,54.7,0.8,1.2,1.9
82,Western Michigan,12,29.0,17.4,30.3,57.6,222.4,1.5,36.7,157.0,4.3,2.3,66.9,379.4,5.7,8.7,8.2,1.8,18.7,6.8,61.8,1.3,0.8,2.2
83,Tennessee,12,29.1,12.8,23.3,55.2,161.7,1.3,46.3,251.3,5.4,2.4,69.5,412.9,5.9,7.7,12.8,1.3,21.8,6.6,53.0,0.8,0.4,1.3
84,Tulane,12,29.2,15.1,26.6,56.7,225.7,1.6,38.7,210.4,5.4,2.1,65.3,436.1,6.7,9.1,10.0,1.1,20.2,6.2,56.3,0.6,1.1,1.7
85,Oklahoma State,13,29.4,20.4,35.4,57.6,268.6,1.5,38.9,140.7,3.6,1.8,74.3,409.3,5.5,11.1,8.6,2.3,22.0,5.8,47.9,0.5,1.3,1.8
86,New Mexico State,13,29.7,20.3,34.8,58.4,234.4,1.6,39.9,166.6,4.2,1.9,74.7,401.0,5.4,11.2,8.8,2.0,21.9,6.8,59.3,0.8,1.2,2.1
87,Texas A&M,13,30.7,19.0,31.8,59.8,237.6,2.2,40.6,171.0,4.2,1.5,72.4,408.6,5.6,9.8,8.3,1.6,19.8,5.4,44.8,0.9,0.8,1.7
88,North Carolina,12,31.3,16.8,30.3,55.4,223.1,1.8,44.3,213.0,4.8,1.8,74.6,436.1,5.8,9.0,11.0,2.1,22.1,5.3,48.1,0.8,0.6,1.3
89,Vanderbilt,12,31.3,15.9,27.3,58.2,194.6,1.3,39.9,199.8,5.0,2.5,67.3,394.3,5.9,8.3,10.5,2.2,21.0,7.2,46.4,0.2,0.6,0.8
90,Illinois,12,31.5,16.8,28.3,59.3,199.9,1.7,45.7,218.5,4.8,2.3,73.9,418.4,5.7,9.1,11.4,1.9,22.4,6.3,58.6,0.8,0.8,1.6
91,West Virginia,13,31.5,18.0,31.2,57.8,241.4,1.8,41.5,204.2,4.9,2.0,72.6,445.5,6.1,9.7,9.3,2.5,21.5,7.2,65.5,0.6,0.8,1.5
92,Old Dominion,12,31.7,18.3,29.7,61.8,223.5,1.6,44.1,204.2,4.6,2.5,73.8,427.7,5.8,10.7,10.8,1.3,22.7,4.8,50.3,0.7,0.7,1.3
93,Cincinnati,12,31.8,18.3,29.4,62.0,236.1,1.9,43.8,192.4,4.4,1.6,73.3,428.5,5.8,10.3,9.9,2.7,22.9,7.2,66.8,0.5,0.4,0.9
94,Massachusetts,12,31.8,16.2,30.3,53.3,207.0,1.4,40.0,197.4,4.9,2.3,70.3,404.4,5.8,8.2,9.3,1.5,19.0,7.3,72.7,0.6,1.1,1.7
95,Missouri,13,31.8,20.2,33.9,59.6,254.5,1.5,40.2,160.0,4.0,2.1,74.2,414.5,5.6,10.2,8.5,1.8,20.5,5.9,49.8,0.4,0.9,1.3
96,New Mexico,12,31.8,18.5,31.1,59.5,240.6,2.3,33.8,157.8,4.7,1.7,64.8,398.4,6.1,10.9,7.3,1.4,19.6,5.3,49.9,0.6,0.5,1.1
97,UNLV,12,31.8,17.9,29.0,61.8,219.3,1.3,44.2,239.3,5.4,2.7,73.2,458.7,6.3,9.7,13.2,1.2,24.0,5.5,54.3,1.0,0.6,1.6
98,Georgia Southern,12,32.2,15.3,27.6,55.6,230.1,2.3,34.5,180.3,5.2,1.8,62.1,410.4,6.6,9.0,8.0,1.8,18.8,5.3,45.4,0.5,1.2,1.7
99,Syracuse,12,32.2,19.3,31.8,60.9,247.3,1.6,37.6,196.7,5.2,2.3,69.3,444.0,6.4,10.2,9.1,1.4,20.7,6.6,59.6,0.7,0.3,1.0
100,Texas Tech,13,32.2,24.7,39.2,62.9,282.2,2.5,37.5,161.6,4.3,1.2,76.8,443.8,5.8,13.2,8.2,2.8,24.3,5.8,57.3,1.2,1.1,2.2
101,Air Force,12,32.4,11.3,20.3,55.6,171.1,1.3,37.6,222.8,5.9,2.6,57.8,393.9,6.8,6.8,9.5,1.4,17.7,4.2,38.1,0.4,0.4,0.8
102,Memphis,13,32.5,21.8,37.4,58.2,282.1,2.4,43.7,184.2,4.2,1.9,81.1,466.2,5.8,12.4,9.6,2.5,24.5,7.5,64.6,1.2,1.2,2.4
103,Arizona State,13,32.8,22.2,35.3,63.0,274.9,1.5,35.2,176.5,5.0,2.4,70.5,451.4,6.4,11.8,8.8,1.8,22.4,6.8,57.9,0.5,0.8,1.3
104,Charlotte,12,32.8,21.3,30.8,69.1,248.8,1.5,43.1,205.7,4.8,2.2,73.8,454.4,6.2,11.2,11.0,1.3,23.5,5.0,41.7,0.8,0.2,0.9
105,Texas State,12,33.6,20.8,33.1,63.0,297.3,1.8,37.8,141.9,3.8,1.8,70.8,439.2,6.2,12.3,7.4,1.0,20.8,7.3,65.0,0.8,0.0,0.8
106,Hawaii,12,33.9,17.8,27.8,63.8,248.6,2.4,40.0,210.2,5.3,1.9,67.8,458.8,6.8,10.8,10.3,1.8,22.8,5.7,51.6,0.5,0.8,1.3
107,Nevada,12,33.9,20.0,29.9,66.9,263.1,2.0,46.8,208.4,4.5,2.0,76.7,471.5,6.2,11.1,11.8,2.0,24.8,7.6,72.8,0.9,0.7,1.6
108,Coastal Carolina,12,34.0,18.3,28.8,63.3,241.3,1.7,39.1,169.5,4.3,2.3,67.9,410.8,6.0,10.8,9.5,1.6,21.8,5.6,52.5,0.5,0.4,0.9
109,Arizona,13,34.4,23.6,37.9,62.3,286.1,1.9,40.0,187.7,4.7,2.5,77.9,473.8,6.1,12.6,9.8,2.2,24.8,8.2,75.6,0.5,1.5,1.9
110,Ole Miss,12,34.6,16.6,28.8,57.7,214.2,1.5,45.8,245.3,5.4,2.4,74.6,459.5,6.2,10.1,11.1,2.0,23.2,5.7,53.6,0.4,0.7,1.1
111,North Texas,14,35.0,16.6,30.1,55.2,228.9,1.7,42.1,202.5,4.8,2.4,72.3,431.4,6.0,9.2,9.9,1.6,20.6,5.7,51.4,0.6,0.6,1.1
112,Kent State,12,35.1,14.1,25.1,56.1,195.1,1.6,40.4,216.0,5.3,2.6,65.5,411.1,6.3,8.1,9.3,2.8,20.1,6.7,55.1,0.6,1.0,1.6
113,Rice,12,35.8,19.3,27.8,69.7,233.3,1.7,38.5,192.6,5.0,2.5,66.3,425.8,6.4,10.8,10.1,0.9,21.8,4.1,33.8,0.3,0.3,0.5
114,Baylor,12,35.9,21.3,32.2,66.1,267.0,2.1,38.6,189.9,4.9,1.8,70.8,456.9,6.5,10.4,10.3,1.3,22.0,6.6,65.6,0.7,0.3,0.9
115,Arkansas,12,36.2,17.1,28.8,59.2,242.2,1.9,39.0,196.3,5.0,2.3,67.8,438.4,6.5,9.6,10.7,1.2,21.4,5.4,45.2,0.8,0.7,1.4
116,Nebraska,12,36.4,19.5,30.3,64.5,221.4,1.6,38.3,216.7,5.7,2.8,68.5,438.1,6.4,10.2,10.9,2.2,23.3,6.0,53.2,0.3,0.8,1.0
117,UCLA,13,36.6,15.6,27.3,57.2,196.3,1.5,49.9,287.4,5.8,2.7,77.2,483.7,6.3,8.6,12.7,3.3,24.6,7.5,67.1,0.4,0.6,1.0
118,SMU,13,36.7,19.0,30.3,62.7,269.0,2.0,42.0,207.7,4.9,2.5,72.3,476.7,6.6,11.2,10.4,1.8,23.4,7.2,66.2,0.8,0.9,1.8
119,UTEP,12,36.8,17.9,28.3,63.4,212.3,2.0,43.1,234.8,5.5,2.7,71.3,447.1,6.3,9.8,12.6,1.7,23.8,6.4,57.8,0.7,0.5,1.2
120,Maryland,12,37.1,19.9,33.8,58.9,228.6,1.9,40.8,190.8,4.7,2.4,74.7,419.4,5.6,11.3,10.0,2.7,23.7,5.8,57.5,0.5,0.8,1.3
121,Tulsa,12,37.5,17.8,27.1,65.5,263.9,2.0,45.3,265.0,5.9,2.7,72.3,528.9,7.3,10.7,11.8,1.9,24.4,8.2,79.0,0.6,0.6,1.2
122,Connecticut,12,37.9,26.5,39.4,67.2,333.9,2.8,37.3,185.1,5.0,2.2,76.7,519.0,6.8,14.4,9.5,1.8,25.7,9.0,81.2,0.4,0.5,0.9
123,Bowling Green State,12,38.0,18.4,31.3,58.8,253.3,1.8,45.3,253.3,5.6,2.9,76.7,506.6,6.6,11.3,12.7,2.1,26.1,5.4,46.7,1.2,0.8,1.9
124,Louisiana,12,40.0,19.7,30.1,65.4,256.1,1.8,44.7,236.8,5.3,3.3,74.8,492.8,6.6,11.0,12.6,1.6,25.2,5.3,46.3,0.5,0.8,1.3
125,Ball State,12,40.7,15.5,26.3,58.9,233.6,2.4,37.3,188.0,5.0,2.3,63.6,421.6,6.6,10.2,8.8,1.3,20.2,4.1,39.8,0.5,0.5,1.0
126,Louisiana-Monroe,12,41.0,19.7,31.8,61.9,299.3,2.7,41.6,232.8,5.6,2.7,73.3,532.1,7.3,12.3,11.4,1.4,25.1,7.1,65.6,0.4,0.8,1.2
127,San Jose State,13,41.7,17.0,27.6,61.6,213.9,1.9,52.8,285.4,5.4,3.1,80.4,499.3,6.2,9.5,13.2,1.3,24.1,6.4,53.4,0.8,0.5,1.2
128,Oregon State,12,43.0,19.1,28.7,66.6,237.3,2.4,42.9,235.8,5.5,2.9,71.6,473.1,6.6,10.8,12.8,2.6,26.2,6.3,60.3,0.6,0.6,1.2
129,Kansas,12,43.4,22.1,31.9,69.2,296.8,2.6,40.8,172.5,4.2,2.6,72.7,469.3,6.5,11.8,8.8,1.4,22.0,6.0,51.3,0.4,0.3,0.8
130,East Carolina,12,45.0,18.8,28.3,66.4,295.2,2.6,41.8,246.3,5.9,3.0,70.1,541.4,7.7,11.3,11.8,1.7,24.8,7.8,77.3,0.3,0.6,0.9
