,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
25,South Carolina,13,20.4,14.8,26.8,55.0,163.0,0.8,36.8,137.7,3.7,1.2,63.7,300.7,4.7,6.5,8.2,1.1,15.8,5.5,45.1,0.8,0.5,1.3
26,Arizona State,12,21.1,16.2,30.5,53.0,189.0,1.1,32.0,108.6,3.4,1.0,62.5,297.6,4.8,8.3,5.3,2.3,15.8,7.4,66.6,0.8,1.3,2.0
27,UCLA,13,21.2,16.5,28.2,58.6,191.2,1.2,36.1,142.8,4.0,1.1,64.3,334.0,5.2,7.8,8.7,1.0,17.5,6.0,47.8,0.8,1.5,2.3
28,Ohio,14,21.3,17.1,32.1,53.5,194.8,1.2,39.5,153.7,3.9,1.1,71.6,348.5,4.9,9.4,8.9,1.4,19.6,6.3,56.9,1.2,1.4,2.6
29,Brigham Young,13,21.5,20.2,34.5,58.4,218.9,1.4,32.5,110.2,3.4,1.2,67.0,329.1,4.9,10.0,6.7,1.7,18.4,7.0,61.1,0.8,1.1,1.8
30,Northern Illinois,13,21.6,17.3,28.8,60.2,205.5,1.4,32.2,124.8,3.9,1.0,61.0,330.3,5.4,9.2,6.9,1.5,17.6,4.8,38.9,1.2,0.6,1.8
31,Oklahoma State,13,21.7,21.9,38.8,56.5,236.8,1.2,31.9,95.8,3.0,1.0,70.7,332.5,4.7,11.5,5.8,2.0,19.4,6.6,53.2,0.9,1.4,2.3
32,West Virginia,13,21.7,17.2,32.5,53.0,209.8,1.5,34.0,126.7,3.7,0.7,66.5,336.5,5.1,8.6,7.3,0.9,16.8,5.5,45.6,0.5,1.3,1.8
33,Iowa State,13,21.8,20.7,33.4,62.0,250.2,1.8,38.1,165.7,4.4,1.0,71.5,415.8,5.8,11.4,9.4,1.2,22.0,5.1,41.5,1.3,1.2,2.5
34,Wisconsin,13,21.8,16.5,29.6,55.8,217.5,1.6,30.5,88.2,2.9,0.6,60.2,305.7,5.1,9.5,5.2,1.2,15.8,5.2,39.9,0.9,1.2,2.1
35,Army,12,21.9,11.9,21.4,55.6,152.8,1.1,39.1,151.8,3.9,1.3,60.5,304.7,5.0,6.8,7.4,1.4,15.6,6.2,53.2,0.9,1.1,2.0
36,East Carolina,14,21.9,23.3,38.2,60.9,258.0,1.7,32.1,120.3,3.8,0.8,70.3,378.3,5.4,11.0,8.2,1.1,20.3,5.9,59.4,1.2,1.2,2.4
37,Miami (FL),13,22.2,16.0,29.2,54.7,207.3,1.1,34.7,122.3,3.5,0.8,63.9,329.6,5.2,8.6,6.9,1.7,17.2,5.2,44.8,0.9,0.7,1.6
38,Tennessee,13,22.2,16.9,30.2,56.0,169.2,0.4,35.3,149.5,4.2,1.5,65.5,318.8,4.9,7.8,9.0,0.8,17.7,5.2,43.5,1.1,0.8,1.8
39,Temple,13,22.3,19.7,32.3,61.0,226.4,1.5,33.4,107.6,3.2,0.7,65.7,334.0,5.1,10.0,6.8,1.0,17.8,6.2,50.8,0.8,1.2,2.1
40,Kent State,12,22.4,19.3,34.1,56.7,218.9,1.2,37.7,137.1,3.6,1.3,71.8,356.0,5.0,9.4,7.6,1.5,18.5,5.8,55.2,0.9,1.3,2.2
41,Texas Tech,13,22.5,21.6,35.8,60.3,225.6,0.9,37.2,126.8,3.4,1.4,73.0,352.4,4.8,10.5,7.8,1.7,19.9,7.4,61.6,1.1,0.8,1.8
42,UCF,13,22.5,21.6,35.0,61.8,267.8,1.5,32.0,82.8,2.6,0.9,67.0,350.5,5.2,11.8,5.8,1.2,18.8,5.5,42.6,1.2,0.9,2.2
43,Kentucky,13,22.7,12.5,25.8,48.5,176.8,1.3,39.2,182.9,4.7,1.4,65.0,359.7,5.5,8.2,8.9,0.8,17.9,5.4,48.7,0.5,1.2,1.7
44,Cincinnati,13,23.1,20.5,32.3,63.6,230.2,1.2,39.6,143.8,3.6,1.5,71.9,374.0,5.2,11.3,8.2,1.1,20.5,6.3,51.7,0.2,1.2,1.5
45,Arkansas State,12,23.3,18.5,30.5,60.7,218.5,1.6,34.8,122.0,3.5,1.3,65.3,340.5,5.2,9.8,7.4,1.5,18.8,6.3,49.3,0.9,0.7,1.6
46,Kansas State,12,23.3,19.3,32.9,58.5,234.5,2.1,30.2,105.4,3.5,0.8,63.1,339.9,5.4,10.7,6.2,1.6,18.4,6.2,61.1,1.0,1.1,2.1
47,Vanderbilt,12,23.3,14.3,25.4,56.1,164.9,1.1,45.0,197.8,4.4,1.6,70.4,362.8,5.2,6.7,10.8,0.9,18.3,5.5,47.3,0.6,1.0,1.6
48,Connecticut,13,23.6,20.0,31.1,64.4,235.9,1.3,35.2,132.8,3.8,1.5,66.3,368.8,5.6,10.5,6.5,0.5,17.4,4.5,42.0,1.0,0.9,1.9
49,Middle Tennessee State,13,23.7,18.5,33.8,54.8,218.1,1.2,39.4,136.8,3.5,1.5,73.2,354.8,4.8,10.0,7.5,1.8,19.3,7.1,54.6,1.1,1.5,2.5
50,Buffalo,12,23.8,20.3,33.5,60.7,210.9,1.0,32.3,131.8,4.1,1.6,65.8,342.7,5.2,9.4,8.8,1.1,19.3,7.1,61.2,0.9,0.6,1.5
51,Minnesota,13,23.8,17.9,30.8,58.1,217.5,1.2,39.5,151.7,3.8,1.5,70.3,369.2,5.3,10.3,8.1,1.0,19.4,5.7,46.6,1.2,0.9,2.2
52,Oregon,13,23.8,19.5,35.1,55.7,207.6,1.4,38.2,128.7,3.4,1.2,73.3,336.3,4.6,9.8,6.6,1.9,18.4,6.1,50.2,0.8,1.1,1.9
53,Arizona,13,23.9,18.4,32.4,56.8,201.5,1.5,31.2,120.5,3.9,1.2,63.5,322.0,5.1,9.0,6.8,1.3,17.1,5.7,48.5,0.5,0.9,1.5
54,Marshall,13,24.3,19.8,34.0,58.1,236.9,1.5,31.2,134.8,4.3,1.4,65.2,371.8,5.7,10.6,7.1,1.4,19.1,6.6,57.3,0.7,0.7,1.4
55,Northwestern,13,24.5,18.3,30.9,59.2,221.8,1.4,33.8,128.6,3.8,1.5,64.8,350.5,5.4,10.0,7.4,0.7,18.1,5.6,55.0,1.0,1.3,2.3
56,Georgia Tech,14,24.8,17.5,28.4,61.6,208.6,1.6,30.9,151.6,4.9,1.2,59.4,360.3,6.1,9.2,7.1,0.9,17.2,4.9,39.8,1.0,0.9,1.9
57,Oregon State,13,25.0,20.3,34.3,59.2,235.1,1.8,30.2,114.4,3.8,1.5,64.5,349.5,5.4,10.7,6.5,2.2,19.3,6.3,54.2,0.6,0.6,1.2
58,Arkansas,13,25.1,18.4,31.1,59.2,248.5,1.7,38.5,152.7,4.0,1.2,69.6,401.2,5.8,10.5,8.6,1.5,20.6,6.8,51.6,1.3,1.0,2.3
59,Missouri,13,25.4,23.5,36.5,64.2,251.5,1.5,35.6,118.6,3.3,1.3,72.2,370.1,5.1,10.5,8.5,1.3,20.3,7.0,58.0,1.2,0.6,1.8
60,California,13,25.5,22.2,34.9,63.7,266.8,1.5,33.5,112.0,3.3,1.4,68.5,378.8,5.5,11.3,6.0,1.5,18.8,6.5,56.4,0.8,0.8,1.6
61,Louisiana Tech,12,25.8,16.9,30.7,55.2,205.5,1.3,38.3,162.8,4.2,1.4,69.0,368.3,5.3,9.7,8.2,1.8,19.7,5.3,43.4,0.6,1.1,1.7
62,Southern Mississippi,13,25.8,23.0,37.1,62.0,261.6,1.6,36.0,130.8,3.6,1.4,73.1,392.5,5.4,12.7,8.2,1.7,22.5,6.6,59.0,1.2,0.9,2.1
63,Georgia,13,25.9,16.8,29.8,56.2,213.2,1.9,36.9,126.2,3.4,0.9,66.8,339.4,5.1,9.5,7.2,1.6,18.4,7.2,58.3,0.2,0.8,0.9
64,Notre Dame,12,25.9,16.5,28.4,58.1,227.5,1.4,35.8,170.3,4.8,1.5,64.3,397.8,6.2,9.8,8.6,1.3,19.7,6.8,56.0,0.6,1.0,1.6
65,Louisville,12,26.3,16.3,25.2,64.6,206.0,1.2,38.8,165.1,4.3,1.9,64.0,371.1,5.8,9.8,8.3,0.9,18.9,6.3,55.2,0.6,0.8,1.4
66,Michigan State,13,26.3,22.5,37.0,60.9,267.6,2.5,33.3,113.2,3.4,0.8,70.3,380.8,5.4,11.7,6.9,1.7,20.3,7.0,57.7,0.6,0.5,1.1
67,Virginia,12,26.3,16.4,29.3,56.1,184.6,0.8,41.7,173.8,4.2,1.8,70.9,358.4,5.1,8.7,8.8,1.5,18.9,6.5,60.8,0.7,1.0,1.7
68,Wake Forest,12,26.3,17.4,30.6,56.9,218.8,1.8,36.1,164.3,4.6,1.4,66.7,383.1,5.7,9.4,8.9,0.8,19.2,5.8,58.8,0.5,0.8,1.3
69,Stanford,13,26.5,22.0,35.0,62.9,264.8,1.8,32.6,137.9,4.2,1.5,67.6,402.7,6.0,12.0,7.5,1.8,21.3,5.4,45.4,0.7,0.6,1.3
70,Washington,12,26.7,19.0,30.3,62.8,240.7,1.3,32.9,148.8,4.5,1.4,63.2,389.5,6.2,10.5,7.6,1.4,19.5,6.1,55.3,1.3,0.7,1.9
71,Mississippi State,12,26.8,15.6,27.7,56.3,220.0,1.5,36.8,146.0,4.0,1.5,64.5,366.0,5.7,9.0,8.2,1.1,18.3,5.6,43.1,0.7,1.4,2.1
72,Baylor,12,27.3,22.3,35.8,62.3,226.8,1.3,39.8,178.8,4.5,1.6,75.6,405.6,5.4,11.3,9.6,1.4,22.3,7.8,70.8,0.7,0.8,1.5
73,Louisiana-Monroe,12,27.3,20.5,35.2,58.3,236.9,1.3,33.1,110.1,3.3,1.7,68.3,347.0,5.1,10.8,6.7,1.6,19.1,7.3,60.8,0.8,1.1,1.9
74,Tulsa,12,27.3,18.9,32.7,57.9,250.2,1.9,38.0,147.0,3.9,0.8,70.7,397.2,5.6,10.2,7.7,1.7,19.5,6.3,52.0,1.0,0.8,1.8
75,Wyoming,13,27.3,19.8,30.8,64.1,220.8,1.4,39.3,172.5,4.4,1.8,70.2,393.3,5.6,10.8,9.6,1.8,22.2,7.7,62.6,0.8,0.9,1.7
76,Auburn,13,27.5,19.5,34.8,56.0,218.0,1.5,37.9,156.1,4.1,1.9,72.7,374.1,5.1,9.8,8.4,2.5,20.6,4.5,35.8,0.5,1.3,1.8
77,Bowling Green State,13,27.5,17.5,29.9,58.4,204.0,1.4,36.2,194.2,5.4,2.1,66.2,398.2,6.0,9.2,8.6,0.9,18.8,7.0,66.3,0.8,0.7,1.5
78,Michigan,12,27.5,18.3,30.3,60.2,221.4,1.5,39.5,171.9,4.4,1.7,69.8,393.3,5.6,8.6,9.6,1.3,19.4,5.8,48.2,0.4,0.9,1.3
79,Western Michigan,12,27.5,19.1,32.3,59.0,240.5,1.7,37.9,178.3,4.7,1.6,70.3,418.8,6.0,11.0,9.6,1.1,21.7,6.8,55.0,1.0,0.8,1.8
80,SMU,13,27.6,18.7,33.5,55.9,230.4,1.5,38.0,166.7,4.4,1.7,71.5,397.1,5.6,10.3,8.2,1.3,19.8,6.0,59.8,0.8,1.3,2.2
81,Syracuse,12,27.9,18.5,28.5,64.9,235.2,2.0,33.4,101.8,3.0,1.3,61.9,337.0,5.4,9.9,5.8,1.8,17.5,6.5,51.8,1.0,0.8,1.8
82,Ball State,12,28.2,19.9,30.8,64.8,234.3,2.2,38.5,152.3,4.0,1.2,69.3,386.7,5.6,10.3,9.6,0.5,20.3,6.8,58.5,0.8,0.8,1.6
83,Duke,12,28.3,16.4,28.4,57.8,215.8,1.5,38.2,152.8,4.0,1.5,66.6,368.6,5.5,8.8,9.1,0.8,18.8,5.3,52.2,0.8,0.7,1.5
84,Fresno State,13,28.4,15.5,28.2,55.2,199.6,1.8,35.6,214.1,6.0,1.7,63.8,413.7,6.5,9.2,9.2,0.9,19.3,5.3,46.0,0.5,0.6,1.2
85,Kansas,12,28.4,21.7,35.3,61.5,245.0,1.4,34.4,138.3,4.0,1.9,69.7,383.3,5.5,9.9,8.7,1.6,20.2,6.0,58.4,0.8,0.6,1.4
86,Nevada,13,28.5,20.4,33.2,61.5,297.8,2.5,30.8,111.5,3.6,1.2,63.9,409.3,6.4,12.2,5.5,2.2,19.8,5.1,41.8,0.8,0.6,1.4
87,Akron,12,28.8,17.8,29.3,60.8,195.8,1.6,40.1,171.9,4.3,1.9,69.4,367.7,5.3,9.3,8.8,1.7,19.8,5.6,50.0,0.5,1.1,1.6
88,Colorado,12,28.8,16.3,28.1,57.9,201.8,1.6,39.0,161.2,4.1,1.3,67.1,363.0,5.4,8.4,7.8,2.0,18.2,7.1,65.9,1.3,0.8,2.1
89,Purdue,12,29.1,17.4,31.0,56.2,203.2,1.0,39.3,173.4,4.4,2.2,70.3,376.6,5.4,9.6,8.7,0.9,19.2,6.1,45.8,1.0,1.0,2.0
90,Hawaii,13,29.5,16.5,25.7,64.1,202.7,1.2,41.3,201.8,4.9,2.5,67.0,404.5,6.0,8.9,11.5,0.7,21.1,5.2,49.3,0.8,0.9,1.7
91,Indiana,12,29.5,18.3,30.2,60.8,241.9,1.8,39.5,159.1,4.0,1.7,69.7,401.0,5.8,10.0,10.3,2.1,22.3,5.3,45.5,1.1,1.3,2.4
92,Colorado State,12,29.8,20.3,31.8,63.6,235.7,2.0,36.2,152.1,4.2,1.8,68.0,387.8,5.7,11.2,9.3,1.3,21.8,6.0,57.6,0.7,0.9,1.6
93,Troy,13,29.8,24.1,39.0,61.7,286.8,2.2,33.1,137.8,4.2,1.5,72.1,424.5,5.9,12.5,7.4,1.8,21.8,8.2,66.4,0.8,0.8,1.6
94,Florida State,13,30.0,15.8,26.4,59.8,230.0,2.0,38.0,204.6,5.4,2.1,64.4,434.6,6.8,9.3,9.8,1.7,20.8,6.2,46.5,1.0,1.1,2.1
95,Houston,14,30.1,19.1,30.6,62.6,224.7,1.1,44.4,226.6,5.1,2.6,74.9,451.3,6.0,10.4,12.6,1.2,24.3,5.8,48.2,1.4,0.8,2.1
96,Illinois,12,30.2,19.1,31.1,61.4,248.8,1.6,36.5,154.4,4.2,1.8,67.6,403.3,6.0,10.7,8.8,1.2,20.7,4.6,39.6,0.9,0.4,1.3
97,Louisiana,12,30.3,16.8,28.0,60.1,222.4,1.8,39.5,181.9,4.6,1.8,67.5,404.3,6.0,9.8,8.8,1.2,19.8,7.3,59.8,0.8,1.3,2.2
98,San Diego State,12,30.5,17.0,29.0,58.6,216.5,1.3,41.9,165.5,3.9,1.9,70.9,382.0,5.4,9.7,9.5,1.7,20.8,6.3,58.9,0.3,0.9,1.3
99,North Carolina State,12,31.2,17.6,28.1,62.6,222.2,1.7,35.4,139.1,3.9,2.2,63.5,361.3,5.7,9.7,7.3,1.1,18.1,6.5,66.4,0.5,0.7,1.2
100,Maryland,12,31.3,18.2,29.8,60.9,245.5,1.8,38.3,150.8,3.9,1.7,68.1,396.3,5.8,11.1,6.8,1.4,19.3,6.0,50.8,0.7,0.8,1.5
101,New Mexico State,13,31.6,15.0,28.0,53.6,202.9,1.4,39.3,220.7,5.6,2.4,67.3,423.6,6.3,9.2,9.7,1.7,20.5,4.7,51.5,0.8,0.5,1.4
102,UAB,12,32.3,24.2,37.2,65.0,311.5,2.3,34.3,143.7,4.2,1.8,71.4,455.2,6.4,13.6,8.5,2.2,24.3,6.6,55.6,0.9,0.9,1.8
103,UNLV,12,32.4,19.3,29.8,65.0,235.6,1.8,38.9,220.6,5.7,2.3,68.7,456.2,6.6,10.8,10.0,1.6,22.4,7.7,71.6,0.9,0.4,1.3
104,Texas A&M,13,33.5,21.3,34.5,61.7,254.7,1.7,37.3,171.6,4.6,2.2,71.8,426.3,5.9,11.1,9.5,1.5,22.0,8.2,72.0,0.8,0.9,1.7
105,UTEP,12,33.5,20.6,33.4,61.6,246.1,2.1,39.9,200.8,5.0,2.1,73.3,446.9,6.1,11.4,10.8,1.6,23.8,7.0,62.3,0.6,0.9,1.5
106,Florida Atlantic,12,33.8,19.3,28.7,67.4,232.6,1.4,35.9,220.6,6.1,2.8,64.6,453.2,7.0,9.4,10.3,1.9,21.7,6.8,59.9,0.9,0.4,1.3
107,Utah State,12,34.0,17.8,32.7,54.6,249.6,2.3,38.8,205.5,5.3,2.1,71.5,455.1,6.4,10.3,9.9,2.1,22.3,7.8,67.7,0.8,1.0,1.8
108,Miami (OH),12,34.2,15.3,26.5,57.9,190.4,1.8,38.3,186.9,4.9,2.5,64.8,377.3,5.8,8.8,10.1,1.2,20.0,5.3,51.0,0.5,0.5,1.0
109,San Jose State,12,34.5,14.2,24.1,58.8,183.8,1.1,42.3,259.2,6.1,2.9,66.3,442.9,6.7,8.0,12.3,0.9,21.2,7.3,65.3,1.3,0.5,1.8
110,Memphis,12,34.8,19.4,31.8,61.0,283.4,2.4,39.3,174.1,4.4,1.8,71.2,457.5,6.4,12.5,8.7,1.7,22.8,7.4,64.1,0.7,0.8,1.4
111,Florida International,12,35.3,19.2,31.3,61.2,258.8,1.7,43.4,232.8,5.4,2.8,74.8,491.6,6.6,11.0,11.6,1.2,23.8,8.6,75.3,0.6,0.8,1.4
112,North Texas,12,35.6,17.0,29.9,56.8,216.8,1.3,40.3,195.6,4.8,2.8,70.3,412.3,5.9,9.1,10.2,1.5,20.8,6.7,62.7,0.7,0.6,1.3
113,New Mexico,12,35.9,19.1,30.3,62.9,253.7,2.4,42.4,165.0,3.9,1.9,72.8,418.7,5.8,11.3,9.6,1.7,22.6,6.3,58.8,1.1,0.6,1.7
114,Idaho,13,36.0,22.5,33.9,66.2,278.1,2.6,32.8,155.2,4.7,2.1,66.8,433.2,6.5,13.2,7.8,1.5,22.4,7.4,67.1,0.6,0.5,1.2
115,Tulane,12,36.7,17.0,25.2,67.5,218.0,1.6,41.8,204.8,4.9,2.8,67.0,422.8,6.3,10.9,10.7,1.2,22.8,4.5,40.3,0.4,0.4,0.8
116,Toledo,12,37.7,20.4,35.6,57.4,241.4,2.2,35.1,166.0,4.7,2.8,70.7,407.4,5.8,11.2,8.8,2.1,22.1,5.3,49.5,0.8,1.0,1.8
117,Eastern Michigan,12,38.3,10.7,18.8,56.9,150.5,1.3,43.7,276.8,6.3,3.3,62.4,427.3,6.8,6.8,11.9,1.3,20.0,5.3,44.8,0.9,1.0,1.9
118,Washington State,12,38.5,21.6,32.3,66.8,275.6,1.8,39.8,236.4,5.9,2.9,72.1,512.0,7.1,11.8,12.1,1.5,25.3,7.8,73.7,1.2,0.8,2.0
119,Western Kentucky,12,39.6,17.3,25.6,67.8,233.4,2.3,43.5,244.8,5.6,2.9,69.1,478.3,6.9,10.3,12.0,0.9,23.3,7.4,67.8,0.8,0.5,1.3
120,Rice,12,43.1,20.0,30.1,66.5,273.4,2.3,40.3,190.6,4.7,3.0,70.3,464.0,6.6,12.3,9.5,1.0,22.8,7.8,67.7,1.0,0.5,1.5
