,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
40,California,12,22.6,16.9,30.2,56.1,187.0,1.3,36.3,132.1,3.6,1.3,66.4,319.1,4.8,8.8,7.8,1.7,18.3,6.3,53.6,0.8,0.8,1.6
41,Arizona,13,22.7,17.9,31.8,56.4,209.2,1.4,37.0,131.7,3.6,1.2,68.8,340.8,5.0,9.3,7.8,1.5,18.6,6.2,50.9,0.7,0.7,1.4
42,Kent State,12,22.9,20.4,33.8,60.5,209.5,0.8,36.2,97.2,2.7,1.8,69.9,306.7,4.4,10.1,6.2,1.8,18.1,5.7,41.4,0.9,1.3,2.3
43,South Carolina,14,23.1,20.6,32.9,62.8,241.9,1.6,33.4,112.4,3.4,0.9,66.2,354.4,5.4,10.5,7.1,0.9,18.6,5.6,46.6,1.1,0.7,1.9
44,Miami (OH),14,23.2,17.2,30.3,56.8,210.6,1.0,32.0,127.6,4.0,2.0,62.3,338.2,5.4,9.3,6.3,1.3,16.9,5.6,49.5,1.0,1.5,2.5
45,North Carolina,13,23.2,19.9,33.2,60.1,212.9,1.8,33.8,125.6,3.7,0.8,67.0,338.5,5.1,9.8,6.9,1.3,18.0,7.7,61.2,0.4,1.5,1.8
46,Navy,13,23.3,22.3,32.6,68.4,224.7,1.7,36.2,165.8,4.6,1.2,68.8,390.5,5.7,11.5,8.8,0.5,20.8,5.3,46.5,1.2,0.5,1.8
47,Arkansas,13,23.4,14.4,26.2,55.0,185.3,1.0,40.2,162.6,4.0,1.6,66.3,347.9,5.2,7.8,9.1,1.2,18.2,7.1,52.2,1.1,0.8,1.9
48,Illinois,13,23.5,18.6,31.8,58.6,220.5,1.5,33.4,130.8,3.9,1.1,65.2,351.3,5.4,10.5,5.8,1.6,17.9,4.8,46.0,1.2,0.8,2.1
49,Penn State,13,23.7,16.5,27.0,61.0,181.2,1.5,37.2,165.6,4.5,1.1,64.2,346.8,5.4,8.4,8.8,0.8,18.0,4.4,35.7,0.5,0.8,1.3
50,Texas,12,23.7,14.4,25.4,56.7,161.6,1.1,39.8,138.6,3.5,1.8,65.3,300.2,4.6,6.9,7.7,1.6,16.2,6.1,56.4,0.8,0.7,1.5
51,Ohio,13,23.8,19.1,31.4,60.8,230.3,1.6,35.2,123.1,3.5,1.3,66.6,353.4,5.3,10.2,7.0,1.4,18.6,5.7,45.2,0.6,1.3,1.9
52,Western Michigan,12,23.8,17.3,29.4,58.6,221.3,1.7,38.4,166.6,4.3,1.1,67.8,387.8,5.7,10.0,7.4,1.5,18.9,7.0,60.0,1.3,1.3,2.5
53,Auburn,14,24.1,23.2,36.8,63.1,259.3,1.8,32.0,109.1,3.4,1.1,68.8,368.4,5.4,11.9,7.4,2.0,21.4,4.9,40.4,0.7,0.9,1.6
54,Army,13,24.3,14.4,25.2,57.2,199.1,1.7,32.8,139.2,4.2,1.4,57.9,338.2,5.8,8.1,7.9,1.5,17.5,5.6,43.3,1.2,1.1,2.3
55,Arizona State,12,25.0,22.6,35.8,63.2,245.3,1.5,36.8,119.7,3.2,1.2,72.6,364.9,5.0,11.8,6.1,2.8,20.8,6.0,51.3,0.4,1.0,1.4
56,Tennessee,13,25.1,19.4,33.8,57.4,229.6,1.1,36.5,152.5,4.2,1.8,70.2,382.2,5.4,10.3,8.0,1.3,19.6,6.8,51.0,0.8,1.4,2.2
57,Georgia Tech,13,25.2,17.0,28.1,60.5,201.9,1.1,37.6,169.7,4.5,1.9,65.7,371.6,5.7,9.5,8.4,1.6,19.5,4.8,40.8,1.0,0.6,1.6
58,Hawaii,14,25.5,18.7,31.8,58.9,221.7,1.7,37.4,135.9,3.6,1.4,69.2,357.6,5.2,10.4,7.7,1.0,19.1,6.4,55.9,1.1,1.6,2.7
59,SMU,14,25.6,18.2,30.7,59.3,208.1,1.3,39.3,144.8,3.7,1.7,70.0,352.9,5.0,9.6,9.1,1.6,20.4,4.2,39.1,0.4,0.7,1.1
60,Central Michigan,12,26.0,18.3,30.0,60.8,205.1,1.3,38.0,171.9,4.5,1.7,68.0,377.0,5.5,8.9,9.4,1.8,20.2,7.0,62.9,1.2,0.3,1.5
61,Oklahoma State,13,26.4,27.4,43.8,62.5,275.8,1.8,38.4,133.7,3.5,1.2,82.2,409.5,5.0,12.2,8.3,1.8,22.3,6.2,50.5,1.2,1.5,2.6
62,Rutgers,12,26.5,17.3,28.0,61.6,217.8,1.6,36.8,156.4,4.2,1.7,64.8,374.2,5.8,9.3,7.6,1.1,18.0,6.5,56.1,1.2,0.7,1.8
63,USC,13,26.7,21.4,35.7,59.9,259.5,2.3,31.9,140.5,4.4,0.9,67.6,400.1,5.9,11.6,8.4,1.7,21.7,5.5,46.8,0.8,1.2,2.0
64,Oregon State,12,26.8,18.5,29.7,62.4,228.4,1.9,42.2,179.5,4.3,1.6,71.8,407.9,5.7,9.8,10.6,1.8,22.2,7.6,60.9,0.8,0.8,1.7
65,Florida International,13,27.3,16.2,29.8,54.5,200.2,1.5,36.5,168.7,4.6,1.9,66.3,368.9,5.6,8.8,7.9,2.2,18.9,6.8,54.9,0.8,1.2,1.9
66,UTEP,13,27.5,21.1,34.0,62.0,228.5,1.8,37.9,184.1,4.9,1.5,71.9,412.6,5.7,11.2,9.8,1.7,22.6,6.3,55.9,0.4,0.8,1.2
67,Buffalo,12,27.8,14.6,27.1,53.8,181.4,1.7,41.9,159.1,3.8,1.7,69.0,340.5,4.9,8.1,8.9,1.2,18.2,6.8,59.0,0.8,1.3,2.1
68,Cincinnati,12,28.0,20.0,30.8,64.9,234.0,2.1,38.8,135.4,3.5,1.6,69.6,369.4,5.3,10.8,7.4,1.4,19.7,6.3,57.1,0.5,0.7,1.2
69,Middle Tennessee State,13,28.1,17.3,30.1,57.5,199.0,1.5,45.3,187.9,4.1,1.9,75.4,386.9,5.1,8.6,9.8,1.5,19.8,7.0,51.7,0.6,0.8,1.5
70,Idaho,13,28.3,19.9,33.3,59.8,231.4,1.8,37.9,188.9,5.0,1.4,71.2,420.3,5.9,10.5,9.2,2.0,21.7,7.1,67.2,1.5,0.8,2.3
71,Virginia,12,28.3,14.3,25.3,56.6,192.4,1.2,40.0,203.7,5.1,2.3,65.3,396.1,6.1,7.8,9.6,2.1,19.4,7.3,62.3,0.4,0.9,1.3
72,Kentucky,13,28.4,13.2,24.5,53.9,177.1,1.1,38.5,177.1,4.6,2.3,63.1,354.2,5.6,7.8,9.2,1.2,18.2,5.7,48.1,0.5,0.7,1.2
73,Toledo,13,28.5,21.9,34.8,62.9,231.3,1.2,33.7,133.5,4.0,2.1,68.5,364.8,5.3,10.8,7.4,1.3,19.5,5.6,51.2,1.1,1.5,2.6
74,Iowa State,12,28.8,19.8,31.0,64.0,221.9,1.7,42.7,186.3,4.4,1.6,73.7,408.3,5.5,10.1,10.8,1.0,21.9,5.1,46.1,0.8,1.1,1.9
75,Marshall,12,28.8,20.9,36.8,56.8,240.8,1.5,37.2,145.3,3.9,1.7,74.0,386.0,5.2,11.8,8.3,1.5,21.5,6.8,59.0,0.5,0.9,1.4
76,Purdue,12,28.8,21.3,32.4,65.8,231.1,1.9,38.3,137.9,3.6,1.7,70.7,369.0,5.2,11.5,8.5,1.3,21.3,5.5,44.2,0.9,0.8,1.8
77,Northwestern,13,29.0,21.9,35.8,61.2,241.2,1.9,35.9,185.0,5.1,1.8,71.8,426.2,5.9,11.1,9.7,1.6,22.4,5.2,45.9,0.5,1.2,1.7
78,Kansas State,13,29.1,17.0,30.8,55.3,214.3,1.8,39.0,231.4,5.9,1.6,69.8,445.7,6.4,9.6,11.0,1.1,21.7,6.2,54.7,0.7,1.0,1.7
79,Florida Atlantic,12,29.3,16.4,27.1,60.6,197.8,1.3,44.7,203.6,4.6,2.0,71.8,401.3,5.6,8.2,11.4,1.7,21.3,6.1,49.1,0.5,0.9,1.4
80,Washington,13,29.3,16.6,27.6,60.2,194.4,1.2,40.8,190.5,4.7,2.5,68.4,384.8,5.6,8.8,10.2,1.4,20.4,7.1,63.8,0.5,0.9,1.5
81,Southern Mississippi,13,29.5,19.1,33.1,57.7,243.4,2.2,31.2,113.0,3.6,1.4,64.2,356.4,5.5,10.5,6.2,2.9,19.7,6.0,46.0,0.8,1.2,2.0
82,North Texas,12,29.7,15.6,27.3,57.0,209.5,1.7,39.4,184.9,4.7,1.9,66.8,394.4,5.9,8.3,9.0,1.2,18.4,6.1,49.8,0.6,0.7,1.3
83,Fresno State,13,30.0,16.8,29.0,58.1,208.8,1.5,34.6,158.5,4.6,2.0,63.6,367.2,5.8,9.3,7.8,1.1,18.2,4.5,38.8,0.4,0.6,1.0
84,Troy,13,30.2,19.0,32.8,57.8,244.6,1.8,37.5,165.2,4.4,2.0,70.3,409.8,5.8,10.2,8.0,1.6,19.8,7.5,65.2,1.2,1.1,2.3
85,Tulsa,13,30.3,23.5,39.0,60.4,319.0,2.5,33.5,131.8,3.9,1.3,72.5,450.8,6.2,14.0,7.5,1.1,22.5,5.1,41.7,0.9,1.8,2.8
86,UCLA,12,30.3,18.8,30.0,62.5,214.6,1.6,39.4,205.5,5.2,1.9,69.4,420.1,6.1,9.8,9.8,2.2,21.7,6.8,64.3,0.9,0.6,1.5
87,Wyoming,12,30.3,15.7,26.4,59.3,207.9,1.5,45.0,205.8,4.6,2.3,71.4,413.7,5.8,8.8,12.0,1.6,22.3,7.3,61.8,0.5,0.8,1.3
88,Ball State,12,30.4,16.7,29.1,57.3,220.0,2.1,38.9,178.3,4.6,1.6,68.0,398.3,5.9,9.3,9.4,1.9,20.7,6.4,60.3,0.8,1.4,2.2
89,Baylor,13,30.5,23.8,35.9,66.2,265.1,1.2,39.1,170.3,4.4,2.1,75.0,435.4,5.8,13.0,9.3,1.9,24.2,6.4,53.2,0.8,0.8,1.5
90,Louisiana Tech,12,30.7,22.3,36.7,60.7,290.2,2.3,39.9,171.9,4.3,1.4,76.6,462.1,6.0,12.7,9.3,1.6,23.6,5.8,50.8,0.9,1.0,1.9
91,Arkansas State,12,30.8,16.1,28.1,57.3,230.2,2.0,46.0,206.9,4.5,1.8,74.1,437.1,5.9,8.7,11.7,1.0,21.3,7.8,60.8,1.2,0.9,2.1
92,Colorado,12,30.8,22.0,32.3,68.0,259.8,2.3,35.1,140.3,4.0,1.3,67.4,400.0,5.9,11.8,7.9,1.2,20.9,6.0,53.6,0.8,0.8,1.6
93,Texas Tech,13,30.9,24.4,40.0,61.0,293.8,2.2,39.2,162.5,4.2,1.5,79.2,456.3,5.8,13.2,8.6,1.7,23.5,7.3,64.5,0.6,1.2,1.8
94,Vanderbilt,12,31.2,18.4,29.1,63.3,226.3,1.5,43.3,193.0,4.5,2.1,72.3,419.3,5.8,9.0,10.1,0.8,19.9,6.0,50.6,0.5,0.8,1.3
95,UAB,12,31.6,19.3,33.3,58.0,248.3,2.0,35.9,150.6,4.2,1.6,69.3,398.8,5.8,10.5,8.3,1.9,20.8,6.6,51.8,0.8,0.8,1.5
96,Houston,12,32.2,18.3,30.8,59.2,224.1,1.8,43.8,208.8,4.8,2.3,74.7,432.8,5.8,10.5,11.5,0.9,22.9,5.3,46.4,0.7,1.1,1.8
97,Louisiana-Monroe,12,32.4,16.6,30.5,54.4,219.3,1.8,36.5,159.1,4.4,1.9,67.0,378.3,5.6,9.8,8.7,1.4,19.8,5.6,43.7,0.6,1.0,1.6
98,Minnesota,12,33.0,15.2,23.3,65.0,200.8,1.8,36.3,191.4,5.3,2.4,59.7,392.2,6.6,8.8,9.1,1.3,19.1,5.7,51.8,0.7,0.9,1.6
99,Western Kentucky,12,33.2,17.5,28.1,62.3,202.9,1.3,35.5,177.3,5.0,2.8,63.6,380.2,6.0,9.0,9.2,1.2,19.3,7.5,61.2,0.8,0.7,1.4
100,Bowling Green State,12,33.6,19.7,31.2,63.1,224.6,2.1,39.4,207.4,5.3,2.0,70.6,432.0,6.1,10.2,10.8,1.3,22.3,6.2,57.5,1.3,1.2,2.4
101,Utah State,12,33.8,19.6,34.2,57.3,249.6,1.7,36.5,179.3,4.9,2.5,70.7,428.8,6.1,10.8,9.2,2.2,22.2,6.6,61.2,0.3,1.1,1.3
102,Indiana,12,34.0,18.8,28.8,65.5,238.3,2.3,33.9,171.8,5.1,1.7,62.7,410.2,6.5,10.1,7.8,1.1,19.0,6.8,65.4,0.4,0.7,1.1
103,Kansas,12,34.4,18.7,28.4,65.7,222.5,1.5,40.9,205.2,5.0,2.5,69.3,427.7,6.2,9.7,11.2,1.8,22.6,8.3,83.7,0.4,0.6,1.0
104,Colorado State,12,34.7,17.8,25.5,69.6,225.9,2.0,39.9,197.9,5.0,2.3,65.4,423.8,6.5,9.3,11.4,0.8,21.5,4.7,42.6,0.8,0.3,1.2
105,San Jose State,13,34.7,20.1,32.2,62.3,260.5,1.2,40.1,203.2,5.1,2.8,72.3,463.7,6.4,12.4,10.4,1.3,24.1,5.1,49.9,0.6,0.8,1.4
106,Akron,12,35.1,18.8,29.8,63.3,264.1,2.4,38.1,164.1,4.3,1.5,67.8,428.2,6.3,11.5,8.4,1.3,21.2,5.6,52.4,0.7,0.7,1.3
107,Michigan,13,35.2,20.1,31.5,63.8,261.8,1.6,42.6,188.9,4.4,2.6,74.1,450.8,6.1,11.4,9.6,1.5,22.5,4.4,38.8,0.5,0.9,1.5
108,Ole Miss,12,35.2,18.0,29.3,61.4,246.3,2.0,34.4,152.8,4.4,1.8,63.8,399.2,6.3,9.8,7.3,1.3,18.5,5.9,46.2,1.0,0.5,1.5
109,Duke,12,35.4,15.0,27.4,54.7,241.8,2.1,43.3,208.3,4.8,2.2,70.7,450.1,6.4,9.7,10.8,1.3,21.8,6.7,55.2,0.8,0.7,1.4
110,Wake Forest,12,35.8,20.1,32.8,61.3,238.2,2.4,40.9,192.5,4.7,2.0,73.7,430.7,5.8,10.9,11.0,1.3,23.2,5.5,50.1,0.5,0.9,1.4
111,Washington State,12,35.8,19.8,29.9,66.3,246.8,2.1,39.4,220.3,5.6,2.5,69.3,467.0,6.7,10.7,11.1,1.6,23.3,6.4,55.4,0.9,0.9,1.8
112,Louisiana,12,37.0,19.2,30.6,62.7,236.8,2.2,37.1,162.6,4.4,1.9,67.7,399.4,5.9,10.5,8.3,1.4,20.3,6.3,54.7,0.7,1.2,1.8
113,Tulane,12,37.2,14.3,26.6,53.9,194.6,1.8,38.8,195.5,5.0,2.6,65.4,390.1,6.0,8.8,9.4,1.3,19.5,6.7,60.5,1.1,0.8,1.9
114,Rice,12,38.5,21.4,34.8,61.6,303.7,2.8,35.3,145.2,4.1,1.8,70.1,448.8,6.4,13.2,7.9,1.2,22.3,5.0,39.7,0.7,0.5,1.2
115,New Mexico State,12,39.5,17.8,30.9,57.7,246.3,2.2,35.6,207.1,5.8,2.7,66.5,453.3,6.8,10.3,9.3,2.0,21.5,6.1,62.1,0.7,0.3,1.0
116,UNLV,13,39.7,16.0,25.0,64.0,227.8,1.9,42.6,222.7,5.2,3.0,67.6,450.5,6.7,9.3,11.8,1.3,22.4,6.1,54.4,0.8,0.5,1.4
117,Memphis,12,39.8,20.2,30.8,65.6,288.8,3.2,39.0,171.9,4.4,1.9,69.8,460.7,6.6,12.3,9.2,1.6,23.0,5.0,39.8,0.4,0.7,1.1
118,Eastern Michigan,12,43.9,15.8,24.8,63.8,223.5,2.7,37.8,230.6,6.1,3.0,62.6,454.1,7.3,9.5,10.5,1.8,21.8,5.2,45.6,0.9,0.2,1.1
119,East Carolina,13,44.0,18.6,31.2,59.8,252.1,2.4,42.5,226.7,5.3,3.2,73.7,478.8,6.5,10.8,11.3,1.3,23.4,6.6,57.4,0.8,0.8,1.7
120,New Mexico,12,44.3,16.0,26.5,60.4,218.8,2.1,47.3,250.2,5.3,3.2,73.8,469.0,6.4,9.5,12.9,1.6,24.0,6.4,62.8,1.3,0.3,1.6
