,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
56,Air Force,12,30.3,7.8,14.0,55.4,131.3,0.8,59.4,283.7,4.8,2.8,73.4,415.0,5.7,5.2,15.4,1.4,22.0,4.5,43.4,0.8,0.4,1.3
57,Nebraska,12,30.0,21.4,33.7,63.6,247.2,1.6,38.7,209.0,5.4,2.1,72.3,456.2,6.3,10.8,10.8,1.5,23.2,7.7,70.8,0.9,0.9,1.8
58,Troy,12,29.8,18.1,27.3,66.2,206.6,1.8,37.8,178.9,4.7,1.6,65.1,385.5,5.9,8.8,8.3,1.7,18.8,7.0,55.3,1.0,0.7,1.7
59,Virginia Tech,12,29.8,19.2,33.2,57.8,256.8,2.3,39.3,170.2,4.3,1.4,72.5,426.9,5.9,11.3,9.7,1.2,22.2,5.4,51.8,0.4,0.8,1.2
60,Army,12,29.7,4.0,7.8,51.1,79.7,0.5,63.8,296.3,4.6,3.3,71.7,375.9,5.2,2.9,17.2,1.3,21.4,4.7,47.2,0.3,0.3,0.6
61,Stanford,12,29.6,22.1,33.8,65.3,287.1,2.4,29.2,108.3,3.7,1.2,63.0,395.4,6.3,12.2,4.9,2.8,19.9,5.5,42.3,0.3,0.9,1.3
62,UAB,13,29.3,13.4,23.9,55.9,191.5,1.1,44.9,208.9,4.7,2.5,68.8,400.4,5.8,8.5,11.4,1.5,21.5,6.5,72.4,0.2,1.2,1.4
63,Wisconsin,12,29.3,14.4,24.4,59.0,168.6,1.5,42.8,268.4,6.3,2.3,67.2,437.0,6.5,8.1,13.2,0.7,21.9,6.1,57.3,0.8,1.1,1.9
64,Middle Tennessee State,13,29.2,23.8,34.4,69.1,254.5,2.2,35.6,134.0,3.8,1.2,70.0,388.5,5.6,10.8,8.0,1.7,20.5,4.8,47.9,0.7,0.7,1.4
65,South Florida,12,29.2,19.8,33.4,59.1,240.3,1.3,40.1,204.6,5.1,2.2,73.5,444.9,6.1,10.7,10.1,1.3,22.0,7.8,71.1,0.8,1.0,1.8
66,Mississippi State,12,29.1,12.6,24.3,51.9,175.6,1.8,39.3,226.4,5.8,2.1,63.6,402.0,6.3,6.9,11.8,1.3,20.0,6.3,54.8,0.2,0.7,0.8
67,UNLV,12,28.8,14.8,29.0,50.9,166.8,2.0,45.3,224.7,5.0,1.9,74.3,391.5,5.3,7.4,11.3,1.8,20.5,5.4,45.7,0.6,1.0,1.6
68,Utah,13,28.7,17.2,27.8,61.6,207.2,1.3,40.8,189.5,4.6,1.8,68.7,396.6,5.8,8.7,10.2,1.5,20.4,5.2,47.8,0.8,0.8,1.5
69,Maryland,12,28.5,10.4,20.1,51.9,141.3,1.0,40.5,230.3,5.7,2.1,60.6,371.5,6.1,5.2,10.3,1.4,16.9,8.3,79.7,0.8,0.4,1.2
70,Minnesota,12,28.5,15.3,27.8,55.0,215.2,1.5,40.0,163.8,4.1,1.8,67.8,379.0,5.6,9.5,9.0,2.3,20.8,3.9,39.8,0.9,1.2,2.1
71,Virginia,12,28.5,17.2,27.3,63.0,211.9,1.9,37.6,170.3,4.5,1.5,64.8,382.2,5.9,9.3,10.2,1.3,20.7,4.7,41.5,0.8,0.8,1.5
72,Auburn,12,28.3,18.1,29.8,60.6,209.5,1.3,38.3,164.1,4.3,1.8,68.2,373.6,5.5,8.8,9.7,1.7,20.1,6.7,58.5,0.7,0.4,1.1
73,Baylor,12,28.3,22.9,37.5,61.1,282.2,1.7,38.0,159.5,4.2,1.8,75.5,441.7,5.8,12.1,10.6,2.4,25.1,7.8,76.1,0.5,1.0,1.5
74,Miami (OH),12,28.1,18.8,31.3,60.1,212.3,1.4,36.8,159.9,4.4,2.0,68.1,372.2,5.5,10.3,7.2,1.6,19.0,6.5,58.0,0.4,0.3,0.8
75,Vanderbilt,12,27.7,20.0,31.5,63.5,240.2,1.9,34.1,157.7,4.6,1.5,65.6,397.8,6.1,10.7,8.1,2.3,21.1,5.7,45.2,0.6,0.5,1.1
76,Eastern Michigan,12,27.5,19.1,30.1,63.4,228.6,1.5,39.0,150.2,3.9,1.9,69.1,378.8,5.5,9.6,7.4,1.7,18.7,7.6,72.0,0.8,0.3,1.2
77,Marshall,12,27.4,18.6,33.9,54.8,228.7,1.7,35.9,155.8,4.3,1.4,69.8,384.5,5.5,9.8,8.5,1.4,19.7,6.4,59.3,1.0,1.1,2.1
78,North Carolina,11,27.4,22.2,37.6,58.9,249.1,1.3,36.5,193.0,5.3,1.7,74.2,442.1,6.0,10.6,9.5,1.1,21.3,6.0,55.6,0.8,1.3,2.1
79,Duke,12,27.2,20.5,36.0,56.9,229.9,2.2,36.8,162.7,4.4,1.3,72.8,392.6,5.4,10.2,8.8,1.4,20.4,4.2,35.2,0.8,0.6,1.4
80,Colorado,12,27.1,22.6,35.0,64.5,249.6,1.6,37.7,143.0,3.8,1.8,72.7,392.6,5.4,11.1,7.6,2.0,20.7,5.9,55.3,0.6,1.0,1.6
81,Iowa State,12,26.8,18.3,27.8,65.6,234.8,1.7,35.4,124.4,3.5,1.4,63.3,359.2,5.7,9.4,7.7,2.0,18.9,4.3,37.8,0.8,0.6,1.3
82,Coastal Carolina,12,26.7,13.7,22.1,61.9,180.7,1.6,42.8,198.7,4.6,1.8,64.9,379.3,5.8,8.0,10.6,2.1,20.7,4.3,41.1,0.9,0.6,1.5
83,Kentucky,12,26.6,15.4,23.4,65.8,164.8,1.2,40.9,204.2,5.0,2.1,64.3,369.0,5.7,7.6,10.9,1.8,20.3,6.3,57.8,0.7,0.8,1.5
84,Louisiana-Monroe,12,26.6,19.9,32.3,61.8,247.5,1.4,34.5,167.3,4.9,1.8,66.8,414.8,6.2,10.2,8.8,1.5,20.5,5.3,49.0,0.9,1.0,1.9
85,New Mexico,12,26.6,12.8,24.0,53.1,176.8,1.8,42.1,153.2,3.6,1.4,66.1,330.0,5.0,7.1,9.2,1.3,17.5,4.7,47.4,0.8,1.4,2.2
86,Pitt,13,26.6,13.2,22.1,59.6,142.2,0.9,40.7,229.5,5.6,2.2,62.8,371.8,5.9,5.2,10.9,1.2,17.2,7.3,69.5,0.8,0.5,1.2
87,Washington,13,26.6,17.5,26.9,65.1,232.5,1.4,40.6,179.9,4.4,1.8,67.5,412.4,6.1,10.9,9.2,1.6,21.8,4.8,44.1,0.4,0.9,1.3
88,Indiana,12,26.4,26.3,40.1,65.7,257.8,1.7,35.7,157.3,4.4,1.4,75.8,415.2,5.5,11.9,8.8,2.8,23.5,5.9,60.8,0.7,1.1,1.8
89,Southern Mississippi,11,26.2,24.5,35.4,69.2,255.0,1.7,36.3,112.6,3.1,1.0,71.6,367.6,5.1,12.0,7.0,1.8,20.8,5.5,45.5,0.9,1.2,2.1
90,Oregon State,12,26.1,21.6,35.8,60.2,249.2,1.4,40.4,155.6,3.8,1.9,76.3,404.8,5.3,11.5,8.8,1.6,21.9,5.3,47.9,0.8,0.8,1.5
91,USC,12,26.1,20.3,33.4,60.8,248.2,1.5,32.8,134.4,4.1,1.4,66.2,382.6,5.8,10.3,7.0,1.9,19.3,8.0,73.6,0.8,0.8,1.6
92,Illinois,12,26.0,14.8,27.3,54.0,165.7,0.8,40.8,244.8,6.0,2.1,68.2,410.4,6.0,7.6,10.4,1.4,19.4,6.3,64.4,0.8,1.2,2.0
93,Tulane,12,25.7,11.8,23.5,50.0,186.3,1.2,44.3,208.8,4.7,2.1,67.8,395.1,5.8,7.1,9.5,1.3,17.9,7.3,66.7,0.9,0.5,1.4
94,Brigham Young,12,25.4,18.1,29.4,61.5,199.6,1.2,37.3,155.3,4.2,2.0,66.8,354.8,5.3,9.1,8.4,1.4,18.9,5.7,48.2,0.8,0.6,1.3
95,New Mexico State,12,25.3,24.8,44.8,55.3,265.2,1.3,29.5,106.0,3.6,1.2,74.3,371.2,5.0,11.6,6.5,2.4,20.5,6.3,52.8,0.8,1.3,2.1
96,Navy,13,25.0,4.2,9.9,41.9,72.8,0.4,56.1,276.6,4.9,2.8,66.0,349.5,5.3,2.9,13.9,1.1,17.9,3.7,30.0,0.9,0.4,1.3
97,Texas Christian,12,24.7,19.2,32.3,59.4,226.1,1.5,36.3,148.5,4.1,1.1,68.6,374.6,5.5,9.8,8.3,1.1,19.2,4.4,39.8,0.9,0.9,1.8
98,UCLA,12,24.6,19.9,33.6,59.3,237.8,1.1,37.5,155.3,4.1,1.7,71.1,393.0,5.5,11.2,8.2,1.8,21.1,6.8,57.0,0.6,0.8,1.4
99,Bowling Green State,12,24.3,20.8,33.7,61.9,238.7,2.3,34.5,118.1,3.4,0.8,68.2,356.8,5.2,10.8,6.5,1.9,19.2,7.8,65.7,0.8,1.1,1.8
100,Ball State,12,24.2,24.0,39.7,60.5,252.9,1.4,37.1,156.2,4.2,1.7,76.8,409.1,5.3,12.3,9.3,2.1,23.6,6.8,66.9,0.8,1.0,1.8
101,Louisiana Tech,12,24.2,20.9,37.1,56.4,246.6,1.3,33.3,126.7,3.8,1.6,70.4,373.3,5.3,11.0,7.7,2.1,20.7,4.3,40.6,0.5,0.8,1.3
102,South Alabama,12,24.2,16.7,26.6,62.7,203.3,1.6,40.9,152.0,3.7,1.4,67.5,355.3,5.3,7.8,8.0,1.9,17.8,8.9,83.5,1.0,0.8,1.8
103,Tulsa,12,24.1,14.3,26.4,53.9,177.1,1.1,48.2,201.8,4.2,1.9,74.6,378.9,5.1,8.1,11.1,1.0,20.2,7.2,63.4,1.0,0.8,1.8
104,Georgia State,12,23.9,17.3,29.3,58.8,206.8,1.3,38.4,172.4,4.5,1.8,67.8,379.2,5.6,9.2,9.5,1.8,20.4,4.0,39.9,1.0,0.5,1.5
105,Kent State,12,23.9,20.6,35.0,58.8,211.9,1.2,41.1,171.8,4.2,1.7,76.1,383.7,5.0,9.0,9.4,2.3,20.8,9.0,76.6,0.8,0.8,1.7
106,Kansas,12,23.8,19.2,32.8,58.5,192.7,1.5,35.2,158.2,4.5,1.2,67.9,350.8,5.2,9.3,7.2,1.5,17.9,6.5,55.8,0.6,0.3,0.9
107,Northwestern,13,23.7,22.9,38.2,60.0,239.3,1.2,36.8,117.5,3.2,1.8,75.0,356.8,4.8,11.5,6.7,2.5,20.8,2.8,25.8,0.2,1.2,1.4
108,California,12,22.8,19.7,32.4,60.7,187.7,1.3,38.2,162.5,4.3,1.0,70.6,350.2,5.0,8.8,8.8,2.3,19.8,5.9,52.6,0.9,1.3,2.2
109,Colorado State,12,22.8,25.3,41.8,60.5,304.9,2.2,32.6,105.8,3.2,0.7,74.3,410.8,5.5,13.8,7.0,2.1,22.8,7.8,65.8,0.5,1.3,1.8
110,East Carolina,12,22.8,23.8,47.3,50.2,284.8,1.5,35.6,129.7,3.6,1.1,82.9,414.4,5.0,12.5,7.6,2.7,22.8,4.8,45.6,0.8,1.3,2.1
111,Tennessee,12,22.8,14.7,24.8,59.3,196.4,1.3,34.5,130.0,3.8,1.3,59.3,326.4,5.5,8.0,6.3,1.8,16.0,5.7,46.5,0.9,0.4,1.3
112,Kansas State,12,22.5,13.8,24.2,57.2,162.1,0.9,42.3,182.6,4.3,1.7,66.4,344.7,5.2,7.3,9.7,1.8,18.8,4.9,44.8,0.8,0.6,1.4
113,San Diego State,12,22.3,12.8,23.8,53.8,191.6,1.2,40.3,162.4,4.0,1.3,64.1,354.0,5.5,8.1,7.9,1.3,17.3,7.4,64.0,0.8,0.5,1.3
114,Connecticut,12,22.2,16.6,29.2,56.9,178.0,1.7,41.6,199.6,4.8,1.3,70.8,377.6,5.3,8.2,10.3,2.4,20.8,4.5,39.3,0.9,1.4,2.3
115,Florida State,12,21.9,21.6,37.9,56.9,269.1,1.7,32.6,90.9,2.8,0.9,70.5,360.0,5.1,10.7,5.0,1.4,17.1,9.2,70.9,1.1,1.1,2.2
116,Arkansas,12,21.7,16.8,30.8,54.6,191.8,1.4,36.7,143.3,3.9,0.9,67.5,335.1,5.0,8.4,7.9,1.9,18.3,5.8,51.8,0.7,1.5,2.2
117,Charlotte,12,21.7,15.2,25.3,60.1,180.5,0.8,43.8,162.7,3.7,1.5,69.0,343.2,5.0,7.9,9.8,1.8,19.8,5.3,47.1,0.6,0.7,1.3
118,San Jose State,12,21.3,21.5,37.4,57.5,260.9,1.8,29.7,61.5,2.1,0.7,67.1,322.4,4.8,11.7,3.7,1.3,16.7,6.8,54.6,0.5,1.1,1.6
119,Western Kentucky,12,21.1,21.2,35.9,58.9,226.8,1.3,36.7,136.7,3.7,1.3,72.6,363.5,5.0,10.0,8.9,2.0,20.9,6.5,57.6,0.6,0.8,1.4
120,Northern Illinois,13,20.7,16.5,28.6,57.5,153.5,1.2,42.5,171.5,4.0,1.2,71.2,325.0,4.6,7.9,10.2,1.1,19.2,6.7,63.9,0.5,0.8,1.4
121,Wyoming,12,20.7,11.3,23.0,48.9,131.3,0.7,41.1,200.0,4.9,1.6,64.1,331.3,5.2,6.0,9.7,1.3,17.0,6.0,49.7,0.6,0.3,0.9
122,Louisville,12,19.8,17.5,32.8,53.3,211.1,0.8,33.5,142.4,4.3,1.5,66.3,353.5,5.3,9.5,7.9,1.3,18.8,8.4,71.8,0.8,1.3,2.1
123,Michigan State,12,19.8,19.4,38.0,51.1,221.0,1.0,34.9,122.0,3.5,1.2,72.9,343.0,4.7,11.4,6.8,2.1,20.3,6.1,56.3,0.7,1.1,1.8
124,Texas State,12,19.8,16.1,27.5,58.5,182.3,1.3,37.2,147.2,4.0,1.3,64.7,329.5,5.1,7.8,7.7,1.9,17.4,6.0,48.2,0.9,1.0,1.9
125,Akron,12,18.9,15.6,31.2,50.0,199.2,1.3,32.3,98.2,3.0,0.4,63.5,297.3,4.7,8.8,5.8,2.3,16.8,6.7,61.1,0.8,1.2,2.0
126,Rice,13,18.9,15.2,28.3,53.5,174.8,1.0,37.7,143.6,3.8,1.2,66.0,318.4,4.8,8.2,7.0,1.0,16.2,4.5,39.5,0.5,1.2,1.8
127,UTEP,12,17.7,13.4,27.0,49.7,184.0,0.8,35.6,123.7,3.5,1.4,62.6,307.7,4.9,7.5,6.6,1.4,15.5,5.3,43.2,0.8,1.6,2.3
128,Central Michigan,12,15.0,14.7,30.2,48.6,134.5,0.8,37.3,120.6,3.2,0.7,67.4,255.1,3.8,6.4,7.0,1.7,15.1,8.2,70.9,0.8,1.5,2.3
129,UTSA,12,14.2,17.0,33.7,50.5,159.8,0.8,29.4,87.3,3.0,0.6,63.1,247.2,3.9,8.1,5.8,1.3,15.3,5.4,41.6,0.7,0.8,1.5
130,Rutgers,12,13.5,14.3,29.2,48.9,132.2,0.4,35.1,134.1,3.8,1.0,64.3,266.3,4.1,6.0,7.2,2.0,15.2,6.3,62.3,0.6,1.8,2.4
