,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
22,Brigham Young,13,20.4,19.2,33.2,57.9,200.9,1.0,30.8,112.5,3.7,1.2,64.0,313.4,4.9,8.9,5.5,1.9,16.4,5.7,44.6,0.9,1.0,1.9
23,Georgia,14,20.6,15.6,30.7,50.7,176.0,0.9,31.4,101.2,3.2,1.1,62.1,277.2,4.5,7.7,5.7,0.9,14.4,6.7,45.5,0.9,1.4,2.3
24,Notre Dame,13,20.7,18.8,31.5,59.7,205.8,1.8,36.8,138.9,3.8,0.6,68.2,344.7,5.1,10.4,7.8,1.9,20.1,7.4,62.5,0.5,0.6,1.1
25,Arkansas State,13,20.8,20.7,36.5,56.6,227.9,1.5,34.5,103.5,3.0,0.9,71.0,331.5,4.7,9.2,6.8,2.1,18.1,6.2,48.1,0.8,1.5,2.2
26,Southern Mississippi,14,20.8,22.0,38.2,57.6,224.4,1.0,36.1,118.6,3.3,1.1,74.4,343.0,4.6,11.1,6.9,1.2,19.1,6.4,53.9,0.6,1.4,2.0
27,Ohio State,13,21.0,16.5,27.1,60.8,182.0,1.4,36.8,141.5,3.8,1.0,63.9,323.5,5.1,8.5,7.2,1.1,16.8,5.9,50.5,0.5,1.0,1.5
28,Texas Christian,13,21.5,18.0,31.5,57.2,223.6,1.8,35.2,123.8,3.5,0.5,66.6,347.4,5.2,9.9,6.1,1.8,17.8,6.3,55.6,1.0,0.8,1.8
29,Vanderbilt,13,21.6,16.6,30.6,54.3,192.2,1.2,36.4,130.5,3.6,0.9,67.0,322.8,4.8,8.6,7.8,1.5,17.9,6.1,51.6,0.8,1.5,2.2
30,Stanford,13,21.9,21.4,34.7,61.6,253.2,1.4,28.0,84.4,3.0,1.2,62.7,337.6,5.4,11.2,4.6,1.8,17.5,5.0,47.5,1.2,0.5,1.7
31,Ohio,14,22.1,18.3,33.5,54.6,219.0,1.7,35.2,142.0,4.0,0.9,68.7,361.0,5.3,9.9,7.5,1.5,18.9,5.9,45.5,0.9,1.1,1.9
32,Oklahoma,13,22.1,19.8,36.5,54.2,241.5,1.4,36.6,134.7,3.7,1.2,73.1,376.2,5.1,10.1,7.5,1.6,19.2,6.2,43.8,0.9,1.2,2.1
33,Arkansas,13,22.2,17.8,31.3,57.0,195.2,0.9,38.8,167.6,4.3,1.6,70.2,362.8,5.2,9.2,8.3,1.3,18.8,6.2,51.2,0.7,0.9,1.6
34,Texas,13,22.2,19.8,35.1,56.6,209.8,1.0,31.5,96.2,3.1,1.2,66.5,306.1,4.6,10.2,5.5,2.1,17.7,5.3,49.4,1.1,0.9,2.0
35,Houston,14,22.4,18.4,33.5,55.0,208.7,1.4,41.1,171.6,4.2,1.3,74.6,380.3,5.1,9.4,9.4,1.1,19.9,6.3,52.1,0.7,1.5,2.2
36,Tennessee,12,22.6,14.8,25.6,58.0,177.8,1.2,37.1,162.7,4.4,1.4,62.7,340.5,5.4,7.6,8.3,1.3,17.3,6.5,54.8,0.8,0.8,1.5
37,South Florida,12,22.7,22.5,36.8,61.2,244.0,1.3,36.3,107.3,3.0,0.9,73.0,351.3,4.8,11.5,6.3,1.8,19.6,5.8,48.5,1.2,1.0,2.2
38,Pitt,13,22.8,21.0,34.5,60.9,233.7,1.2,35.8,116.9,3.3,1.3,70.2,350.6,5.0,11.6,6.4,1.5,19.5,6.1,55.8,1.0,0.6,1.6
39,Miami (OH),12,22.9,16.7,28.7,58.1,195.2,1.4,40.4,168.5,4.2,1.3,69.1,363.7,5.3,8.7,8.8,1.2,18.7,5.3,47.5,0.6,0.8,1.4
40,SMU,13,23.1,21.8,34.1,64.1,221.7,1.2,35.8,118.3,3.3,1.3,69.9,340.0,4.9,9.9,7.3,1.4,18.6,5.0,44.8,0.8,0.5,1.2
41,Louisiana Tech,13,23.2,22.9,39.2,58.5,249.1,1.6,37.3,127.4,3.4,0.8,76.5,376.5,4.9,10.8,8.2,1.2,20.2,6.0,50.4,0.8,1.6,2.4
42,Nebraska,13,23.4,14.8,27.8,53.2,192.2,1.2,39.6,158.5,4.0,1.8,67.4,350.7,5.2,7.8,9.2,1.8,18.8,5.9,57.5,0.6,0.8,1.4
43,Boston College,12,23.5,22.1,35.0,63.1,243.3,0.7,35.4,151.1,4.3,1.8,70.4,394.3,5.6,11.2,7.6,0.9,19.7,4.7,38.5,0.3,1.1,1.3
44,Missouri,13,23.5,23.5,37.5,62.8,252.6,1.5,35.6,127.4,3.6,1.3,73.1,380.0,5.2,11.6,7.8,1.3,20.7,5.9,44.8,0.7,1.0,1.7
45,USC,12,23.6,24.3,38.1,63.9,263.3,1.4,30.8,111.4,3.6,1.4,68.8,374.8,5.4,14.2,6.3,1.1,21.6,7.3,61.2,0.7,0.8,1.4
46,Iowa,13,23.8,19.7,31.8,62.0,222.9,1.6,42.2,156.0,3.7,1.2,74.0,378.9,5.1,11.1,9.1,1.2,21.4,6.4,53.9,0.7,0.8,1.5
47,Virginia,13,23.8,16.8,31.4,53.7,212.2,1.5,35.4,139.5,3.9,1.2,66.8,351.7,5.3,8.7,7.1,1.5,17.3,5.2,48.8,0.7,0.9,1.6
48,California,13,24.2,17.2,30.5,56.4,204.2,1.5,34.0,128.7,3.8,1.3,64.5,332.9,5.2,7.8,7.5,2.0,17.4,7.5,66.6,0.8,0.9,1.8
49,Connecticut,12,24.3,20.7,35.8,57.8,281.0,1.8,32.1,85.7,2.7,0.9,67.8,366.7,5.4,11.3,5.7,1.0,17.9,8.0,68.3,1.1,1.5,2.6
50,Eastern Michigan,12,24.3,18.7,31.0,60.2,209.8,1.7,33.9,140.5,4.1,1.0,64.9,350.3,5.4,10.7,6.3,1.8,18.8,4.7,38.3,0.6,0.4,1.0
51,Kent State,12,24.3,16.8,30.1,55.7,196.3,0.9,37.0,129.8,3.5,1.3,67.1,326.2,4.9,8.9,7.1,1.6,17.6,4.8,44.2,1.4,1.2,2.6
52,Oregon,14,24.6,22.4,37.8,59.2,247.3,1.8,39.1,142.8,3.6,1.0,76.9,390.1,5.1,11.4,8.0,2.1,21.6,6.3,51.6,0.9,1.2,2.1
53,Kentucky,12,24.7,14.6,28.5,51.2,193.8,1.6,40.6,183.2,4.5,1.2,69.1,377.0,5.5,8.3,10.1,1.2,19.5,6.2,53.3,0.8,1.3,2.1
54,North Carolina State,13,24.7,18.0,31.3,57.5,223.7,1.3,35.2,131.2,3.7,1.4,66.5,354.9,5.3,9.6,7.2,0.8,17.7,5.0,46.8,0.9,2.1,3.0
55,North Carolina,13,24.8,21.3,35.0,60.9,241.3,1.8,34.8,123.9,3.6,0.9,69.8,365.2,5.2,10.8,7.5,1.5,19.9,5.2,40.3,0.8,1.1,1.8
56,Western Kentucky,12,24.8,18.2,32.7,55.6,238.9,1.7,30.8,134.8,4.4,1.5,63.5,373.8,5.9,10.7,6.3,1.9,18.8,7.2,62.6,0.6,1.1,1.7
57,San Diego State,13,25.0,15.7,28.0,56.0,221.7,1.4,41.0,169.5,4.1,1.8,69.0,391.2,5.7,8.2,9.2,1.3,18.7,6.0,49.5,1.0,1.2,2.2
58,Nevada,13,25.2,16.4,33.9,48.3,221.8,1.9,32.7,147.4,4.5,1.2,66.6,369.2,5.5,9.8,7.1,1.8,18.6,6.5,52.8,0.8,1.2,1.9
59,Louisiana-Monroe,12,25.4,20.3,34.8,58.4,226.2,1.9,32.2,100.0,3.1,1.1,67.0,326.2,4.9,10.3,6.2,1.2,17.6,5.9,48.1,0.7,1.1,1.8
60,Georgia Tech,13,26.1,16.6,29.7,56.0,197.8,1.8,35.7,161.5,4.5,1.5,65.4,359.3,5.5,9.1,8.5,0.8,18.4,4.2,28.0,0.5,1.1,1.6
61,Oklahoma State,13,26.8,24.8,41.6,59.5,271.8,1.2,42.2,184.9,4.4,1.8,83.8,456.8,5.5,13.8,10.2,1.2,25.3,5.5,42.0,1.5,1.8,3.4
62,Purdue,13,26.8,17.8,30.8,57.9,221.0,1.3,40.8,174.9,4.3,1.9,71.7,395.9,5.5,10.4,9.5,2.1,21.9,5.5,49.3,0.7,0.9,1.6
63,West Virginia,13,26.8,19.6,34.5,56.9,203.5,1.2,36.3,144.8,4.0,1.6,70.8,348.2,4.9,9.9,7.2,1.4,18.5,6.7,55.6,0.7,1.1,1.8
64,Tulsa,13,27.3,23.6,39.7,59.5,286.3,1.9,39.2,128.5,3.3,1.5,78.8,414.8,5.3,12.8,7.8,1.5,22.1,5.4,50.4,0.8,1.4,2.2
65,Wake Forest,13,27.4,19.5,34.2,57.2,227.9,1.7,37.0,169.8,4.6,1.6,71.2,397.8,5.6,9.2,8.9,1.7,19.8,5.4,46.2,0.6,1.0,1.6
66,Northwestern,13,27.7,16.6,27.4,60.7,230.4,1.2,39.5,177.3,4.5,2.1,66.8,407.7,6.1,9.7,9.8,1.0,20.5,5.3,46.2,0.6,0.9,1.5
67,Wyoming,13,27.8,15.5,25.4,60.9,199.6,1.4,45.5,232.0,5.1,2.2,70.9,431.6,6.1,9.1,11.8,1.2,22.2,6.8,60.0,1.4,1.0,2.4
68,Kansas State,13,27.9,23.2,36.8,63.0,263.4,2.0,33.0,131.2,4.0,1.4,69.8,394.6,5.7,11.6,7.6,1.1,20.3,6.5,64.4,0.7,1.4,2.1
69,Utah State,13,27.9,22.1,36.5,60.5,238.5,1.3,36.9,127.8,3.5,1.7,73.4,366.2,5.0,11.2,7.9,2.8,21.8,5.9,50.2,0.8,0.3,1.2
70,Texas A&M,13,28.2,24.5,39.3,62.4,276.3,1.5,39.1,101.8,2.6,1.9,78.4,378.2,4.8,11.8,8.2,2.2,22.1,7.5,57.4,0.6,0.5,1.2
71,Army,12,28.3,11.8,20.4,57.6,164.3,1.6,40.1,194.9,4.9,2.0,60.5,359.3,5.9,6.8,10.8,1.1,18.8,4.8,37.5,0.8,0.7,1.4
72,Air Force,13,28.4,14.9,23.8,62.8,166.8,1.6,44.3,219.7,5.0,1.8,68.1,386.5,5.7,8.1,11.9,1.0,21.0,6.5,57.1,1.1,0.9,2.0
73,Syracuse,12,28.5,21.6,34.6,62.4,258.3,1.8,36.3,128.2,3.5,1.3,70.9,386.4,5.4,10.9,7.9,2.3,21.2,7.0,58.9,0.9,0.8,1.8
74,Arizona State,13,28.6,22.8,34.6,65.8,273.0,1.6,35.0,149.1,4.3,1.6,69.6,422.1,6.1,11.7,7.3,2.5,21.5,7.9,72.4,1.3,1.2,2.5
75,Marshall,13,28.6,22.2,35.4,62.6,255.2,1.8,36.2,149.8,4.1,1.5,71.5,405.0,5.7,12.5,7.6,1.1,21.2,5.2,41.5,1.2,1.1,2.2
76,Western Michigan,13,28.7,18.9,30.5,62.0,215.0,1.4,40.7,219.7,5.4,1.8,71.2,434.7,6.1,9.9,10.7,1.8,22.4,6.5,54.5,1.5,0.9,2.4
77,Bowling Green State,12,28.8,17.3,30.5,56.6,202.6,1.2,41.3,203.4,4.9,2.0,71.8,406.0,5.7,9.4,10.3,1.3,21.0,6.3,51.8,0.8,0.5,1.3
78,Auburn,13,28.9,19.2,30.4,63.3,218.8,1.8,40.8,189.2,4.6,1.5,71.2,408.0,5.7,10.4,10.6,1.4,22.4,5.5,41.5,0.9,0.8,1.8
79,Navy,12,28.9,21.4,28.8,74.3,226.9,1.2,38.7,186.9,4.8,2.7,67.5,413.8,6.1,11.3,10.8,0.4,22.4,4.7,41.5,1.2,0.8,2.0
80,Hawaii,13,29.1,19.0,32.6,58.3,244.9,2.2,36.5,142.5,3.9,1.5,69.2,387.4,5.6,11.2,7.8,1.3,20.4,6.2,56.6,0.8,1.1,1.8
81,Clemson,14,29.3,17.4,29.8,58.3,217.5,1.9,40.6,176.9,4.4,1.5,70.4,394.4,5.6,9.2,9.4,1.6,20.2,5.6,50.1,0.6,1.0,1.6
82,Buffalo,12,29.4,15.8,26.7,59.1,203.7,2.1,42.4,181.2,4.3,1.8,69.1,384.8,5.6,9.3,8.6,0.8,18.8,5.0,46.3,0.6,0.5,1.1
83,Iowa State,13,29.4,18.5,32.7,56.7,234.0,1.3,42.6,193.5,4.5,1.8,75.3,427.5,5.7,10.3,11.2,1.3,22.8,5.5,44.5,1.0,0.8,1.8
84,Louisiana,13,29.8,23.2,36.8,63.0,261.3,1.8,37.2,138.6,3.7,2.0,74.0,399.9,5.4,12.1,7.2,1.8,21.1,7.2,61.2,0.7,1.1,1.8
85,Northern Illinois,14,30.3,19.4,34.1,56.7,247.9,2.1,41.6,167.4,4.0,1.6,75.7,415.2,5.5,10.9,10.2,1.7,22.8,6.1,54.1,0.9,0.9,1.8
86,San Jose State,12,30.3,17.5,28.3,61.8,221.3,1.6,41.8,204.3,4.9,2.2,70.2,425.7,6.1,9.6,10.2,1.3,21.0,4.8,43.3,1.7,1.1,2.8
87,UTEP,12,30.3,20.2,33.7,59.9,251.7,1.3,36.2,189.8,5.2,2.0,69.8,441.5,6.3,10.8,9.7,1.2,21.7,5.3,48.0,0.6,1.0,1.6
88,North Texas,12,30.7,21.4,35.8,59.9,265.8,2.3,34.9,163.5,4.7,1.5,70.7,429.3,6.1,12.3,8.3,1.0,21.5,5.0,41.3,1.4,0.8,2.2
89,Oregon State,12,30.8,18.6,29.0,64.1,214.4,2.3,41.0,196.8,4.8,1.8,70.0,411.3,5.9,10.2,10.3,2.6,23.1,6.2,56.2,1.0,0.9,1.9
90,Duke,12,31.2,16.2,28.2,57.4,244.8,1.9,36.8,180.7,4.9,1.8,64.9,425.4,6.6,9.8,9.3,1.0,20.2,5.7,53.7,0.5,0.5,1.0
91,Colorado State,12,31.3,15.1,24.4,61.8,179.6,1.6,42.5,233.7,5.5,2.3,66.9,413.3,6.2,8.1,11.4,1.4,20.9,5.5,56.3,1.2,0.7,1.8
92,UCLA,14,31.4,21.3,33.6,63.3,226.6,2.0,37.0,190.6,5.2,1.9,70.6,417.1,5.9,10.8,9.9,1.6,22.3,5.7,54.4,0.5,1.0,1.5
93,Minnesota,12,31.7,19.9,29.4,67.7,216.7,1.9,38.3,186.4,4.9,1.9,67.7,403.1,6.0,10.2,10.5,1.6,22.3,4.5,37.1,0.4,0.3,0.8
94,Toledo,13,31.7,22.0,35.2,62.6,268.8,2.6,33.7,132.8,3.9,1.3,68.8,401.5,5.8,11.5,7.5,2.1,21.0,5.5,42.5,1.2,1.1,2.3
95,Washington State,12,31.8,19.2,29.8,64.2,252.4,2.0,35.8,157.2,4.4,1.6,65.6,409.6,6.2,10.9,7.0,1.7,19.6,8.1,69.1,0.8,0.7,1.4
96,Ole Miss,12,32.1,15.6,25.5,61.1,194.4,1.4,41.7,224.9,5.4,2.2,67.2,419.3,6.2,8.8,10.3,1.6,20.7,5.0,38.3,0.6,0.8,1.4
97,East Carolina,12,32.3,17.8,29.5,60.5,202.2,1.4,38.3,174.2,4.5,2.0,67.8,376.3,5.5,9.0,9.3,1.4,19.8,4.9,41.8,1.2,0.6,1.8
98,Central Michigan,12,33.3,19.1,31.2,61.2,241.8,2.0,41.2,187.0,4.5,1.9,72.3,428.8,5.9,10.9,9.1,1.7,21.7,5.3,47.2,0.3,0.7,0.9
99,Idaho,12,33.3,23.6,36.7,64.3,278.3,2.3,37.9,158.6,4.2,1.5,74.6,436.8,5.9,12.3,8.6,1.8,22.7,6.2,52.8,0.8,0.8,1.6
100,Rice,12,33.3,20.5,33.3,61.7,278.7,2.7,38.1,183.4,4.8,1.5,71.3,462.1,6.5,10.8,9.5,1.0,21.3,4.3,37.5,1.2,1.1,2.3
101,Troy,12,33.7,20.3,32.5,62.6,261.4,1.9,44.8,203.6,4.5,2.1,77.3,465.0,6.0,11.1,10.1,1.4,22.6,5.0,42.2,0.9,0.7,1.6
102,Maryland,12,34.3,20.4,31.1,65.7,237.4,1.5,47.0,219.8,4.7,2.6,78.1,457.2,5.9,10.7,11.8,1.4,23.9,5.3,45.6,1.3,0.9,2.3
103,Ball State,12,34.7,20.5,30.8,66.7,284.3,2.4,44.6,226.0,5.1,1.8,75.3,510.3,6.8,12.7,12.3,1.0,25.9,7.0,72.3,0.6,0.8,1.4
104,Florida Atlantic,12,34.7,20.9,31.4,66.6,223.3,1.6,42.0,168.9,4.0,2.3,73.4,392.3,5.3,10.2,10.0,2.0,22.2,5.8,49.0,0.7,0.8,1.5
105,Memphis,12,35.1,23.3,36.0,64.6,299.4,2.3,37.9,191.6,5.1,2.1,73.9,491.0,6.6,13.8,9.0,1.3,24.0,5.8,48.9,1.5,1.0,2.5
106,Fresno State,13,35.2,18.7,33.7,55.5,269.2,1.6,34.7,166.6,4.8,2.6,68.4,435.8,6.4,11.4,7.4,1.8,20.5,5.7,53.8,0.3,0.4,0.7
107,Arizona,12,35.4,23.5,35.7,65.9,298.9,1.8,34.3,161.6,4.7,2.5,69.9,460.5,6.6,13.2,7.3,2.5,23.0,7.2,67.3,0.4,0.9,1.3
108,Washington,13,35.9,23.5,37.4,62.8,284.6,1.7,33.2,168.7,5.1,2.5,70.5,453.3,6.4,12.8,8.3,1.7,22.8,6.9,55.4,1.0,0.8,1.8
109,Colorado,13,36.5,20.8,31.8,65.5,255.4,2.6,34.9,183.9,5.3,2.0,66.8,439.3,6.6,11.9,9.8,1.9,23.6,6.7,71.0,0.6,0.5,1.2
110,Middle Tennessee State,12,36.8,17.3,27.4,63.2,211.6,1.5,49.2,229.5,4.7,3.1,76.6,441.1,5.8,9.3,12.0,1.1,22.4,5.9,49.0,1.3,0.3,1.7
111,New Mexico State,13,36.8,20.0,33.5,59.6,243.4,2.0,40.6,218.8,5.4,2.5,74.2,462.2,6.2,10.9,11.3,1.8,24.1,4.5,39.4,0.9,0.8,1.7
112,UAB,12,36.8,23.8,33.6,71.0,282.3,2.2,38.8,203.3,5.2,2.2,72.4,485.6,6.7,13.3,11.3,1.4,25.9,6.0,54.1,1.0,0.8,1.8
113,Baylor,13,37.2,24.2,38.1,63.6,291.1,2.8,38.2,197.4,5.2,2.2,76.3,488.5,6.4,12.5,9.8,2.2,24.5,7.1,60.2,1.0,1.2,2.2
114,Indiana,12,37.3,15.1,25.2,59.9,215.0,2.2,46.0,243.7,5.3,2.1,71.2,458.7,6.4,8.5,12.7,0.9,22.1,5.9,52.3,0.9,0.4,1.3
115,Tulane,13,37.5,20.0,32.5,61.6,245.4,1.5,35.9,164.9,4.6,2.8,68.4,410.3,6.0,10.8,8.8,1.2,20.9,4.9,39.9,0.5,0.9,1.5
116,Akron,12,38.5,16.1,25.5,63.1,207.6,1.9,44.6,219.6,4.9,2.8,70.1,427.2,6.1,9.9,11.1,1.0,22.0,5.8,56.0,1.1,0.2,1.3
117,Texas Tech,12,39.3,15.8,26.2,60.5,226.8,2.0,49.2,258.8,5.3,2.8,75.3,485.6,6.4,9.4,13.3,2.0,24.7,7.1,60.7,1.2,0.4,1.6
118,UNLV,12,40.4,17.5,28.8,60.9,249.0,2.3,39.8,194.2,4.9,2.5,68.6,443.2,6.5,10.4,10.1,1.7,22.2,4.3,35.7,1.1,0.6,1.7
119,New Mexico,12,41.7,20.3,28.0,72.6,245.2,1.8,45.1,246.9,5.5,3.8,73.1,492.1,6.7,11.3,13.0,0.8,25.2,5.6,49.3,0.8,0.3,1.1
120,Kansas,12,43.8,21.7,31.2,69.5,277.3,2.3,41.0,239.1,5.8,3.2,72.2,516.4,7.2,11.6,12.8,1.2,25.5,5.2,45.3,0.8,0.7,1.5
