Wk,Year,Home,Away,Outcome,off_rank.x,games.x.x,pts.x,p_comp.x,p_att.x,comp_pct.x,p_yds.x,p_td.x,r_att.x,r_yds.x,r_avg.x,r_td.x,ttl_off_plays.x,ttl_off_yds.x,ttl_off_avg.x,pass_fd.x,rush_fd.x,pen_fd.x,ttl_fd.x,pen.x,pen_yds.x,fum.x,int.x,turnover.x,def_rank.x,games.y.x,opp_pts.x,opp_p_comp.x,opp_p_att.x,opp_comp_pct.x,opp_p_yds.x,opp_p_td.x,opp_r_att.x,opp_r_yds.x,opp_r_avg.x,opp_r_td.x,opp_ttl_off_plays.x,opp_ttl_off_yds.x,opp_ttl_off_avg.x,opp_pass_fd.x,opp_rush_fd.x,opp_pen_fd.x,opp_ttl_fd.x,def_pen.x,def_pen_yds.x,opp_fum.x,opp_int.x,opp_turnover.x,off_rank.y,games.x.y,pts.y,p_comp.y,p_att.y,comp_pct.y,p_yds.y,p_td.y,r_att.y,r_yds.y,r_avg.y,r_td.y,ttl_off_plays.y,ttl_off_yds.y,ttl_off_avg.y,pass_fd.y,rush_fd.y,pen_fd.y,ttl_fd.y,pen.y,pen_yds.y,fum.y,int.y,turnover.y,def_rank.y,games.y.y,opp_pts.y,opp_p_comp.y,opp_p_att.y,opp_comp_pct.y,opp_p_yds.y,opp_p_td.y,opp_r_att.y,opp_r_yds.y,opp_r_avg.y,opp_r_td.y,opp_ttl_off_plays.y,opp_ttl_off_yds.y,opp_ttl_off_avg.y,opp_pass_fd.y,opp_rush_fd.y,opp_pen_fd.y,opp_ttl_fd.y,def_pen.y,def_pen_yds.y,opp_fum.y,opp_int.y,opp_turnover.y
2,2017,Colorado,Colorado State,1,81,12,26.4,20.3,34.2,59.5,260.4,1.6,41.2,158.5,3.9,1.4,75.3,418.9,5.6,10.7,10.3,1.6,22.6,6.3,55.7,0.4,0.8,1.2,74,12,28.2,18.9,33.9,55.8,242.6,1.4,39.6,208.3,5.3,1.9,73.5,450.8,6.1,10.6,11.1,1.6,23.3,5.3,50.1,0.5,0.7,1.2,31,13,33.4,21.8,35.3,61.9,292.6,2.2,39.8,200.6,5.0,2.0,75.2,493.2,6.6,13.4,10.3,1.8,25.5,6.2,57.0,0.5,0.8,1.2,72,13,27.8,18.2,32.2,56.7,244.9,1.6,36.2,188.5,5.2,1.7,68.4,433.5,6.3,10.3,9.2,1.8,21.4,5.6,48.7,0.5,0.9,1.4
2,2017,Eastern Michigan,Charlotte,1,82,12,26.1,21.4,36.3,59.1,257.3,1.8,34.9,130.5,3.7,1.2,71.2,387.8,5.4,11.7,7.0,1.6,20.3,6.2,57.5,0.6,1.3,1.8,40,12,23.3,16.3,28.0,58.0,190.3,1.3,40.1,173.3,4.3,1.4,68.1,363.6,5.3,8.7,8.0,1.9,18.6,7.3,64.4,0.8,0.7,1.5,128,12,14.2,12.2,26.0,46.8,136.9,0.8,35.7,166.3,4.7,1.1,61.7,303.2,4.9,5.8,7.1,1.0,13.9,6.5,65.0,0.3,1.3,1.7,104,12,32.8,21.3,30.8,69.1,248.8,1.5,43.1,205.7,4.8,2.2,73.8,454.4,6.2,11.2,11.0,1.3,23.5,5.0,41.7,0.8,0.2,0.9
2,2017,Florida Atlantic,Navy,0,8,14,40.6,16.7,25.8,64.8,213.1,1.5,47.5,285.1,6.0,3.7,73.3,498.2,6.8,7.9,14.9,1.4,24.3,5.9,52.4,0.4,0.5,0.9,34,14,22.7,19.7,35.3,55.9,230.7,1.3,39.8,158.9,4.0,1.6,75.1,389.6,5.2,11.6,8.3,1.9,21.9,5.0,43.2,0.4,1.4,1.9,49,13,30.5,3.2,7.8,41.6,77.3,0.8,63.2,351.4,5.6,3.2,71.0,428.7,6.0,2.2,17.8,1.1,21.2,4.1,40.6,0.7,0.8,1.5,62,13,26.3,15.7,25.6,61.3,215.8,1.8,34.4,154.5,4.5,1.4,60.0,370.3,6.2,8.8,7.8,1.3,17.9,5.2,40.2,0.7,0.5,1.2
2,2017,Rutgers,Washington,0,121,12,18.0,11.3,22.9,49.1,115.6,0.6,36.4,148.6,4.1,1.6,59.3,264.2,4.5,4.9,7.3,1.6,13.8,5.9,50.1,0.8,0.9,1.7,76,12,28.3,17.2,30.1,57.1,216.8,1.6,39.3,182.5,4.6,1.8,69.4,399.3,5.8,10.8,8.2,1.3,20.3,6.8,57.3,0.3,1.0,1.3,17,13,36.2,18.5,26.8,69.0,222.2,1.5,36.4,183.2,5.0,2.8,63.2,405.5,6.4,10.3,8.9,1.6,20.8,4.2,34.2,0.5,0.4,0.8,5,13,16.1,20.9,32.1,65.2,197.2,0.8,35.2,101.7,2.9,0.8,67.3,298.8,4.4,8.8,7.2,0.8,16.8,4.2,39.5,0.7,1.2,1.8
2,2017,Wisconsin,Utah State,1,28,14,33.8,14.6,23.2,62.8,192.1,1.8,44.7,223.2,5.0,2.0,67.9,415.3,6.1,9.1,10.6,1.4,21.1,5.4,50.2,0.6,1.1,1.7,3,14,13.9,13.7,28.2,48.6,163.6,0.8,31.1,98.4,3.2,0.5,59.4,262.1,4.4,6.9,5.6,1.4,14.0,5.4,47.1,0.6,1.4,2.1,51,13,30.2,19.5,33.5,58.4,226.0,1.3,37.3,171.4,4.6,1.8,70.8,397.4,5.6,10.1,7.8,1.2,19.1,6.2,56.0,0.8,1.0,1.8,67,13,26.9,16.1,28.9,55.6,182.5,1.3,48.2,217.2,4.5,1.5,77.1,399.6,5.2,8.3,11.3,1.6,21.2,7.1,56.2,1.2,1.0,2.2
2,2017,Alabama,Florida State,1,15,14,37.1,14.6,23.8,61.3,193.4,2.0,43.7,250.6,5.7,2.6,67.5,444.1,6.6,8.6,12.4,1.4,22.2,4.9,40.6,0.5,0.2,0.7,1,14,11.9,16.4,30.4,53.8,165.7,0.6,34.7,95.7,2.8,0.6,65.1,261.4,4.0,8.1,5.4,1.8,15.4,4.4,32.5,0.4,1.4,1.7,72,13,27.8,15.5,26.5,58.6,196.2,1.6,35.6,155.7,4.4,1.3,62.2,351.9,5.7,8.5,8.5,1.1,18.0,6.0,53.8,0.6,1.0,1.6,29,13,21.2,18.7,33.8,55.2,195.5,1.2,35.8,135.6,3.8,1.5,69.7,331.1,4.8,9.2,6.9,1.2,17.4,4.6,39.2,0.5,0.7,1.2
2,2017,Auburn,Georgia Southern,1,25,14,33.9,18.2,27.3,66.8,233.4,1.5,45.9,218.3,4.8,2.4,73.1,451.6,6.2,9.0,11.5,1.8,22.3,4.5,38.6,1.0,0.4,1.4,11,14,18.5,16.6,30.6,54.2,182.6,1.1,37.7,137.0,3.6,0.8,68.3,319.6,4.7,7.9,7.1,1.6,16.6,6.0,48.5,0.9,0.4,1.4,113,12,20.8,8.8,16.3,53.8,110.0,0.7,53.7,222.3,4.1,1.6,69.9,332.3,4.8,4.1,12.3,1.3,17.6,6.4,54.4,1.1,0.6,1.7,98,12,32.2,15.3,27.6,55.6,230.1,2.3,34.5,180.3,5.2,1.8,62.1,410.4,6.6,9.0,8.0,1.8,18.8,5.3,45.4,0.5,1.2,1.7
2,2017,Boise State,Troy,1,36,14,32.5,20.1,32.1,62.6,262.6,1.9,37.9,143.8,3.8,1.8,69.9,406.4,5.8,11.7,7.8,1.6,21.1,5.9,50.0,0.4,0.5,0.9,38,14,22.9,20.0,33.6,59.6,212.4,1.2,35.4,120.2,3.4,1.4,68.9,332.6,4.8,9.6,7.0,1.3,17.9,4.4,41.8,0.8,1.1,1.9,43,13,31.5,22.5,35.4,63.7,269.6,1.5,31.5,148.8,4.7,2.3,66.8,418.5,6.3,11.6,6.8,1.8,20.3,7.0,57.1,0.9,0.5,1.5,12,13,18.5,20.2,33.6,60.0,231.3,1.5,36.8,107.2,2.9,0.5,70.4,338.5,4.8,10.5,7.2,1.4,19.0,6.3,56.6,0.7,1.3,2.0
2,2017,North Carolina,California,0,83,12,26.0,18.4,33.9,54.3,225.3,1.8,35.6,144.3,4.1,1.4,69.5,369.6,5.3,10.8,7.4,1.5,19.7,7.8,72.7,0.5,1.3,1.8,88,12,31.3,16.8,30.3,55.4,223.1,1.8,44.3,213.0,4.8,1.8,74.6,436.1,5.8,9.0,11.0,2.1,22.1,5.3,48.1,0.8,0.6,1.3,71,12,27.8,23.2,39.7,58.4,258.9,1.6,34.7,125.6,3.6,1.4,74.3,384.5,5.2,11.6,8.2,2.5,22.1,6.5,54.8,0.7,1.0,1.7,78,12,28.4,22.3,34.4,64.6,265.8,1.5,39.6,164.1,4.1,1.8,74.0,429.9,5.8,11.2,9.7,1.4,22.4,7.6,67.9,0.8,1.2,2.0
2,2017,UCF,Florida International,1,1,13,48.2,22.1,32.6,67.7,331.8,2.9,38.5,199.2,5.2,3.0,71.1,530.9,7.5,13.1,9.2,2.8,25.2,8.4,68.1,0.5,0.7,1.2,53,13,25.3,20.1,36.2,55.5,268.1,1.8,38.3,159.8,4.2,1.2,74.5,427.9,5.7,10.8,8.5,2.2,21.5,8.3,74.0,0.9,1.5,2.5,86,13,25.6,19.4,30.5,63.6,233.2,1.5,38.0,159.2,4.2,1.5,68.5,392.3,5.7,11.6,7.6,1.5,20.7,6.5,64.9,0.8,0.8,1.6,80,13,28.5,21.0,32.2,65.3,243.6,1.8,36.8,172.0,4.7,1.8,68.9,415.6,6.0,11.2,9.2,2.5,22.5,5.4,46.2,0.8,0.5,1.4
2,2017,Clemson,Kent State,1,32,14,33.3,22.1,33.5,65.9,235.5,1.2,41.2,195.0,4.7,2.9,74.7,430.5,5.8,11.0,9.6,1.4,22.1,4.9,43.4,0.5,0.6,1.1,2,14,13.6,14.9,28.3,52.5,161.9,1.1,36.6,114.9,3.1,0.4,64.9,276.7,4.3,6.4,7.1,1.4,14.8,5.3,45.3,0.4,1.0,1.4,129,12,12.8,9.5,19.5,48.7,122.7,0.7,43.2,152.5,3.5,0.8,62.7,275.2,4.4,4.8,8.3,1.1,14.1,7.8,74.6,0.9,1.3,2.2,112,12,35.1,14.1,25.1,56.1,195.1,1.6,40.4,216.0,5.3,2.6,65.5,411.1,6.3,8.1,9.3,2.8,20.1,6.7,55.1,0.6,1.0,1.6
2,2017,Coastal Carolina,Massachusetts,1,102,12,23.7,13.2,25.3,52.0,189.1,1.5,37.2,156.3,4.2,1.3,62.5,345.3,5.5,7.9,9.0,1.5,18.3,7.0,62.8,0.6,0.9,1.5,108,12,34.0,18.3,28.8,63.3,241.3,1.7,39.1,169.5,4.3,2.3,67.9,410.8,6.0,10.8,9.5,1.6,21.8,5.6,52.5,0.5,0.4,0.9,47,12,30.6,22.7,37.3,60.9,297.5,2.2,34.8,135.5,3.9,1.6,72.1,433.0,6.0,12.8,6.8,2.0,21.7,6.6,56.6,0.9,0.5,1.4,94,12,31.8,16.2,30.3,53.3,207.0,1.4,40.0,197.4,4.9,2.3,70.3,404.4,5.8,8.2,9.3,1.5,19.0,7.3,72.7,0.6,1.1,1.7
2,2017,Georgia,Appalachian State,1,20,15,35.4,12.4,20.3,61.0,176.9,1.6,44.9,258.4,5.8,2.8,65.2,435.3,6.7,7.5,11.9,1.4,20.7,6.3,55.7,0.5,0.6,1.1,6,15,16.4,16.3,29.1,55.8,168.9,1.3,33.7,126.0,3.7,0.5,62.9,294.9,4.7,6.9,7.2,1.5,15.6,5.2,39.7,0.5,0.8,1.3,30,13,33.5,16.5,27.4,60.4,216.2,2.2,40.8,223.6,5.5,2.1,68.2,439.8,6.5,8.8,10.5,1.6,20.9,7.0,63.9,0.6,0.5,1.1,21,13,20.2,16.8,29.2,57.6,205.1,1.1,35.3,137.6,3.9,1.1,64.5,342.7,5.3,8.4,7.3,1.4,17.1,7.2,60.7,0.6,1.4,2.0
2,2017,Illinois,Ball State,1,127,12,15.4,14.0,28.3,49.6,174.8,0.7,32.2,105.6,3.3,0.9,60.4,280.4,4.6,6.9,6.0,1.6,14.5,7.1,64.0,0.6,1.6,2.2,90,12,31.5,16.8,28.3,59.3,199.9,1.7,45.7,218.5,4.8,2.3,73.9,418.4,5.7,9.1,11.4,1.9,22.4,6.3,58.6,0.8,0.8,1.6,122,12,17.9,19.0,33.8,56.3,177.2,0.9,41.2,158.7,3.9,1.3,74.9,335.8,4.5,8.9,8.7,1.2,18.8,4.1,39.9,0.6,1.2,1.8,125,12,40.7,15.5,26.3,58.9,233.6,2.4,37.3,188.0,5.0,2.3,63.6,421.6,6.6,10.2,8.8,1.3,20.2,4.1,39.8,0.5,0.5,1.0
2,2017,Iowa,Wyoming,1,66,13,28.2,15.3,27.3,56.1,189.8,2.1,37.0,139.2,3.8,1.3,64.3,329.1,5.1,8.2,7.9,1.3,17.4,5.1,41.1,1.0,0.5,1.5,17,13,19.9,19.8,35.3,56.0,212.8,1.5,35.0,144.6,4.1,0.8,70.3,357.5,5.1,10.0,7.4,1.4,18.8,6.1,54.7,0.4,1.6,2.0,105,13,23.5,15.0,26.8,56.0,177.2,1.4,34.3,108.8,3.2,1.0,61.1,286.0,4.7,8.1,5.8,1.3,15.2,4.2,40.2,0.5,0.6,1.1,9,13,17.5,14.5,25.7,56.6,174.9,0.8,46.1,160.3,3.5,1.2,71.8,335.2,4.7,7.5,9.8,1.4,18.8,4.9,46.3,1.4,1.5,2.9
2,2017,Southern Mississippi,Kentucky,0,58,13,29.2,18.9,33.8,56.0,240.1,1.8,38.3,184.5,4.8,1.5,72.1,424.6,5.9,10.2,9.0,1.8,21.2,7.6,67.1,0.9,0.5,1.5,45,13,24.5,15.2,29.0,52.5,193.5,1.2,36.8,138.5,3.8,1.6,65.8,331.9,5.0,8.2,7.3,2.0,17.6,4.9,44.4,0.7,0.7,1.4,87,13,25.5,15.1,25.4,59.4,188.2,0.8,37.5,161.7,4.3,2.1,62.9,349.8,5.6,8.6,8.1,1.9,18.6,5.5,48.2,0.6,0.5,1.2,75,13,28.2,21.1,32.8,64.2,251.6,1.6,35.8,175.3,4.9,1.8,68.7,426.9,6.2,11.2,9.5,1.5,22.2,7.0,60.5,0.5,0.8,1.4
2,2017,LSU,Brigham Young,1,76,13,27.2,13.8,23.1,59.7,203.5,1.3,43.3,207.6,4.8,1.9,66.4,411.1,6.2,8.4,10.5,1.2,20.1,5.8,50.6,0.3,0.3,0.6,14,13,18.9,15.5,29.1,53.4,187.6,0.8,33.2,129.0,3.9,1.2,62.2,316.6,5.1,8.5,6.4,1.5,16.3,4.8,35.8,0.5,0.9,1.4,124,13,17.1,17.5,32.2,54.5,194.6,1.0,30.9,130.7,4.2,0.9,63.1,325.3,5.2,8.9,6.7,0.9,16.5,4.5,39.2,0.6,1.5,2.1,46,13,24.7,19.5,29.7,65.8,225.2,1.5,40.0,147.6,3.7,1.2,69.7,372.8,5.3,10.4,9.2,1.0,20.5,5.3,49.0,0.7,0.6,1.3
2,2017,Louisville,Purdue,1,11,13,38.1,21.3,35.7,59.7,299.8,2.2,38.1,245.1,6.4,2.5,73.8,544.9,7.4,12.9,12.1,2.1,27.1,6.3,51.1,0.8,0.8,1.6,70,13,27.4,17.2,29.6,58.2,224.7,1.4,39.5,163.4,4.1,1.8,69.2,388.1,5.6,10.2,9.1,1.2,20.5,5.7,55.3,0.8,1.0,1.8,92,13,25.2,22.5,37.8,59.5,251.5,2.1,34.4,151.5,4.4,0.9,72.2,403.1,5.6,11.1,8.8,1.8,21.7,5.9,50.6,0.5,0.8,1.3,24,13,20.5,19.1,33.6,56.8,242.5,1.6,37.4,133.2,3.6,0.8,71.0,375.8,5.3,10.6,6.8,1.8,19.2,6.9,59.8,0.8,0.8,1.6
2,2017,Marshall,Miami (OH),1,79,13,26.7,20.5,34.1,60.0,239.6,1.9,34.8,140.5,4.0,1.1,68.9,380.2,5.5,10.9,7.2,2.2,20.4,6.5,59.8,0.7,1.1,1.8,18,13,19.9,18.5,33.2,55.6,220.5,1.4,35.8,121.2,3.4,1.0,69.0,341.7,5.0,10.4,6.8,2.1,19.2,5.5,56.1,0.7,0.5,1.2,97,12,24.4,17.8,32.3,54.9,237.7,2.0,36.5,147.3,4.0,1.0,68.8,384.9,5.6,11.3,7.3,2.1,20.7,7.3,63.1,0.6,0.9,1.5,43,12,24.1,16.0,30.4,52.6,200.8,1.6,37.2,167.7,4.5,1.1,67.6,368.5,5.5,8.2,8.1,2.5,18.8,5.7,55.2,0.5,0.9,1.4
2,2017,Texas,Maryland,0,52,13,29.5,22.9,38.2,60.0,258.8,1.4,38.9,140.0,3.6,1.8,77.2,398.8,5.2,11.0,8.2,1.5,20.5,7.1,66.8,0.5,0.8,1.4,30,13,21.2,20.1,34.9,57.5,258.8,1.3,35.5,107.8,3.0,1.1,70.4,366.6,5.2,10.0,6.3,1.3,17.6,6.8,52.0,0.8,1.2,2.0,100,12,24.1,14.6,26.5,55.0,161.7,1.3,36.3,161.7,4.4,1.6,62.8,323.3,5.1,6.8,7.7,2.3,16.8,6.9,64.5,0.5,0.7,1.2,120,12,37.1,19.9,33.8,58.9,228.6,1.9,40.8,190.8,4.7,2.4,74.7,419.4,5.6,11.3,10.0,2.7,23.7,5.8,57.5,0.5,0.8,1.3
2,2017,Michigan,Florida,1,91,13,25.2,14.2,26.6,53.5,171.2,0.7,40.7,177.7,4.4,2.0,67.3,348.9,5.2,7.4,8.8,1.2,17.5,6.6,57.2,0.8,0.8,1.6,13,13,18.8,12.3,25.2,48.8,150.1,0.8,34.7,120.9,3.5,1.2,59.9,271.0,4.5,5.8,6.1,1.9,13.8,5.5,46.1,0.5,0.8,1.3,109,11,22.1,15.8,28.4,55.8,179.5,0.9,36.4,156.4,4.3,1.4,64.7,335.9,5.2,8.4,7.5,0.9,16.8,7.9,58.7,0.9,0.9,1.8,69,11,27.3,13.5,24.5,54.8,195.4,1.5,36.4,153.9,4.2,1.5,60.9,349.3,5.7,8.4,7.5,1.6,17.5,5.8,45.5,0.3,1.3,1.5
