Wk,Year,Home,Away,Outcome,off_rank.x,games.x.x,pts.x,p_comp.x,p_att.x,comp_pct.x,p_yds.x,p_td.x,r_att.x,r_yds.x,r_avg.x,r_td.x,ttl_off_plays.x,ttl_off_yds.x,ttl_off_avg.x,pass_fd.x,rush_fd.x,pen_fd.x,ttl_fd.x,pen.x,pen_yds.x,fum.x,int.x,turnover.x,def_rank.x,games.y.x,opp_pts.x,opp_p_comp.x,opp_p_att.x,opp_comp_pct.x,opp_p_yds.x,opp_p_td.x,opp_r_att.x,opp_r_yds.x,opp_r_avg.x,opp_r_td.x,opp_ttl_off_plays.x,opp_ttl_off_yds.x,opp_ttl_off_avg.x,opp_pass_fd.x,opp_rush_fd.x,opp_pen_fd.x,opp_ttl_fd.x,def_pen.x,def_pen_yds.x,opp_fum.x,opp_int.x,opp_turnover.x,off_rank.y,games.x.y,pts.y,p_comp.y,p_att.y,comp_pct.y,p_yds.y,p_td.y,r_att.y,r_yds.y,r_avg.y,r_td.y,ttl_off_plays.y,ttl_off_yds.y,ttl_off_avg.y,pass_fd.y,rush_fd.y,pen_fd.y,ttl_fd.y,pen.y,pen_yds.y,fum.y,int.y,turnover.y,def_rank.y,games.y.y,opp_pts.y,opp_p_comp.y,opp_p_att.y,opp_comp_pct.y,opp_p_yds.y,opp_p_td.y,opp_r_att.y,opp_r_yds.y,opp_r_avg.y,opp_r_td.y,opp_ttl_off_plays.y,opp_ttl_off_yds.y,opp_ttl_off_avg.y,opp_pass_fd.y,opp_rush_fd.y,opp_pen_fd.y,opp_ttl_fd.y,def_pen.y,def_pen_yds.y,opp_fum.y,opp_int.y,opp_turnover.y
1,2008,Buffalo,UTEP,1,33,14,30.3,21.9,33.7,64.8,237.6,1.8,34.7,132.7,3.8,1.9,68.4,370.3,5.4,11.1,7.3,1.6,19.9,4.7,44.9,0.6,0.4,1.0,78,14,28.2,21.9,33.2,65.8,235.2,1.3,35.4,173.0,4.9,2.2,68.6,408.2,5.9,11.4,9.4,0.9,21.6,5.4,42.1,1.8,0.6,2.4,25,12,32.9,21.5,37.3,57.6,284.2,2.8,30.9,122.3,4.0,0.8,68.3,406.5,6.0,12.3,6.5,1.8,20.6,6.1,57.3,0.5,0.8,1.3,113,12,37.0,20.3,32.5,62.6,270.3,2.8,38.7,199.5,5.2,1.8,71.2,469.8,6.6,11.4,11.1,1.7,24.2,6.0,58.1,1.1,1.2,2.3
1,2008,South Carolina,North Carolina State,1,96,13,20.8,19.2,34.8,55.1,222.5,1.5,32.1,94.1,2.9,0.5,66.8,316.5,4.7,9.9,7.0,1.6,18.5,5.8,49.2,0.8,2.1,2.9,31,13,21.1,14.5,25.2,57.6,159.2,0.7,36.6,132.7,3.6,1.8,61.8,291.9,4.7,7.3,7.5,1.6,16.5,5.3,45.1,1.0,1.1,2.1,80,13,23.5,15.2,30.2,50.3,206.0,1.5,34.0,123.2,3.6,1.1,64.2,329.2,5.1,8.5,7.5,1.2,17.2,5.5,42.3,0.5,1.1,1.5,65,13,26.3,21.4,34.4,62.2,248.7,1.5,34.0,142.2,4.2,1.3,68.4,390.9,5.7,11.5,8.8,1.2,21.4,4.9,45.5,0.8,1.4,2.2
1,2008,Stanford,Oregon State,1,54,12,26.3,13.5,23.9,56.4,152.2,0.9,40.8,199.6,4.9,2.2,64.8,351.8,5.4,7.2,9.8,1.8,18.8,6.9,61.9,0.8,1.3,2.1,72,12,27.4,20.3,32.1,63.1,226.7,1.5,35.6,152.9,4.3,1.7,67.7,379.6,5.6,10.9,8.1,2.3,21.3,6.9,59.1,1.2,0.6,1.8,32,13,30.5,20.8,34.5,60.3,249.0,1.9,37.5,158.1,4.2,1.6,71.9,407.1,5.7,10.9,9.2,1.4,21.5,6.7,56.8,0.5,1.2,1.6,47,13,23.1,14.1,27.2,51.7,180.9,1.2,34.9,131.2,3.8,1.2,62.2,312.2,5.0,7.9,6.6,1.3,15.8,7.2,65.2,0.7,1.0,1.7
1,2008,Middle Tennessee State,Troy,0,85,12,22.8,21.3,34.5,61.8,241.7,1.5,34.3,106.9,3.1,1.3,68.8,348.6,5.1,10.6,7.0,1.1,18.7,5.7,50.6,0.8,0.9,1.7,62,12,24.9,18.0,30.4,59.2,212.8,1.4,37.8,153.5,4.1,1.7,68.2,366.3,5.4,9.4,8.1,1.6,19.1,6.0,45.2,1.0,0.9,1.9,26,13,32.8,24.5,40.3,60.9,246.6,2.0,34.5,167.6,4.9,1.8,74.8,414.2,5.5,11.5,9.5,1.5,22.4,6.8,57.8,0.9,0.8,1.8,34,13,21.3,17.8,32.5,54.8,187.8,1.4,39.8,139.7,3.5,1.2,72.3,327.5,4.5,8.7,8.2,1.6,18.5,6.8,51.8,0.6,1.6,2.2
1,2008,Miami (OH),Vanderbilt,0,107,12,18.4,22.1,38.4,57.5,217.9,0.8,31.3,108.1,3.4,0.8,69.8,326.0,4.7,11.0,6.3,1.8,19.1,5.3,42.1,1.3,1.0,2.3,102,12,32.7,15.4,24.8,62.3,187.2,1.8,38.3,208.3,5.4,2.4,63.0,395.5,6.3,8.0,9.7,1.0,18.7,5.1,48.6,0.8,0.5,1.3,105,13,19.2,12.1,24.5,49.2,122.6,1.1,36.2,133.6,3.7,1.0,60.8,256.2,4.2,5.5,7.2,2.1,14.8,4.3,36.4,0.7,0.9,1.6,21,13,19.6,14.8,27.8,53.3,174.9,1.2,37.8,144.7,3.8,1.0,65.6,319.6,4.9,7.8,9.2,0.5,17.6,6.1,51.5,0.8,1.5,2.3
1,2008,Baylor,Wake Forest,0,42,12,28.0,14.2,24.2,58.6,180.7,1.3,40.1,195.8,4.9,2.4,64.3,376.4,5.9,7.8,10.3,1.6,19.8,6.7,54.7,0.5,0.4,0.9,87,12,29.3,24.0,35.6,67.4,255.3,1.8,38.6,137.9,3.6,1.8,74.2,393.2,5.3,11.8,9.4,1.5,22.8,5.7,52.3,0.9,1.3,2.3,95,13,21.0,18.0,28.5,63.2,186.9,1.1,39.6,121.4,3.1,1.1,68.1,308.3,4.5,8.5,7.1,1.2,16.8,4.7,48.2,1.0,0.5,1.5,16,13,18.3,15.3,29.4,52.1,172.5,1.2,35.2,124.2,3.5,0.8,64.6,296.7,4.6,7.9,7.0,1.0,15.9,5.8,51.4,1.5,1.4,2.8
1,2008,Rice,SMU,1,8,13,41.3,26.1,39.7,65.7,327.2,3.7,34.5,143.7,4.2,1.6,74.2,470.9,6.3,15.2,8.9,1.8,25.9,4.9,42.5,0.7,0.5,1.2,104,13,33.3,20.8,36.8,56.7,269.5,2.6,35.5,182.8,5.2,1.8,72.2,452.2,6.3,12.2,10.1,1.4,23.6,5.5,48.7,1.2,1.2,2.4,93,12,21.3,22.4,39.7,56.5,272.9,2.4,18.1,41.4,2.3,0.3,57.8,314.3,5.4,11.8,3.6,1.8,17.1,6.2,48.8,0.6,2.1,2.7,116,12,38.2,18.2,28.3,64.1,253.9,2.8,45.7,225.6,4.9,2.0,74.0,479.5,6.5,11.5,11.8,1.7,24.9,6.7,56.6,0.9,0.7,1.6
1,2008,Army,Temple,0,117,12,14.8,4.8,10.7,44.5,46.3,0.3,52.9,241.4,4.6,1.4,63.6,287.7,4.5,2.7,11.2,1.7,15.5,3.8,36.4,2.0,0.5,2.5,51,12,23.7,14.7,24.2,60.7,194.4,1.1,36.2,145.1,4.0,1.2,60.3,339.5,5.6,8.3,7.8,1.2,17.3,6.2,57.3,0.8,0.6,1.3,82,12,23.4,15.6,28.3,55.2,202.9,1.8,34.4,95.2,2.8,1.0,62.7,298.1,4.8,8.0,5.6,1.3,14.9,6.8,55.3,1.0,1.1,2.1,48,12,23.1,20.6,34.2,60.2,221.7,1.2,40.8,166.3,4.1,1.7,74.9,388.0,5.2,10.5,9.3,1.7,21.4,4.9,49.8,1.2,0.9,2.1
1,2008,Alabama,Clemson,1,35,14,30.1,13.9,23.9,58.4,171.1,0.8,40.6,184.6,4.6,2.3,64.4,355.8,5.5,8.0,9.5,1.3,18.8,4.1,37.1,0.7,0.6,1.4,7,14,14.3,17.6,33.4,52.7,189.4,1.3,27.9,74.1,2.7,0.4,61.3,263.5,4.3,8.6,4.3,1.2,14.1,6.2,47.6,0.7,1.1,1.8,60,13,25.2,19.1,30.8,62.0,217.8,1.2,33.2,111.5,3.4,1.7,63.9,329.4,5.2,9.9,6.4,1.8,18.2,5.5,47.5,1.0,1.2,2.2,13,13,17.3,18.4,32.9,55.8,172.5,1.1,34.1,127.4,3.7,0.5,67.0,299.9,4.5,8.4,6.5,1.1,16.0,6.5,52.6,0.7,1.5,2.2
1,2008,Arizona,Idaho,1,16,13,36.6,20.5,31.7,64.6,244.0,1.8,38.8,158.4,4.1,2.5,70.5,402.4,5.7,12.0,8.7,1.4,22.1,4.1,35.2,0.8,0.6,1.5,33,13,21.3,17.5,31.3,56.0,181.9,0.9,31.6,131.1,4.1,1.4,62.9,313.0,5.0,7.6,6.8,0.9,15.3,6.8,52.2,0.7,1.2,1.9,103,12,19.6,16.7,31.6,52.8,187.8,1.7,35.4,133.2,3.8,0.8,67.0,320.9,4.8,8.7,7.3,1.7,17.7,6.4,61.4,1.0,1.7,2.7,118,12,42.8,22.3,33.4,66.8,262.4,2.4,37.3,209.6,5.6,2.9,70.8,472.0,6.7,11.5,11.0,1.7,24.2,6.0,56.3,0.8,0.8,1.5
