Wk,Year,Home,Away,Outcome,Home_conf,Away_conf,off_rank.x,pts.x,p_comp.x,p_att.x,comp_pct.x,p_yds.x,p_td.x,r_att.x,r_yds.x,r_avg.x,r_td.x,ttl_off_plays.x,ttl_off_yds.x,ttl_off_avg.x,pass_fd.x,rush_fd.x,pen_fd.x,ttl_fd.x,pen.x,pen_yds.x,fum.x,int.x,turnover.x,def_rank.x,opp_pts.x,opp_p_comp.x,opp_p_att.x,opp_comp_pct.x,opp_p_yds.x,opp_p_td.x,opp_r_att.x,opp_r_yds.x,opp_r_avg.x,opp_r_td.x,opp_ttl_off_plays.x,opp_ttl_off_yds.x,opp_ttl_off_avg.x,opp_pass_fd.x,opp_rush_fd.x,opp_pen_fd.x,opp_ttl_fd.x,def_pen.x,def_pen_yds.x,opp_fum.x,opp_int.x,opp_turnover.x,off_rank.y,pts.y,p_comp.y,p_att.y,comp_pct.y,p_yds.y,p_td.y,r_att.y,r_yds.y,r_avg.y,r_td.y,ttl_off_plays.y,ttl_off_yds.y,ttl_off_avg.y,pass_fd.y,rush_fd.y,pen_fd.y,ttl_fd.y,pen.y,pen_yds.y,fum.y,int.y,turnover.y,def_rank.y,opp_pts.y,opp_p_comp.y,opp_p_att.y,opp_comp_pct.y,opp_p_yds.y,opp_p_td.y,opp_r_att.y,opp_r_yds.y,opp_r_avg.y,opp_r_td.y,opp_ttl_off_plays.y,opp_ttl_off_yds.y,opp_ttl_off_avg.y,opp_pass_fd.y,opp_rush_fd.y,opp_pen_fd.y,opp_ttl_fd.y,def_pen.y,def_pen_yds.y,opp_fum.y,opp_int.y,opp_turnover.y
1,2010,UAB,Florida Atlantic,0,CUSA,CUSA,0.29709871064333016,-0.26153247258382195,0.5715449721587209,1.1433507041027415,-0.8947191969041469,0.8002242424031952,1.1477836502930376,-0.47870406737664195,-0.14275360472503543,0.28016153981963005,-0.7377282714609326,1.0140342137126777,0.602116355866841,0.2414299441509061,0.7401866814472816,-0.21936738540321923,-0.10117861677327336,0.42183846217851517,-0.623565623210172,-0.08029707401494157,0.10022660237455135,0.6820685767554623,0.5893170402370135,1.0484603422306713,0.7884824179497436,0.3461677129302832,0.579622643878183,-0.20722865018889688,0.9317351917704898,0.9346338759607552,-0.32735489575456655,-0.10551119816787591,0.10083420886729474,0.10840980559563942,0.26802087466210844,0.5218575357061482,0.5374712908567908,0.5295953206249924,-0.01921720219047923,1.0774679386732589,0.5578448444345627,0.6385812393767494,0.015816369734566866,0.11221022181767243,-0.6096654015972869,-0.6559087982739807,1.5014676899761588,-1.534446686615221,-0.483270878611811,-0.35145839910872895,-0.5013467121431423,-0.23829014318544367,-0.35414156341680186,-0.6888674524580504,-1.3043242502363717,-1.7564302010447714,-1.4298597065320524,-1.3135942858936585,-1.2822817171396734,-0.9279245414819819,-0.503370779119059,-1.156896631751217,-0.35561757507243064,-1.3978628524888557,1.1337312087214064,0.5787895010498703,0.7909163263451138,0.5974193120208798,0.9422790172876665,0.5102195439486784,0.37671569504516866,-0.6836144446787809,-1.0121360271730193,0.38308578246436586,-0.637345592480461,-0.5516686279541726,2.038441162509154,1.3036809397921663,0.586871479652575,0.6500783515534845,0.8353754336057239,0.49823281157641447,0.14625765237845742,-1.0385576475984277,1.8059266633770619,0.5437403062765082,0.7054876787350665,0.07536480606803866,-0.31011499075110566,-1.014452444969906,-0.27032144574959804,-0.8606640805249899
1,2010,Iowa State,Northern Illinois,1,Big 12,MAC,1.1046417218187274,-0.8894375752850552,-0.17131343540114025,0.04086099210868123,-0.4735817505485277,-0.8432378958159775,-0.7246578151680203,0.06441110411073282,-0.3887471625932716,-0.5834431000293243,-0.5813792906041333,0.1206968327851926,-1.0478921044959648,-1.299602594792487,-0.4294975434694856,-0.34089692769543667,0.6180855132884147,-0.5672403140516878,-0.07051039633788209,-0.022139453627443857,-0.6353051199907297,-0.5219193627515131,-0.7649893440768638,0.4502266778757872,0.389601473318384,0.5153823413675002,0.00402879880264931,1.0949786306531606,0.14683261328570918,0.3219304919217485,1.4698365068277381,0.9027012106791985,0.38919440600375776,0.11135250282219125,1.1094049032586921,0.6903241087555856,0.07904166162964188,0.269709443259105,1.5242394175832104,-1.0753025728925256,0.9895005077178868,-1.0348545645035179,-0.6282948472796646,0.11533410547330378,0.2605848321013348,0.28775344870644215,-1.398923400616861,1.4309150112181244,-0.7194064589341931,-1.0470438513760183,0.6897473566657548,-0.5602526638244616,-0.004472569710898157,0.6799403525828203,1.9427863478936844,2.4421710480276295,1.9181242460287335,-0.5783649351272692,1.0632499084063545,1.7117625742348177,-0.1833737264719533,1.0208091484997093,-0.5829179488730846,0.5569128591348728,-1.3531368137643862,-0.9985377100629844,-1.4770909744165248,-1.143468935633366,-1.7448686819302817,-1.3722343402899715,-1.1164483230985973,0.19080757200185477,0.28242314845357125,-0.051688286572609266,-0.29647611144673164,-0.9446743186204495,-1.1623485041815098,-0.859032559030864,-0.39986097276732463,-0.7644981297274999,-0.6765630254399654,-0.7663635319212614,-0.4474351487691473,-0.14837685561279768,-0.9438586692315037,0.07595867938351167,-0.7218153185548601,-0.4747055066760862,0.1519339776687056,-0.6228771028238216,0.31862361560286184,0.07770062604564229
1,2010,Middle Tennessee State,Minnesota,0,CUSA,Big Ten,0.10178146266048936,-0.2190488430800199,-0.20529893057828116,-0.17833257261486418,-0.06515135792965075,-0.5339651963954438,-1.5556335215005979,0.48012151164879063,0.36304314638427587,0.28327023082541763,1.1654902331126205,0.27154374625501565,-0.18624685271586292,-0.36922385618205555,-0.7665666895449047,0.39063231291565853,-0.802827126299958,-0.44572093558898823,0.19825914682898124,0.42306785765220334,1.195715728984173,2.464140433818491,2.575618425547505,0.30958816920822585,0.2930571074365307,-0.3139114994284859,-0.19791789222242517,-0.2297545650381641,-0.4973672059580499,-0.08393304084544201,2.0423876542339654,0.9432283135367918,-0.026047486878890993,0.5859927446746589,1.31251508296273,0.2958559494965365,-0.486087985731051,-0.6645203151643094,0.9083190399120259,0.12629283822108184,0.1492581717785573,1.0419765957120029,0.01944183613158554,-0.6169009531303504,-0.5896099331585531,-0.6239152265695838,0.8150405623000122,-0.6138233727547446,-0.20020836217431143,0.08662801118143984,-0.5826411808698502,0.08719774740566984,0.3402127447915561,0.0019896880797260633,-0.4859329871464047,-0.739230037058959,-0.6836558412087383,0.10376702218780043,-0.3077365843266948,-0.33914535074141505,-0.023222713040701018,-0.32668708393636564,2.003145573196507,0.009618986509752049,-0.3610535674528831,-0.8586465066101124,-0.31669963323497335,-0.5412455720894005,-0.8065427177192082,1.0628618005131119,0.9054566680092929,-1.0371455415731397,-1.8279428171515122,1.1895424991099257,-0.4952882703186298,0.47200536228899526,-0.22390756187187258,0.9471495511678449,1.5326858550219633,1.2743477223769053,-1.4965279075239315,0.3171707947371454,1.5734666384036406,-0.578225063782103,0.39420594621271343,-0.3863177234060231,-0.20397537297669596,-0.34130543990012646,0.03090471844383164,-0.25717243943895723,-0.2590401271603315,-0.36769295382732925
1,2010,Ohio State,Marshall,1,Big Ten,CUSA,-1.3582945268693392,1.4532044288085102,-0.17796189125594106,-0.5445985226514702,0.9072552816696654,0.12325438409115179,1.1278189117201216,0.7482866954533096,1.138539026432643,1.117434619555933,0.5889988474897045,0.11576569531689813,0.9663509436793825,1.0661810214097116,0.04703049930465896,1.0674344770299633,-1.0139986070441538,0.6896748447802804,-0.9906477264940159,-0.6477136200563383,-2.0668742760360486,0.08195811123364968,-1.1857297815237402,-1.5127403247687259,-1.630790479464437,-0.7484807715081085,-0.29465405047343163,-0.8489666853606415,-1.402143191343109,-1.6999719985587252,-1.3583592718782058,-1.5562943598951229,-1.3719879324702122,-1.2962779053916031,-1.1404597478404785,-1.8703005854207668,-1.5437891790900424,-1.1234595947203907,-1.6152198396898472,-1.0310330855689889,-1.827776857104273,-0.8521336812746244,-0.9442418292117919,0.1225577922265228,1.3859972392245272,1.1873849664239136,1.1901932332767564,-0.9303893084450604,0.24875487345000136,0.5869055227519823,-0.46355143312849384,-0.06360374413413282,0.34264414998467446,-1.3144100445078597,-1.2135146089726228,-0.9459101567849947,-1.5372908905830014,-0.6363866603461354,-0.99468018047091,-0.8061162595432154,-0.24499939697256565,-1.4024007036234585,1.7732924388763294,-1.0359386394379495,0.4970220281778706,0.2732684012171428,-0.3081014153783805,0.868461166309497,0.27076106221736734,0.4000917493601462,0.3114969387024247,0.8945263959459896,1.3973107433313519,-0.3516455325341975,0.6622353608030875,-0.12156480776128749,0.0076471092385394495,-0.3130358149339464,-0.3702656137588422,0.1851533293145215,0.9794861916622762,0.20742651288820874,-0.3950886805898935,1.2893570635355087,-0.07395648997400406,0.08455101082759714,0.7238711574297589,0.8239905818500695,0.8422662259369684,-0.9423580940421156,-0.251972001611197,-0.7986940372746131
1,2010,South Carolina,Southern Mississippi,1,SEC,CUSA,-0.55448789351888506,0.38809219489528274,-0.07102497824826519,-0.3954160489572068,0.804519662089665,0.29749642352434286,-0.028815943351613905,-0.007494495121290435,-0.1468348777943103,-0.18086335171388151,0.30169158640001187,-0.4099995992438337,0.14295307332184584,0.4774209559653288,0.08961736220706909,0.2705819637719959,-0.7580085075035511,0.19896038311491349,-0.5447060248065307,-0.9129237261241915,-0.5664971626889426,0.6715235330378405,0.36309609573911766,-0.42898579715461743,-0.39564069811396185,0.7525059261412366,0.44907529466182283,0.6982516897014163,0.6979199953960403,0.12721730202761897,-0.7681058420329362,-1.1106809062492942,-0.9229148048015436,-0.9655811193036149,-0.224725346549557,-0.25486138113882045,-0.029997279517785403,0.5077928906488985,-0.6936285250928754,-1.2290722418902138,-0.27466547935462987,-0.4101072827721173,-0.5114304691538906,1.2050219417693262,-0.8561122319599207,0.29490726745224,-1.2711932855437307,1.2445663404684524,0.8490818604006769,0.7361747138039872,0.501704732898978,0.5474163764022383,0.34506633163321404,0.8838113644025535,0.7819184370575722,0.5485290148414262,0.757826181659601,1.5652333749648164,1.0652514863403575,0.17541187702020053,0.8873285647440843,0.7194233382425922,0.8397992515053929,1.3211748991725591,1.2447938392026034,1.8075208430455205,-0.29982534026445046,-1.0867510341871882,-0.9823205021056245,0.575511742760667,0.4119615536505379,0.29898821746021553,0.5305119838369229,-0.1639026723648759,0.7267105838773864,1.2632767515828887,-1.2979577211920932,-1.1723805317340719,-0.7491564867356015,-0.27897610641617104,-0.5512636754444862,-0.29704988736998234,0.03183253232221665,0.49125128631782505,-1.2763578180715585,3.28876046070657,0.05129761433150331,-4.092497966526527e-4,-0.5872429545402258,0.10056678132018552,0.6094284026108356,0.5255274543171395
1,2010,Hawaii,USC,0,MWC,Pac-12,-1.3813153659998343,1.547716223406485,1.9391778695863615,1.8184660132500576,0.6450165408597575,2.9500792957957387,2.28276984949059,-2.3275699054984673,-1.073404418251267,0.6383185840494164,0.15977728184090134,-0.24192349676584524,1.6829059157909654,2.2798094088892564,2.56093673444908,-1.2218009155680507,-0.06788783310306228,1.1754799938640754,0.36998185921158394,0.384104804939841,-0.5530953515102397,0.6735638447172787,0.3655739355817932,2.0652883160135162e-4,-0.05828432097900951,0.16176027542393995,0.2111237476346615,0.06891926931645126,0.15852400978744513,0.326676541039469,0.12457679773317132,-0.46494202711873134,-0.6349895543953482,-0.18429035557759588,0.21907340095959557,-0.18710723558449868,-0.2682159131637751,0.4481418418965698,-0.3290969440723373,-0.9711728985164637,-0.08267545469181715,0.3954504167228302,0.4782737595411323,1.2035898895661052,1.6432680889605717,2.075728429202957,-0.6680501252934782,0.46417890535006345,0.6311845135931764,0.5464575891120264,0.383401379985278,0.37380296866458973,1.0227130065937895,-0.06449247825947807,0.5634579633099399,1.1056399009323312,-0.23252008854467532,0.47990408799742734,0.7393858192556734,0.5225172934642988,0.6262537150652793,0.6380803976155377,0.8422202979896822,1.03834370178653,0.9107131732460221,0.8437973610670118,-0.291847011778015,0.03753205807603201,-0.1351675199556249,0.05908266190418498,0.026277888123969098,1.0308421237624785,1.0929595809034303,0.20189255464387626,1.1532891565098708,1.464249568999204,-1.0823601785978667,-0.4233555095384783,0.30711812402678007,-1.0472432214970406,-0.02438433295408227,0.44832858662275865,0.5539102184443382,1.1395336246912267,-0.002081560480667477,0.5419104492211441,0.7662881375889979,-0.4894912249153379,-0.48187585867665955,0.10353677408089589,0.6114720494553557,0.5274989008432615
1,2010,Utah,Pitt,1,Pac-12,ACC,-0.9797471087963994,0.685230130044236,0.15960821971968206,0.0015010512194505259,0.43484396133270087,0.2696367641438299,0.3073389384622669,-0.6495539847288673,-0.16669210914246774,0.40915163106369923,0.5941044245772334,-0.5418572082077656,0.10187028123417917,0.5926520682523344,-0.08529966454842293,-0.2595638308316271,-0.7289974429117493,-0.3410421325053475,-0.11080315523944466,0.002674917392407602,1.1081893991004192,-0.20324748630393785,0.5810537744162052,-0.9627052942311669,-0.7597321977256755,-0.07455814563764629,-0.3235278430159046,0.42857110047411895,0.2533417102937502,-0.06139955176579804,-0.41873732147050863,-1.0945259074368041,-1.107241743561512,-1.2498155094209398,-0.4741937518549495,-0.5083467820577712,-0.1297129490211871,0.10732945605938854,-1.5050499312865806,-0.07688438356018787,-0.8448863990508096,-1.2394545169738769,-1.275862558761512,0.8428866555857846,-0.28391933166937167,0.3005068836507444,0.2203972342945032,-0.15860687208349203,-0.11244656407002245,-0.39695870597037614,0.6760362419806767,-0.31150080073509434,-0.6626165860441674,-0.1285130029209465,0.11820172210637411,0.44042408292568713,0.19539075655646934,-0.49517977627718907,-0.17293160466207957,0.18425005746370482,-0.22231983927674093,-0.29618686181961223,-0.3258982812949889,-0.39153380410488137,0.581941516303253,0.2850226048309528,0.06163749526892827,-0.5031601071227892,-0.12848575285611377,-1.31843641659646,-1.0246978486565557,-0.28783660227896346,-0.07579777339504963,-0.23901634922470155,-0.8273127735082043,-0.704000484516504,-0.5864122683120623,-0.9515941966253916,-0.8269519437191856,-1.031808879752761,-0.4330105145128318,-1.0969499562456757,-0.9500554451492361,-0.5564773301858748,-0.32900614818602386,1.2246701862770972,-0.3439243197714798,-0.46757735857358634,0.05845000753209222,-0.2291009252576534,0.04443864598007424,-0.11447038352858302
1,2010,Toledo,Arizona,0,MAC,Pac-12,-0.12116089987552907,0.004186076807554337,-0.1497740715355788,-0.32403711347466757,0.4540611811584772,-0.36648400245454293,0.3098293014950364,0.12920150572606245,0.1164391453710712,0.18509173024005618,0.021755920009767924,-0.1845126030790927,-0.21606759815206264,-0.0698418000499051,-0.5233950547791663,-0.2524022467473082,0.16252852668449438,-0.5795017111236138,1.479331422299037,1.1758257343160894,-0.2107029543031966,0.3840430636289143,0.15867958166471977,0.4288125071199629,0.35586502383579494,1.1137258339274305,0.8199351915264684,0.6434296099873081,0.4100084034326979,-0.6386454432916158,-0.5887156936611654,-0.5081804131295514,-0.10648076464567957,0.8839078986808383,0.13254016489260606,-0.04975653746001618,-0.11687490614311384,0.6685109071551801,-0.47181686190235556,-0.28760536816568183,0.06977302404961848,-0.35429169437033775,0.0010878295936708512,1.2035205280111403,1.3600735173157523,1.8517668479735696,-0.20500776953474784,0.09782549665083072,1.7954201784299564,1.2680049038197025,1.1844708197953164,1.4650776533356658,0.5184607143455344,-0.504627785721411,-0.5177551531219614,-0.32309156622068114,-0.22401776792412745,0.7302335018186182,0.834841328988544,0.5153725739354418,1.7962861946131223,-0.5307209595701378,0.8400082528850039,1.1232842603012616,0.9023127516620336,0.08187107437083149,0.06496432737229507,-0.2234969914346141,-0.1219875643345471,-0.5697121981185571,-0.5087133546811732,-0.060826518342731326,0.2451947326841113,-0.28604183055135973,-0.17993764882459995,-0.29953799780183754,0.005301276436371879,-0.6325549851556296,-0.6746730335859451,-0.5625832970195911,0.15185518414326776,-0.49777207186397643,-0.541733076797923,-0.19534099836026125,-0.3174038053260889,0.09290236083120654,-0.2910999898260513,0.21189058224203727,-0.027528817891803635,-0.2229395775877047,-0.8012871256444306,-0.7444990969055317
1,2010,Alabama,San Jose State,1,SEC,MWC,-1.1442517971500688,1.0214084645736288,0.24438200461789958,-0.3543180447239726,1.340984425114616,0.6918138974031312,0.3123087502823616,-0.17992214189036257,0.4151968414899653,0.9664461471966077,0.8833900359036159,-0.4387287372618381,0.8534585139958255,1.5439665074281266,0.6585636346746445,0.44047705187489106,-1.356568164372501,0.6268675320172533,-0.6442937347822076,-1.178964323896558,-0.20497080679499638,-1.6436521659417365,-1.31139498461245,-1.550214256600925,-1.6464375006670255,-0.9547843707468032,-0.48547019313554046,-0.7870996966897627,-0.9529928938748844,-1.2009560782874533,-0.5964411854370629,-1.1006013330932922,-0.9257365130965904,-1.5309133923943254,-0.6673577415979574,-1.2420130023842455,-0.8983169119371857,-1.0834110740061123,-0.9494162289643041,-0.7075509543973886,-1.2885305334281352,-0.4291823721862804,-0.6830291030276466,-1.6714359309450852,1.907471072484305,0.5281147786506282,1.5616910969894011,-1.4757115245094743,0.24863654018863623,0.3785054541009481,-0.02204105226547958,0.28746195301118005,-0.48028855087148464,-1.3851593862366265,-1.505733548358955,-1.385435677119151,-1.6193516699406347,-0.7948558380607315,-0.8507465830715671,-0.341369437212449,0.15650957602051926,-1.7195182970991698,-0.5444820040959168,-1.136477078903573,0.4230462331760086,-0.08028814933143898,-0.6173601867069296,0.8507078850295117,0.28135513330318185,1.267518623261749,1.1158527743231614,0.6035396787938008,0.3280665265271029,0.5278874372750194,1.127845126012077,-0.6783942757451003,0.5930943143779501,1.2157012887404617,1.1485722011761093,1.8515228597429139,0.5737860951564182,1.4227804791701286,1.103476464597879,1.5377466582202957,1.0936820431137422,-0.35430434365861624,1.500861171329541,-0.7995881070025193,-0.12040758152039781,-0.5473844482196702,-0.5033828944456101,-0.724109882100363
1,2010,Eastern Michigan,Army,0,MAC,Ind,1.4187365887916283,-1.130452060055019,-1.0988069339569047,-0.9019929110164961,-0.6408850542668086,-0.9732918720180224,-0.6676194013401207,0.7689705058805739,0.2358553787271845,-0.1364568183086961,-0.40108417869867724,-0.1602895454639824,-0.6160805379120836,-0.5793657971022664,-1.085675389694365,-0.038105365243929726,0.5929718487138155,-0.7569351088747812,-0.2408835957811674,0.20493102391108323,0.12566415065592573,0.6595986976907464,0.5749073352503257,1.7042715134123116,2.4010994744098113,-0.6450016009442533,-1.1156982230214436,0.7270940202469732,0.21892119278952138,2.214311026666723,0.2166056654957129,1.998466262705952,2.3373679160707805,2.2211512120581585,-0.5268543191486372,1.3060549972940483,2.0977838999186895,-0.037596881831979324,1.21883948963385,0.7829283736150606,0.7916634907134493,-0.6783756192022107,-0.5289791074108551,0.4698147115622484,-2.184467739150729,-1.4555750819295612,0.0012978078634556984,-0.10240565023337832,-2.4294541725162633,-2.567946803901002,-0.7208448966031784,-2.2969481348774035,-1.7958987881540682,2.6221121911450083,1.7245394263348892,0.3318650352588051,1.3075883518237563,-0.09621582714573466,-0.6361534356017514,-0.6361141416862837,-2.0434491049292927,2.097108197870474,-2.1260145655742324,-0.3449792730379778,-1.377513607337296,-0.9157699588060103,0.07299739112989594,-2.0863693086129373,-1.2943977963402542,-0.18991039853105995,-0.2758246404885988,-1.0666723171957964,-1.0437042044747653,-0.13792278866727495,-0.40657040745516937,0.2885819290221645,-0.7347856727374069,-0.41649048504296404,0.07466038166794674,-0.25261247676193305,-1.084132445274218,-0.4979301741112276,0.41198090912310215,-0.8311587493616529,-0.2429323561721302,0.10086801078625214,-0.6054079071374607,-0.321899573526259,-0.7633747676687676,1.4221277445872418,0.33258095575683416,1.1356246188021786
